Unnamed: 0,name,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Tkl,TklW_defense,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost_defense,Blocks,Sh,Pass,Int_defense,Tkl+Int,Clr,Err,Cmp,Att_passing,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3_passing,PPA,CrsPA,PrgP,Gls,G+A,G-PK,PK,xG,npxG,npxG+xAG,PrgC,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,SCA,SCA90,PassLive,PassDead,TO,Sh_gca,Fld_gca,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,GA_keepersadv,PKA_keepersadv,FK,CK,OG_keepersadv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_keepersadv,Att_keepersadv,Cmp%_keepersadv,Att (GK),Thr,Launch%,AvgLen,Att.1_keepersadv,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Att_passing_types,Live,Dead,FK_passing_types,TB,Sw,Crs_passing_types,TI,CK_passing_types,In,Out,Str,Cmp_passing_types,Off_passing_types,Blocks_passing_types,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,npxG/Sh,G-xG,np:G-xG,Touches,Def Pen,Def 3rd_possession,Mid 3rd_possession,Att 3rd_possession,Att Pen,Live_possession,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession,PrgDist_possession,1/3_possession,CPA,Mis,Dis,Rec,id,position,dateOfBirth,age,nationality,height,foot,joinedOn,signedFrom,contract,marketValue,status,Passing,Ball Carrying,Defensive Work,Chance Creation,Possession Retention,TIS
1207,Luis Milla,ESP,MF,Getafe,es  La Liga,30-155,1994,23,22,1980,22.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,81.5,88,19,1,35,0,1.13,15,19,-4,-0.18,-1.18,19.8,26.4,-6.6,-0.3,-0.21,3,0,0,27,33,0,138,17,27,0,1,0,111,22,27,44.9,43,27,21,18,4,23,46,50.0,23,22,0,22,17,60,19,0,755,1026,73.6,13898,4104,331,379,87.3,307,378,81.2,103,229,45.0,2,2.1,2.8,-0.1,46,85,16,6,110,1,3,0,1,1.5,0.7,2.8,23,22,0.05,0.09,0.14,0.0,0.09,0.07,0.1,0.16,0.03,0.13,93,4.23,55,28,4,2,4,0,4,0.18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,815,204,116,4,15,138,1,75,34,32,1,755,7,11,24,3,12.5,1.09,0.14,0.0,0.0,26.3,3,0.03,-0.5,-0.7,1232,27,175,711,361,12,1231,30,15,50.0,11,36.7,568,2905,1673,32,0,39,11,597,281989,Central Midfield,07-10-1994,30,['Spain'],175,right,25-07-2022,Granada CF,30-06-2027,3500000,0,2.1666666666666665,0.4222222222222222,2.3555555555555556,1.1044444444444443,10.011111111111111,2.475194829141285
1222,László Bénes,SVK,"MF,FW",Union Berlin,de  Bundesliga,27-183,1997,16,2,466,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20.7,73,1,14,23,5,1.0,2,7,-5,-0.97,-0.41,4.9,6.7,-1.8,-0.35,-0.14,4,0,0,8,4,1,44,2,1,0,0,0,23,6,9,40.0,1,1,0,1,0,0,1,0.0,1,5,1,4,2,3,6,0,193,281,68.7,3492,1300,95,119,79.8,53,74,71.6,35,70,50.0,1,0.9,1.2,0.1,18,21,11,6,25,1,2,1,0,0.6,0.6,1.5,4,30,0.19,0.19,0.39,0.19,0.39,0.12,0.18,0.3,0.12,0.3,29,5.6,16,12,0,1,0,0,1,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,228,52,24,1,1,44,6,21,8,12,0,193,1,7,13,6,46.2,2.51,1.16,0.08,0.17,23.5,1,0.05,0.4,0.4,333,1,37,161,137,8,333,4,1,25.0,3,75.0,174,657,294,5,1,6,3,207,243188,Central Midfield,09-09-1997,27,['Slovakia'],181,left,01-07-2024,Hamburger SV,0,4000000,0,0.5111111111111111,0.06666666666666667,0.4111111111111111,0.3522222222222222,2.588888888888889,2.4743428520647948
1232,Magnus Knudsen,NOR,MF,Holstein Kiel,de  Bundesliga,23-269,2001,22,18,1410,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,62.7,76,8,4,13,2,0.73,22,36,-14,-0.89,0.18,17.0,26.6,-9.6,-0.61,0.01,7,0,0,26,6,0,3,11,24,0,0,0,58,6,17,26.1,39,24,20,14,5,21,35,60.0,14,14,4,10,11,50,36,0,494,580,85.2,8484,2327,226,250,90.4,221,248,89.1,37,56,66.1,1,0.7,1.3,0.3,4,28,9,1,41,0,1,0,0,0.7,0.7,1.4,12,17,0.0,0.06,0.06,0.0,0.06,0.04,0.05,0.09,0.04,0.09,24,1.53,19,0,1,2,2,0,4,0.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,569,9,8,1,1,3,1,0,0,0,0,494,2,8,9,3,33.3,0.57,0.19,0.0,0.0,24.4,0,0.07,-0.7,-0.7,732,49,252,406,79,6,732,8,7,87.5,1,12.5,340,1648,727,9,2,21,7,463,651735,Central Midfield,15-06-2001,23,['Norway'],186,right,01-07-2024,FC Rostov,0,2500000,0,0.7666666666666667,0.23333333333333334,1.7555555555555555,0.29666666666666663,5.9222222222222225,2.4740121831273867
1233,Mahamadou Diawara,FRA,MF,Le Havre,fr  Ligue 1,20-022,2005,7,5,416,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18.5,69,1,2,36,0,1.14,8,7,1,0.22,1.59,8.2,6.5,1.7,0.36,1.25,0,0,0,12,6,0,1,10,10,0,0,0,29,1,4,20.0,15,10,9,5,1,5,8,62.5,3,10,4,6,10,25,10,1,129,152,84.9,2366,415,44,50,88.0,69,74,93.2,11,14,78.6,1,0.4,0.2,0.6,6,9,1,0,12,0,1,0,0,0.3,0.3,0.7,5,2,0.0,0.22,0.22,0.0,0.22,0.07,0.08,0.15,0.07,0.15,11,2.38,10,0,0,1,0,0,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,146,5,2,0,1,1,1,0,0,0,0,129,1,6,5,1,20.0,1.08,0.22,0.0,0.0,20.2,0,0.07,-0.3,-0.3,221,16,66,110,51,8,221,7,3,42.9,2,28.6,117,638,294,3,0,6,5,120,1053147,Central Midfield,17-02-2005,20,"['France', 'Mali']",187,left,17-01-2025,Olympique Lyon,30-06-2025,2500000,0,0.23333333333333334,0.08888888888888889,0.8222222222222222,0.1322222222222222,1.6333333333333333,2.473791928448919
1235,Mahdi Camara,FRA,"MF,FW",Brest,fr  Ligue 1,26-254,1998,25,22,1893,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,84.1,84,12,3,16,0,1.44,30,31,-1,-0.05,0.2,32.4,31.3,1.1,0.05,1.74,4,0,0,29,32,3,28,24,33,1,0,0,75,12,22,35.3,57,33,13,30,14,17,34,50.0,17,34,3,31,24,81,23,0,689,805,85.6,10545,2337,344,381,90.3,294,325,90.5,24,41,58.5,2,1.7,2.0,0.3,20,56,12,7,79,3,5,3,0,2.6,2.6,4.4,39,68,0.14,0.1,0.24,0.14,0.24,0.13,0.08,0.21,0.13,0.21,56,2.66,38,0,3,4,7,4,5,0.24,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,744,59,10,1,0,28,4,0,0,0,0,689,2,18,35,12,34.3,1.66,0.57,0.09,0.25,15.7,0,0.08,0.4,0.4,1066,28,190,580,308,56,1066,49,19,38.8,24,49.0,553,3144,1640,25,11,25,22,659,324795,Central Midfield,30-06-1998,26,"['France', 'The Gambia']",178,right,01-07-2023,AS Saint-Étienne,30-06-2027,10000000,0,1.5,0.7666666666666667,2.3666666666666667,0.6922222222222223,8.71111111111111,2.473449116929677
1236,Mahmoud Dahoud,GER,MF,Eint Frankfurt,de  Bundesliga,29-069,1996,9,3,364,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,16.2,71,1,6,25,13,1.89,14,9,5,1.24,0.9,9.2,7.2,2.0,0.49,0.21,2,0,0,10,2,0,4,2,4,0,0,0,20,1,2,33.3,9,4,4,5,0,4,6,66.7,2,5,1,4,2,11,5,0,191,225,84.9,2869,939,99,104,95.2,73,86,84.9,7,14,50.0,1,0.7,0.6,0.3,8,10,5,0,17,1,2,1,0,0.5,0.5,1.2,1,6,0.25,0.25,0.49,0.25,0.49,0.13,0.18,0.31,0.13,0.31,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,218,6,5,2,1,4,0,1,0,1,0,191,1,6,7,2,28.6,1.73,0.49,0.14,0.5,22.6,1,0.08,0.5,0.5,263,8,65,150,49,3,263,3,1,33.3,2,66.7,160,521,211,6,0,4,2,192,191422,Central Midfield,01-01-1996,29,"['Syria', 'Germany']",178,right,30-08-2024,Brighton & Hove Albion,30-06-2026,5000000,0,0.3,0.022222222222222223,0.45555555555555555,0.16444444444444442,2.3333333333333335,2.470924996486823
1248,Manu Bueno,ESP,MF,Sevilla,es  La Liga,20-227,2004,6,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4.3,69,0,5,7,2,1.33,2,2,0,0.0,0.15,0.9,2.0,-1.1,-0.96,-0.72,0,0,0,2,3,0,0,0,3,0,0,0,6,0,1,0.0,4,3,0,1,3,1,2,50.0,1,0,0,0,0,4,2,0,43,48,89.6,705,82,22,24,91.7,16,17,94.1,3,4,75.0,0,0.0,0.0,0.0,0,4,1,0,3,1,1,1,0,0.1,0.1,0.1,2,4,0.87,0.0,0.87,0.87,0.87,0.11,0.0,0.11,0.11,0.11,1,0.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,1,1,0,0,0,0,0,0,0,0,43,0,0,4,1,25.0,3.46,0.87,0.25,1.0,26.8,0,0.03,0.9,0.9,65,2,11,33,21,2,65,2,1,50.0,1,50.0,38,191,86,3,0,2,2,51,766723,Central Midfield,27-07-2004,20,['Spain'],178,left,0,0,30-06-2026,1500000,0,0.07777777777777778,0.03333333333333333,0.13333333333333333,0.012222222222222223,0.5333333333333333,2.469349532067657
1249,Manu Koné,FRA,MF,Roma,it  Serie A,23-298,2001,24,21,1728,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,68.6,78,13,3,29,1,1.63,28,24,4,0.21,-0.81,27.2,19.9,7.2,0.38,0.08,5,0,0,20,61,2,2,13,17,0,1,0,73,13,21,38.2,26,17,10,11,5,16,31,51.6,15,16,1,15,13,39,13,0,786,874,89.9,12497,2837,391,430,90.9,333,358,93.0,43,50,86.0,1,1.1,1.1,-0.1,11,68,6,1,86,2,3,2,0,2.1,2.1,3.2,45,31,0.1,0.05,0.16,0.1,0.16,0.11,0.06,0.17,0.11,0.17,48,2.5,30,1,5,5,5,2,5,0.26,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,851,22,21,3,2,2,1,0,0,0,0,786,1,11,26,6,23.1,1.35,0.31,0.08,0.33,19.9,0,0.08,-0.1,-0.1,1062,17,159,663,258,28,1062,46,16,34.8,18,39.1,673,4075,1945,41,11,38,28,819,624690,Central Midfield,17-05-2001,23,"['France', ""Cote d'Ivoire""]",185,right,30-08-2024,Borussia Mönchengladbach,30-06-2025,26000000,0,1.711111111111111,0.8,1.5666666666666667,0.5811111111111111,9.78888888888889,2.448156949405663
1250,Manu Morlanes,ESP,MF,Mallorca,es  La Liga,26-058,1999,18,12,1069,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44.0,81,4,6,17,2,1.44,12,12,0,0.0,0.46,12.1,14.0,-1.9,-0.16,-0.25,5,0,0,12,10,0,7,23,21,0,0,0,64,8,14,36.4,33,21,14,14,5,15,23,65.2,8,18,7,11,23,56,15,0,475,536,88.6,7700,2331,233,251,92.8,198,222,89.2,28,40,70.0,0,0.2,0.6,-0.2,6,64,9,3,65,0,0,0,0,0.4,0.4,0.6,14,28,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,27,2.27,24,1,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,513,22,18,2,4,7,2,1,0,1,0,475,1,3,9,0,0.0,0.76,0.0,0.0,0.0,23.9,0,0.04,-0.4,-0.4,652,29,145,394,119,5,652,5,1,20.0,4,80.0,349,1804,904,15,0,7,9,394,335225,Central Midfield,12-01-1999,26,['Spain'],178,right,01-07-2023,Villarreal CF,30-06-2028,2500000,0,1.4333333333333333,0.16666666666666666,1.7,0.31333333333333335,6.066666666666666,2.439581147495721
1267,Marcel Sabitzer,AUT,"MF,FW",Dortmund,de  Bundesliga,30-359,1994,22,16,1440,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64.0,78,8,6,31,1,1.32,27,25,2,0.12,-0.32,27.0,19.1,7.9,0.5,0.22,2,0,0,8,8,0,21,10,16,0,0,0,47,16,13,55.2,26,16,6,14,6,15,25,60.0,10,16,5,11,10,36,29,1,606,723,83.8,9215,2620,340,364,93.4,217,253,85.8,32,61,52.5,0,1.1,1.3,-1.1,11,67,11,2,89,0,0,0,0,1.6,1.6,2.7,20,63,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,34,2.13,22,3,1,3,1,4,5,0.31,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,679,42,22,3,3,21,12,0,0,0,0,606,2,14,16,5,31.3,1.0,0.31,0.0,0.0,19.7,0,0.1,-1.6,-1.6,874,35,119,508,252,28,874,12,4,33.3,8,66.7,480,2082,1028,28,2,19,12,596,106987,Central Midfield,17-03-1994,30,['Austria'],178,right,24-07-2023,: Ablöse €19.00m,30-06-2027,15000000,0,1.7333333333333334,0.28888888888888886,1.4222222222222223,0.4222222222222222,7.644444444444445,2.4337154297956163
1270,Marco Brescianini,ITA,MF,Atalanta,it  Serie A,25-050,2000,21,7,793,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31.5,63,1,14,25,3,1.95,18,10,8,0.91,-0.6,14.1,9.6,4.5,0.51,-0.47,1,0,0,18,6,2,17,2,8,0,0,0,37,9,9,50.0,14,8,4,7,3,7,9,77.8,2,11,1,10,2,16,4,0,252,319,79.0,3465,660,162,180,90.0,79,102,77.5,4,13,30.8,2,0.9,0.7,1.1,6,19,8,2,25,3,5,3,0,2.8,2.8,3.8,41,58,0.34,0.23,0.57,0.34,0.57,0.32,0.11,0.43,0.32,0.43,19,2.16,16,0,2,1,0,0,4,0.46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,312,6,0,4,2,17,4,2,1,0,0,252,1,13,16,7,43.8,1.82,0.79,0.19,0.43,13.4,0,0.18,0.2,0.2,412,4,37,192,188,29,412,19,7,36.8,10,52.6,280,1923,1002,24,11,20,18,324,459128,Central Midfield,20-01-2000,25,['Italy'],188,left,16-08-2024,Frosinone Calcio,30-06-2025,8000000,0,0.4888888888888889,0.6555555555555556,0.7555555555555555,0.26,3.1555555555555554,2.424339836437088
1307,Marshall Munetsi,ZIM,"FW,MF",Wolves,eng  Premier League,28-262,1996,4,3,270,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10.7,75,2,1,45,0,1.0,4,3,1,0.33,1.13,5.0,3.3,1.6,0.54,1.15,0,0,0,4,5,2,0,2,4,0,0,0,11,9,6,60.0,7,4,2,3,2,4,8,50.0,4,3,1,2,2,9,5,0,40,55,72.7,520,135,27,34,79.4,12,16,75.0,0,0,40.0,1,0.8,0.0,0.2,2,2,1,0,3,1,2,1,0,1.9,1.9,2.7,1,9,0.33,0.33,0.67,0.33,0.67,0.64,0.27,0.91,0.64,0.91,6,2.0,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,52,3,0,1,0,0,0,0,0,0,0,40,0,1,9,3,33.3,3.0,1.0,0.11,0.33,13.7,0,0.21,-0.9,-0.9,94,5,13,51,30,11,94,1,0,0.0,1,100.0,37,105,40,0,1,9,1,52,414908,Central Midfield,22-06-1996,28,['Zimbabwe'],188,right,03-02-2025,Stade Reims,30-06-2028,10000000,0,0.05555555555555555,0.022222222222222223,0.3111111111111111,0.09666666666666668,0.4888888888888889,2.4181410293435937
1315,Martín Payero,ARG,MF,Udinese,it  Serie A,26-181,1998,18,12,1026,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,40.7,74,4,6,22,2,1.44,13,16,-3,-0.26,-0.26,11.5,15.4,-3.9,-0.34,-0.05,4,0,0,26,24,0,25,10,10,1,2,0,54,16,18,47.1,16,10,1,9,6,7,15,46.7,8,8,1,7,10,26,11,0,276,345,80.0,4839,1021,123,135,91.1,114,129,88.4,30,57,52.6,1,0.9,0.9,0.1,7,35,6,5,39,1,2,1,0,0.9,0.9,1.7,23,29,0.09,0.09,0.18,0.09,0.18,0.08,0.08,0.15,0.08,0.15,28,2.46,13,2,4,1,4,4,5,0.44,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,324,21,7,1,3,25,2,12,6,3,0,276,0,9,22,3,13.6,1.93,0.26,0.05,0.33,22.7,0,0.04,0.1,0.1,484,10,73,266,156,17,484,42,21,50.0,18,42.9,264,1606,784,24,5,20,9,280,555820,Central Midfield,11-09-1998,26,"['Argentina', 'Italy']",182,right,01-09-2023,Middlesbrough FC,30-06-2027,4500000,0,0.8222222222222222,0.5444444444444444,1.1,0.3411111111111111,3.7666666666666666,2.4153418963978774
1324,Massimo Luongo,AUS,MF,Ipswich Town,eng  Premier League,32-167,1992,7,2,181,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7.2,68,0,5,9,8,0.86,1,5,-4,-1.99,-0.91,0.7,6.1,-5.5,-2.7,-1.79,0,0,0,1,2,0,1,2,5,0,0,0,10,1,0,100.0,8,5,6,1,1,4,7,57.1,3,4,2,2,2,10,2,0,39,53,73.6,551,135,24,27,88.9,11,16,68.8,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,5,0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,1,1,0,0,1,0,0,0,0,0,39,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,72,9,32,24,16,1,72,0,0,0.0,0,0.0,38,140,25,0,0,2,3,41,181687,Central Midfield,25-09-1992,32,"['Australia', 'Italy']",176,right,05-01-2023,Middlesbrough FC,30-06-2025,500000,0,0.06666666666666667,0.0,0.28888888888888886,0.0,0.4444444444444444,2.414328642685163
1327,Mateo Flores,ESP,MF,Betis,es  La Liga,20-338,2004,6,1,153,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6.3,75,0,5,16,12,1.17,2,3,-1,-0.59,-0.71,4.8,2.1,2.7,1.62,1.45,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0,3,1,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0,56,69,81.2,955,282,25,30,83.3,28,32,87.5,3,5,60.0,0,0.0,0.1,0.0,0,3,1,1,9,0,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,2,2,0,0,1,0,0,0,0,0,56,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,84,4,27,47,11,1,84,0,0,0.0,0,0.0,47,189,55,0,0,3,3,50,1061283,Central Midfield,07-04-2004,20,['Spain'],0,left,0,0,30-06-2025,250000,0,0.13333333333333333,0.0,0.23333333333333334,0.023333333333333334,0.6555555555555556,2.40822798662301
1331,Mateus Fernandes,POR,MF,Southampton,eng  Premier League,20-244,2004,26,24,2096,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,83.2,85,14,2,30,0,0.35,20,51,-31,-1.33,2.28,21.7,53.7,-31.9,-1.37,0.68,7,0,0,34,38,3,84,16,38,0,0,0,126,11,9,55.0,66,38,35,20,11,23,50,46.0,27,31,3,28,16,82,24,5,794,999,79.5,13517,3204,378,436,86.7,304,352,86.4,78,142,54.9,2,2.0,2.6,0.0,24,66,15,3,101,1,3,1,0,3.1,3.1,5.1,60,71,0.04,0.09,0.13,0.04,0.13,0.13,0.09,0.22,0.13,0.22,56,2.4,33,11,3,5,3,1,5,0.21,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,871,127,44,8,5,84,8,44,31,12,0,794,1,27,29,11,37.9,1.25,0.47,0.03,0.09,17.8,3,0.11,-2.1,-2.1,1278,48,284,628,394,39,1278,82,38,46.3,37,45.1,649,4239,2294,51,8,38,25,791,880245,Central Midfield,10-07-2004,20,['Portugal'],178,right,20-08-2024,Sporting CP,30-06-2029,15000000,0,1.8555555555555556,1.1777777777777778,2.922222222222222,0.7077777777777778,10.244444444444444,2.405895078756791
1335,Matheus Nunes,POR,"DF,MF",Manchester City,eng  Premier League,26-196,1998,19,12,1044,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,41.4,84,9,7,5,6,1.84,21,17,4,0.34,-0.33,20.7,18.0,2.7,0.23,-0.35,3,0,0,24,13,5,34,11,17,0,1,0,45,12,11,52.2,26,17,11,9,6,12,26,46.2,14,12,3,9,11,37,23,0,603,714,84.5,9483,1815,332,369,90.0,227,265,85.7,36,51,70.6,4,3.3,2.3,0.7,19,25,19,6,45,0,4,0,0,0.5,0.5,3.9,43,127,0.0,0.34,0.34,0.0,0.34,0.05,0.29,0.33,0.05,0.33,31,2.67,24,1,2,2,2,0,5,0.43,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,633,80,8,2,3,34,64,7,5,0,0,603,1,19,5,1,20.0,0.43,0.09,0.0,0.0,18.4,0,0.11,-0.5,-0.5,831,27,160,285,389,49,831,26,11,42.3,11,42.3,511,2849,1472,14,21,20,8,590,601883,Central Midfield,27-08-1998,26,"['Portugal', 'Brazil']",183,right,01-09-2023,Wolverhampton Wanderers,30-06-2028,40000000,0,0.7777777777777778,0.8333333333333334,1.3,0.41222222222222216,7.311111111111111,2.405867324380125
1338,Mathias Jensen,DEN,MF,Brentford,eng  Premier League,29-069,1996,16,8,736,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,29.2,73,2,8,19,0,1.63,16,14,2,0.24,0.14,14.9,13.0,1.8,0.23,0.3,1,0,0,7,10,0,29,6,8,0,0,0,42,8,5,61.5,11,8,6,4,1,6,12,50.0,6,11,3,8,6,17,9,1,310,413,75.1,5678,2038,144,166,86.7,118,150,78.7,38,71,53.5,1,1.5,1.2,-0.5,14,35,16,2,52,0,1,0,0,0.2,0.2,1.7,6,25,0.0,0.12,0.12,0.0,0.12,0.03,0.18,0.21,0.03,0.21,35,4.28,25,9,1,0,0,0,3,0.37,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,347,63,10,1,4,29,35,13,10,0,0,310,3,6,6,1,16.7,0.73,0.12,0.0,0.0,23.1,0,0.04,-0.2,-0.2,480,20,106,200,176,9,480,14,8,57.1,4,28.6,261,1121,527,8,0,7,6,299,319859,Central Midfield,01-01-1996,29,['Denmark'],180,right,10-07-2019,Celta de Vigo,30-06-2026,25000000,0,0.9666666666666667,0.15555555555555556,0.8777777777777778,0.42111111111111116,4.0777777777777775,2.4025522913713866
1342,Mathis Amougou,FRA,MF,Chelsea,eng  Premier League,19-052,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.3,77,0,1,8,3,3.0,0,0,0,0.0,-0.61,0.2,0.0,0.2,1.97,1.38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20.0,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,7,7,100.0,69,30,6,6,100.0,1,1,100.0,0,0,56.0,0,0.0,0.0,0.0,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14.3,0.0,0.0,0.0,0.0,18.9,0,0.06,0.0,0.0,9,1,2,4,3,0,9,0,0,31.3,0,56.3,7,25,5,1,0,0,1,6,1010854,Central Midfield,18-01-2006,19,"['France', 'Cameroon']",177,right,03-02-2025,AS Saint-Étienne,30-06-2033,5000000,0,0.03333333333333333,0.0,0.022222222222222223,0.0,0.1,2.3964423590771706
