,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
2256,Jeremy Sarmiento,ECU,MF,Brighton,eng  Premier League,22-268,2002.0,0.1,6,6,100.0,74,1,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2257,Amin Sarr,SWE,FW,Hellas Verona,it  Serie A,24-000,2001.0,12.8,209,293,71.3,2596,508,126,157,80.3,56,75,74.7,4,9,44.4,1,2.0,0.7,-1.0,18,16,11,0,28
2258,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng  Premier League,27-014,1998.0,21.4,360,545,66.1,5353,1505,195,264,73.9,139,196,70.9,15,34,44.1,3,5.7,4.9,-2.7,31,19,31,6,61
2259,Malang Sarr,FRA,DF,Lens,fr  Ligue 1,26-047,1999.0,11.3,585,650,90.0,12083,3923,167,178,93.8,333,346,96.2,81,110,73.6,0,0.1,0.6,-0.1,2,44,2,0,37
2260,Mamadou Sarr,FRA,DF,Strasbourg,fr  Ligue 1,19-194,2005.0,18.5,1111,1189,93.4,20751,6921,364,373,97.6,663,689,96.2,77,109,70.6,1,0.3,0.2,0.7,5,42,1,1,39
2261,Martin Satriano,URU,"FW,DF",Lens,fr  Ligue 1,24-019,2001.0,0.5,10,18,55.6,103,26,8,11,72.7,1,3,33.3,0,1,0.0,0,0.1,0.1,-0.1,2,0,0,0,1
2262,Razvan Sava,ROU,GK,Udinese,it  Serie A,22-263,2002.0,12.0,277,395,70.1,7197,4630,63,63,100.0,151,153,98.7,61,173,35.3,0,0.0,0.0,0.0,0,6,0,0,0
2263,Téji Savanier,FRA,MF,Montpellier,fr  Ligue 1,33-079,1991.0,21.9,863,1260,68.5,19077,6170,309,385,80.3,305,405,75.3,217,386,56.2,5,6.3,6.6,-1.3,59,136,25,9,150
2264,Sávio,BRA,"FW,MF",Manchester City,eng  Premier League,20-335,2004.0,16.7,592,738,80.2,8887,1591,363,406,89.4,190,237,80.2,30,51,58.8,7,5.7,5.5,1.3,37,15,44,8,62
2265,Nicolò Savona,ITA,DF,Juventus,it  Serie A,21-357,2003.0,15.6,886,987,89.8,14790,4255,416,434,95.9,403,439,91.8,53,87,60.9,1,1.2,0.9,-0.2,15,53,11,8,52
2266,Saba Sazonov,GEO,DF,Torino,it  Serie A,23-038,2002.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2267,Joe Scally,USA,DF,Gladbach,de  Bundesliga,22-070,2002.0,21.3,1018,1213,83.9,16360,4931,516,556,92.8,430,493,87.2,51,107,47.7,0,0.9,1.0,-0.9,8,44,9,3,52
2268,Giorgio Scalvini,ITA,DF,Atalanta,it  Serie A,21-090,2003.0,3.0,165,195,84.6,2779,1088,78,87,89.7,67,75,89.3,13,20,65.0,0,0.0,0.1,0.0,0,14,2,0,20
2269,Gianluca Scamacca,ITA,FW,Atalanta,it  Serie A,26-069,1999.0,0.1,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2270,Oliver Scarles,ENG,DF,West Ham,eng  Premier League,19-089,2005.0,4.5,177,229,77.3,2592,612,111,127,87.4,60,73,82.2,6,20,30.0,0,0.0,0.1,0.0,1,6,4,1,15
2271,Dane Scarlett,ENG,FW,Tottenham,eng  Premier League,20-352,2004.0,0.3,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,1.0,1,0,0,0,1
2272,Kevin Schade,GER,FW,Brentford,eng  Premier League,23-104,2001.0,16.6,215,362,59.4,3312,871,118,172,68.6,76,129,58.9,14,28,50.0,2,2.7,1.1,-0.7,14,25,6,1,30
2273,András Schäfer,HUN,MF,Union Berlin,de  Bundesliga,25-332,1999.0,10.1,296,387,76.5,4182,918,173,202,85.6,98,124,79.0,10,22,45.5,1,0.8,0.9,0.2,7,24,9,0,42
2274,Fabian Schär,SUI,DF,Newcastle Utd,eng  Premier League,33-081,1991.0,22.8,1154,1385,83.3,23008,8930,408,440,92.7,609,657,92.7,131,262,50.0,0,0.3,0.8,-0.3,3,105,9,0,74
2275,Patrik Schick,CZE,FW,Leverkusen,de  Bundesliga,29-046,1996.0,11.9,212,268,79.1,2619,331,145,176,82.4,55,67,82.1,1,2,50.0,0,0.6,0.7,-0.6,10,10,4,0,16
2276,Stefan Schimmer,GER,"FW,MF",Heidenheim,de  Bundesliga,30-317,1994.0,2.5,28,48,58.3,462,74,12,21,57.1,13,19,68.4,2,3,66.7,0,0.3,0.3,-0.3,4,0,2,1,3
2277,Joël Schingtienne,BEL,DF,Venezia,it  Serie A,22-211,2002.0,5.7,204,239,85.4,3175,1014,104,118,88.1,89,101,88.1,8,14,57.1,0,0.0,0.1,0.0,1,8,1,0,11
2278,Xaver Schlager,AUT,MF,RB Leipzig,de  Bundesliga,27-164,1997.0,2.0,85,98,86.7,1392,408,44,45,97.8,37,42,88.1,4,10,40.0,0,0.7,0.4,-0.7,1,6,1,0,6
2279,Keven Schlotterbeck,GER,DF,Augsburg,de  Bundesliga,27-317,1997.0,13.1,517,620,83.4,9847,4024,189,206,91.7,280,308,90.9,45,96,46.9,1,0.6,0.5,0.4,6,38,3,1,53
2280,Nico Schlotterbeck,GER,DF,Dortmund,de  Bundesliga,25-100,1999.0,20.0,1736,1929,90.0,32963,12392,633,668,94.8,921,980,94.0,167,244,68.4,2,1.5,1.4,0.5,14,205,9,2,172
2281,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,eng  Premier League,32-078,1992.0,1.1,39,50,78.0,591,144,16,19,84.2,18,23,78.3,2,4,50.0,0,0.2,0.1,-0.2,3,4,2,0,5
2282,Romano Schmid,AUT,MF,Werder Bremen,de  Bundesliga,25-043,2000.0,22.7,899,1203,74.7,14368,5072,465,533,87.2,302,412,73.3,80,151,53.0,3,4.2,5.9,-1.2,45,117,64,17,203
2283,Niklas Schmidt,GER,MF,Toulouse,fr  Ligue 1,27-010,1998.0,2.3,142,180,78.9,2834,884,49,60,81.7,61,68,89.7,27,42,64.3,1,0.7,0.9,0.3,5,23,4,0,23
2284,Jan Schöppner,GER,MF,Heidenheim,de  Bundesliga,25-272,1999.0,21.9,581,777,74.8,10446,2945,239,303,78.9,261,307,85.0,61,112,54.5,2,2.7,1.6,-0.7,18,50,15,2,79
2285,Marvin Schulz,GER,"DF,MF",Holstein Kiel,de  Bundesliga,30-055,1995.0,3.0,121,155,78.1,2215,653,42,47,89.4,66,78,84.6,11,24,45.8,0,0.7,0.5,-0.7,4,6,2,2,10
2286,Alexander Schwolow,GER,GK,Union Berlin,de  Bundesliga,32-282,1992.0,5.0,122,160,76.3,3207,2364,34,34,100.0,56,57,98.2,32,68,47.1,0,0.0,0.1,0.0,0,2,2,0,0
2287,Léo Scienza,BRA,"FW,MF",Heidenheim,de  Bundesliga,26-179,1998.0,10.9,222,335,66.3,3900,1632,107,135,79.3,73,109,67.0,34,68,50.0,2,3.2,3.7,-1.2,29,27,12,7,27
2288,Alex Scott,ENG,MF,Bournemouth,eng  Premier League,21-202,2003.0,4.2,164,194,84.5,2712,975,82,91,90.1,69,77,89.6,11,16,68.8,0,0.3,0.4,-0.3,7,31,4,0,42
2289,Simone Scuffet,ITA,GK,Cagliari,it  Serie A,28-284,1996.0,13.0,286,407,70.3,8534,6695,48,49,98.0,125,126,99.2,113,229,49.3,0,0.0,0.0,0.0,0,5,0,0,0
2290,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,fr  Ligue 1,21-331,2003.0,2.1,27,41,65.9,344,73,17,23,73.9,10,14,71.4,0,0,,0,0.0,0.0,0.0,1,4,2,0,3
2291,Aleksandar Sedlar,SRB,DF,Alavés,es  La Liga,33-088,1991.0,4.7,124,157,79.0,2556,986,39,45,86.7,65,79,82.3,19,29,65.5,0,0.0,0.0,0.0,0,6,0,0,6
2292,Jacopo Seghetti,ITA,GK,Empoli,it  Serie A,20-022,2005.0,1.0,14,22,63.6,384,277,1,1,100.0,9,10,90.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0
2293,Alidu Seidu,GHA,DF,Rennes,fr  Ligue 1,24-280,2000.0,8.9,426,518,82.2,7350,2223,189,206,91.7,195,227,85.9,34,63,54.0,0,0.3,0.4,-0.3,5,33,8,0,41
2294,Nicolas Seiwald,AUT,"DF,MF",RB Leipzig,de  Bundesliga,23-311,2001.0,14.5,708,862,82.1,12341,4689,327,359,91.1,314,375,83.7,62,103,60.2,0,0.9,1.4,-0.9,14,67,15,2,89
2295,Hiroki Sekine,JPN,DF,Reims,fr  Ligue 1,22-212,2002.0,3.5,146,180,81.1,2121,680,80,85,94.1,53,65,81.5,7,14,50.0,0,0.0,0.1,0.0,1,12,1,0,16
2296,Matz Sels,BEL,GK,Nott'ham Forest,eng  Premier League,33-013,1992.0,28.0,376,734,51.2,14564,12697,58,58,100.0,104,107,97.2,214,561,38.1,0,0.0,0.1,0.0,1,33,2,0,1
2297,Nélson Semedo,POR,DF,Wolves,eng  Premier League,31-115,1993.0,22.8,780,977,79.8,12204,3535,417,458,91.0,302,366,82.5,47,101,46.5,4,2.6,1.2,1.4,19,54,16,8,52
2298,Antoine Semenyo,GHA,FW,Bournemouth,eng  Premier League,25-063,2000.0,26.4,577,800,72.1,8291,2201,352,419,84.0,181,241,75.1,24,68,35.3,4,5.0,3.8,-1.0,34,39,35,6,83
2299,Marvin Senaya,TOG,DF,Strasbourg,fr  Ligue 1,24-042,2001.0,2.5,110,138,79.7,1854,596,48,51,94.1,52,65,80.0,7,14,50.0,0,0.1,0.0,-0.1,2,6,1,1,5
2300,Marcos Senesi,ARG,DF,Bournemouth,eng  Premier League,27-305,1997.0,10.2,440,578,76.1,9108,4764,163,187,87.2,204,237,86.1,71,144,49.3,0,0.2,0.5,-0.2,3,66,12,3,45
2301,Stefano Sensi,ITA,MF,Monza,it  Serie A,29-218,1995.0,2.3,180,206,87.4,3495,1077,68,72,94.4,89,96,92.7,22,34,64.7,0,0.0,0.2,0.0,0,22,3,0,23
2302,Suat Serdar,GER,MF,Hellas Verona,it  Serie A,27-334,1997.0,10.4,252,332,75.9,4269,1185,115,141,81.6,107,127,84.3,22,33,66.7,1,0.8,0.4,0.2,7,33,2,0,37
2303,Sergi,ESP,DF,Leganés,es  La Liga,32-325,1992.0,24.9,1007,1209,83.3,19829,7763,311,334,93.1,563,611,92.1,124,234,53.0,0,0.4,0.5,-0.4,5,43,5,0,62
2304,Nicolás Serrano,ESP,FW,Athletic Club,es  La Liga,22-006,2003.0,1.2,25,44,56.8,342,90,14,18,77.8,11,15,73.3,0,9,0.0,0,0.0,0.1,0.0,1,2,1,1,4
2305,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,de  Bundesliga,21-284,2003.0,19.8,321,481,66.7,3826,900,211,287,73.5,70,108,64.8,9,15,60.0,4,1.5,1.2,2.5,13,19,9,0,35
2306,Ryan Sessegnon,ENG,"DF,MF",Fulham,eng  Premier League,24-297,2000.0,1.0,24,30,80.0,327,101,17,19,89.5,5,7,71.4,1,1,100.0,0,0.3,0.3,-0.3,1,1,1,0,2
2307,Stephan El Shaarawy,ITA,"DF,MF",Roma,it  Serie A,32-135,1992.0,10.4,339,431,78.7,4916,1338,196,227,86.3,118,148,79.7,14,27,51.9,3,1.0,1.7,2.0,12,14,17,3,40
2308,Luke Shaw,ENG,DF,Manchester Utd,eng  Premier League,29-242,1995.0,0.8,89,101,88.1,1503,573,48,50,96.0,34,38,89.5,7,11,63.6,0,0.0,0.0,0.0,0,6,0,0,6
2309,Alen Sherri,ALB,GK,Cagliari,it  Serie A,27-086,1997.0,6.0,149,198,75.3,3658,2598,38,38,100.0,73,74,98.6,37,85,43.5,0,0.0,0.0,0.0,1,2,0,0,0
2310,Eldor Shomurodov,UZB,FW,Roma,it  Serie A,29-255,1995.0,6.0,127,164,77.4,1694,278,78,97,80.4,37,44,84.1,3,3,100.0,2,0.6,0.7,1.4,10,7,3,0,14
2311,Djibril Sidibé,FRA,DF,Toulouse,fr  Ligue 1,32-225,1992.0,14.9,666,832,80.0,11763,5526,280,312,89.7,311,372,83.6,58,101,57.4,2,2.2,1.8,-0.2,13,50,20,9,78
2312,Armindo Sieb,GER,"FW,MF",Mainz 05,de  Bundesliga,22-022,2003.0,8.0,127,184,69.0,1706,502,72,92,78.3,42,62,67.7,3,7,42.9,2,1.1,0.6,0.9,8,12,8,2,16
2313,Vincent Sierro,SUI,MF,Toulouse,fr  Ligue 1,29-154,1995.0,17.7,742,975,76.1,13175,4350,323,374,86.4,344,417,82.5,61,147,41.5,1,2.7,3.1,-1.7,24,72,21,1,103
2314,Tim Siersleben,GER,DF,Heidenheim,de  Bundesliga,25-002,2000.0,6.3,247,309,79.9,5450,2546,66,74,89.2,137,151,90.7,44,78,56.4,0,0.2,0.2,-0.2,3,13,2,2,10
2315,Zain Silcott-Duberry,MSR,FW,Bournemouth,eng  Premier League,19-245,2005.0,0.0,1,2,50.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2316,Kiliann Sildillia,FRA,DF,Freiburg,de  Bundesliga,22-299,2002.0,6.9,261,356,73.3,4899,1666,115,138,83.3,102,133,76.7,41,63,65.1,0,0.2,0.2,-0.2,3,16,2,0,18
2317,André Silva,POR,FW,Werder Bremen,de  Bundesliga,29-125,1995.0,3.4,62,90,68.9,832,111,31,39,79.5,18,24,75.0,3,3,100.0,0,0.1,0.2,-0.1,1,2,3,0,7
2318,André Silva,POR,"FW,MF",RB Leipzig,de  Bundesliga,29-125,1995.0,1.5,30,42,71.4,435,156,18,24,75.0,8,9,88.9,3,3,100.0,2,0.6,0.1,1.4,3,3,1,0,4
2319,Bernardo Silva,POR,"MF,FW",Manchester City,eng  Premier League,30-213,1994.0,22.5,1083,1255,86.3,16340,2998,613,668,91.8,393,452,86.9,52,79,65.8,4,4.1,3.3,-0.1,40,57,23,6,95
2320,Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr  Ligue 1,27-223,1997.0,12.9,657,862,76.2,10148,3535,383,422,90.8,214,286,74.8,47,115,40.9,4,4.2,4.4,-0.2,30,59,27,10,69
2321,Fábio Silva,POR,FW,Las Palmas,es  La Liga,22-235,2002.0,15.9,221,342,64.6,2940,452,127,180,70.6,60,92,65.2,11,22,50.0,2,0.8,0.5,1.2,10,10,10,2,19
2322,Jota Silva,POR,"FW,MF",Nott'ham Forest,eng  Premier League,25-222,1999.0,7.9,99,164,60.4,1325,405,57,74,77.0,29,48,60.4,4,12,33.3,1,2.8,1.8,-1.8,13,2,8,3,13
2323,Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,eng  Premier League,18-312,2006.0,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2324,Rui Silva,POR,GK,Betis,es  La Liga,31-032,1994.0,15.0,412,524,78.6,10283,6196,66,66,100.0,250,250,100.0,93,203,45.8,0,0.1,0.0,-0.1,2,5,0,0,0
2325,Marco Silvestri,ITA,GK,Empoli,it  Serie A,34-009,1991.0,4.0,72,114,63.2,2072,1641,17,17,100.0,29,29,100.0,26,68,38.2,0,0.0,0.0,0.0,0,5,0,0,0
2326,Abdallah Sima,SEN,"FW,MF",Brest,fr  Ligue 1,23-267,2001.0,10.0,176,253,69.6,2396,514,109,140,77.9,53,77,68.8,7,8,87.5,2,0.9,0.7,1.1,10,7,4,1,21
2327,Mohamed Simakan,FRA,DF,RB Leipzig,de  Bundesliga,24-312,2000.0,0.6,42,50,84.0,779,306,15,19,78.9,21,23,91.3,5,5,100.0,0,0.3,0.2,-0.3,3,5,2,1,7
2328,Giovanni Simeone,ARG,FW,Napoli,it  Serie A,29-249,1995.0,4.0,66,95,69.5,774,92,45,55,81.8,18,26,69.2,0,2,0.0,1,0.5,0.2,0.5,6,3,1,0,4
2329,Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,es  La Liga,22-083,2002.0,13.4,391,512,76.4,4678,1358,268,307,87.3,92,129,71.3,5,15,33.3,4,2.9,3.1,1.1,15,17,16,7,28
2330,Moses Simon,NGA,"FW,MF",Nantes,fr  Ligue 1,29-242,1995.0,20.3,381,605,63.0,6857,2066,175,221,79.2,151,223,67.7,48,107,44.9,7,5.5,4.6,1.5,47,20,33,18,47
2331,Unai Simón,ESP,GK,Athletic Club,es  La Liga,27-273,1997.0,10.0,207,287,72.1,5799,4641,29,29,100.0,117,119,98.3,61,138,44.2,0,0.0,0.0,0.0,0,0,0,0,0
2332,Xavi Simons,NED,MF,RB Leipzig,de  Bundesliga,21-324,2003.0,16.2,658,830,79.3,10317,2805,353,405,87.2,213,260,81.9,64,109,58.7,3,5.1,4.6,-2.1,38,53,38,3,97
2333,Jahmai Simpson-Pusey,ENG,DF,Manchester City,eng  Premier League,19-127,2005.0,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3
2334,Danel Sinani,LUX,"FW,MF",St. Pauli,de  Bundesliga,27-340,1997.0,5.7,160,223,71.7,2340,719,90,103,87.4,49,68,72.1,11,33,33.3,1,0.9,0.8,0.1,6,19,8,0,30
2335,Lassine Sinayoko,MLI,"FW,MF",Auxerre,fr  Ligue 1,25-093,1999.0,18.0,358,475,75.4,4758,1105,208,253,82.2,113,139,81.3,7,17,41.2,4,3.5,2.7,0.5,26,16,11,2,47
2336,Wilfried Singo,CIV,DF,Monaco,fr  Ligue 1,24-076,2000.0,14.3,784,919,85.3,14743,5098,283,315,89.8,430,459,93.7,62,123,50.4,2,1.4,1.1,0.6,6,61,7,1,72
2337,Luis Sinisterra,COL,"FW,MF",Bournemouth,eng  Premier League,25-267,1999.0,2.4,65,84,77.4,925,175,41,45,91.1,18,27,66.7,4,4,100.0,1,1.0,0.9,0.0,8,6,1,1,5
2338,Daley Sinkgraven,NED,DF,Las Palmas,es  La Liga,29-250,1995.0,1.0,50,66,75.8,682,211,31,31,100.0,17,25,68.0,1,7,14.3,0,0.0,0.0,0.0,1,2,1,0,3
2339,Tobias Sippel,GER,GK,Gladbach,de  Bundesliga,36-354,1988.0,0.7,20,34,58.8,827,694,1,1,100.0,8,8,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0
2340,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es  La Liga,29-185,1995.0,6.0,376,418,90.0,6708,2504,142,151,94.0,205,218,94.0,26,39,66.7,0,0.0,0.1,0.0,1,24,0,0,36
2341,Ayanda Sishuba,BEL,FW,Rennes,fr  Ligue 1,20-037,2005.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2342,Ibrahim Sissoko,MLI,FW,Saint-Étienne,fr  Ligue 1,29-104,1995.0,9.0,110,167,65.9,1606,196,67,89,75.3,31,47,66.0,7,11,63.6,1,0.6,0.3,0.4,7,9,1,0,11
2343,Ibrahima Sissoko,MLI,MF,Bochum,de  Bundesliga,27-135,1997.0,21.8,568,754,75.3,9652,3232,252,301,83.7,261,318,82.1,45,87,51.7,1,0.8,2.1,0.2,17,58,11,4,79
2344,Niama Sissoko,MLI,"FW,MF",Reims,fr  Ligue 1,19-085,2005.0,0.5,7,11,63.6,136,5,1,1,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1
2345,Antonio Sivera,ESP,GK,Alavés,es  La Liga,28-212,1996.0,22.2,412,701,58.8,16490,14441,36,36,100.0,138,140,98.6,236,520,45.4,0,0.1,0.1,-0.1,1,30,1,0,1
2346,Tim Skarke,GER,"FW,MF",Union Berlin,de  Bundesliga,28-185,1996.0,9.8,192,272,70.6,2665,612,115,136,84.6,51,77,66.2,12,19,63.2,1,0.8,1.0,0.2,14,9,13,8,20
2347,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de  Bundesliga,29-305,1995.0,17.1,786,895,87.8,11917,3249,425,459,92.6,293,330,88.8,39,59,66.1,1,1.1,1.4,-0.1,15,57,11,0,71
2348,Oliver Skipp,ENG,MF,Leicester City,eng  Premier League,24-176,2000.0,8.7,299,354,84.5,4502,1149,153,174,87.9,118,128,92.2,14,24,58.3,0,0.2,0.3,-0.2,8,24,4,0,23
2349,Leo Skiri Østigård,NOR,DF,Rennes,fr  Ligue 1,25-103,1999.0,13.6,676,797,84.8,12920,4774,231,263,87.8,373,411,90.8,66,109,60.6,0,0.2,0.2,-0.2,2,42,0,0,50
2350,Leo Skiri Østigård,NOR,DF,Hoffenheim,de  Bundesliga,25-103,1999.0,4.0,185,229,80.8,3308,1530,65,76,85.5,100,111,90.1,13,33,39.4,0,0.0,0.2,0.0,0,12,0,0,20
2351,Łukasz Skorupski,POL,GK,Bologna,it  Serie A,33-310,1991.0,20.0,595,779,76.4,16121,10345,72,72,100.0,352,356,98.9,169,346,48.8,0,0.0,0.0,0.0,0,14,0,0,0
2352,Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,de  Bundesliga,25-072,1999.0,3.0,100,123,81.3,1726,401,43,52,82.7,44,48,91.7,11,19,57.9,1,1.3,0.8,-0.3,10,5,5,1,9
2353,Robert Skov,DEN,"DF,MF",Union Berlin,de  Bundesliga,28-295,1996.0,9.5,305,463,65.9,5404,2361,147,173,85.0,111,166,66.9,40,92,43.5,2,2.4,3.5,-0.4,19,18,16,5,36
2354,Milan Škriniar,SVK,DF,Paris S-G,fr  Ligue 1,30-028,1995.0,4.2,361,374,96.5,6457,2316,133,136,97.8,208,213,97.7,16,20,80.0,0,0.1,0.0,-0.1,1,15,0,0,20
2355,Steven Skrzybski,GER,"FW,MF",Holstein Kiel,de  Bundesliga,32-113,1992.0,7.9,156,235,66.4,2685,854,69,85,81.2,69,97,71.1,14,35,40.0,1,1.0,1.4,0.0,12,17,8,5,31
2356,Naatan Skyttä,FIN,FW,Toulouse,fr  Ligue 1,22-308,2002.0,0.1,4,4,100.0,32,1,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
2357,William Smallbone,IRL,MF,Southampton,eng  Premier League,25-018,2000.0,6.2,214,283,75.6,3474,1010,102,118,86.4,91,109,83.5,14,42,33.3,0,0.6,0.8,-0.6,9,10,3,2,22
2358,Adam Smith,ENG,DF,Bournemouth,eng  Premier League,33-316,1991.0,11.5,312,407,76.7,5134,1781,149,171,87.1,137,171,80.1,19,50,38.0,0,0.1,0.1,-0.1,3,31,3,1,31
2359,Eric Smith,SWE,"DF,MF",St. Pauli,de  Bundesliga,28-062,1997.0,22.4,954,1201,79.4,19149,7369,326,360,90.6,475,550,86.4,139,260,53.5,0,1.2,2.2,-1.2,22,76,11,4,70
2360,Justin Smith,CAN,MF,Espanyol,es  La Liga,22-035,2003.0,2.3,40,61,65.6,654,165,16,25,64.0,20,26,76.9,2,6,33.3,0,0.0,0.0,0.0,1,3,0,0,6
2361,Emile Smith Rowe,ENG,MF,Fulham,eng  Premier League,24-226,2000.0,18.4,729,810,90.0,10422,2036,421,456,92.3,268,280,95.7,18,26,69.2,2,1.1,1.6,0.9,18,63,12,1,104
2362,Ivan Smolčić,CRO,DF,Como,it  Serie A,24-206,2000.0,4.6,222,275,80.7,4034,1287,99,112,88.4,93,112,83.0,27,45,60.0,0,0.1,0.1,-0.1,1,15,3,0,20
2363,Eduard Sobol,UKR,DF,Strasbourg,fr  Ligue 1,29-325,1995.0,0.9,18,29,62.1,302,162,10,10,100.0,6,13,46.2,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,2
2364,Simon Sohm,SUI,MF,Parma,it  Serie A,23-334,2001.0,25.5,852,1001,85.1,13521,3715,420,467,89.9,355,409,86.8,48,75,64.0,0,1.7,1.5,-1.7,17,100,20,3,117
2365,Alex Sola,ESP,"MF,FW",Getafe,es  La Liga,25-275,1999.0,11.4,155,242,64.0,2177,529,100,125,80.0,39,59,66.1,9,29,31.0,1,0.7,0.8,0.3,9,12,2,1,23
2366,Dominic Solanke,ENG,FW,Tottenham,eng  Premier League,27-178,1997.0,18.8,216,304,71.1,2873,782,134,178,75.3,53,69,76.8,11,17,64.7,3,2.8,1.1,0.2,13,23,9,0,38
2367,Ola Solbakken,NOR,"MF,FW",Empoli,it  Serie A,26-185,1998.0,6.6,92,138,66.7,1466,446,48,68,70.6,33,44,75.0,6,12,50.0,0,0.4,0.2,-0.4,7,9,3,1,15
2368,Carlos Soler,ESP,"MF,FW",West Ham,eng  Premier League,28-068,1997.0,12.1,427,508,84.1,6722,1862,226,239,94.6,162,194,83.5,25,47,53.2,1,1.1,1.2,-0.1,12,34,10,0,45
2369,Oumar Solet,FRA,DF,Udinese,it  Serie A,25-032,2000.0,8.6,464,522,88.9,8976,2607,168,179,93.9,232,248,93.5,63,87,72.4,1,0.4,0.2,0.6,6,15,1,0,24
2370,Jhon Solis,COL,MF,Girona,es  La Liga,20-159,2004.0,4.6,220,243,90.5,3368,829,117,122,95.9,93,103,90.3,7,11,63.6,0,0.1,0.3,-0.1,2,24,1,1,26
2371,Yann Sommer,SUI,GK,Inter,it  Serie A,36-084,1988.0,25.0,833,938,88.8,19532,12573,166,166,100.0,486,490,99.2,179,274,65.3,0,0.0,0.0,0.0,0,4,0,0,1
2372,David Soria,ESP,GK,Getafe,es  La Liga,31-341,1993.0,27.0,376,725,51.9,16148,14365,24,24,100.0,107,109,98.2,245,587,41.7,0,0.0,0.1,0.0,0,40,1,0,0
2373,Juan Soriano,ESP,GK,Leganés,es  La Liga,27-200,1997.0,6.0,98,185,53.0,3513,2922,17,17,100.0,35,35,100.0,46,133,34.6,0,0.0,0.0,0.0,0,0,0,0,0
2374,Borna Sosa,CRO,DF,Torino,it  Serie A,27-049,1998.0,13.1,546,686,79.6,9165,2699,244,275,88.7,237,283,83.7,51,94,54.3,0,0.7,0.9,-0.7,11,43,22,12,51
2375,Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,eng  Premier League,25-192,1999.0,2.7,54,79,68.4,850,244,26,39,66.7,19,26,73.1,5,7,71.4,0,0.4,0.3,-0.4,7,2,4,2,4
2376,Hugo Sotelo,ESP,MF,Celta Vigo,es  La Liga,21-082,2003.0,11.6,751,878,85.5,13859,3669,303,318,95.3,346,379,91.3,83,143,58.0,0,1.3,1.4,-1.3,16,85,12,3,72
2377,Florian Sotoca,FRA,"FW,MF",Lens,fr  Ligue 1,34-137,1990.0,15.6,555,760,73.0,8276,2309,318,385,82.6,166,225,73.8,44,69,63.8,1,1.3,2.3,-0.3,15,58,25,8,88
2378,Riccardo Sottil,ITA,"FW,MF",Fiorentina,it  Serie A,25-281,1999.0,9.3,196,278,70.5,3011,484,107,132,81.1,80,108,74.1,7,22,31.8,1,0.9,1.0,0.1,12,5,12,4,18
2379,Riccardo Sottil,ITA,"FW,MF",Milan,it  Serie A,25-281,1999.0,0.9,28,40,70.0,401,62,16,17,94.1,12,17,70.6,0,4,0.0,0,0.3,0.4,-0.3,2,1,1,1,0
2380,Tomáš Souček,CZE,MF,West Ham,eng  Premier League,30-012,1995.0,22.1,563,762,73.9,9540,2680,275,350,78.6,218,286,76.2,55,77,71.4,1,1.0,1.2,0.0,14,54,7,1,64
2381,Matìas Soulé,ARG,"MF,FW",Roma,it  Serie A,21-330,2003.0,10.7,472,566,83.4,6978,1491,275,298,92.3,144,177,81.4,31,51,60.8,1,2.8,2.1,-1.8,27,31,15,4,46
