,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
2382,Boubakary Soumaré,FRA,MF,Leicester City,eng  Premier League,26-012,1999.0,16.7,758,877,86.4,11366,3184,426,460,92.6,286,331,86.4,26,38,68.4,0,0.3,0.7,-0.3,9,67,11,2,71
2383,Issa Soumaré,SEN,"MF,FW",Le Havre,fr  Ligue 1,24-152,2000.0,13.4,208,338,61.5,2979,728,116,165,70.3,62,94,66.0,14,32,43.8,2,1.4,0.8,0.6,13,12,6,1,27
2384,Djibril Sow,SUI,MF,Sevilla,es  La Liga,28-033,1997.0,16.6,642,733,87.6,10152,2728,332,369,90.0,259,284,91.2,37,51,72.5,1,0.6,0.4,0.4,15,61,8,0,80
2385,Saidou Sow,GUI,DF,Strasbourg,fr  Ligue 1,22-250,2002.0,11.3,577,636,90.7,10281,3407,202,213,94.8,349,367,95.1,25,49,51.0,1,0.2,0.1,0.8,2,12,2,0,16
2386,Saidou Sow,GUI,DF,Nantes,fr  Ligue 1,22-250,2002.0,6.0,228,280,81.4,4206,1666,87,90,96.7,112,124,90.3,24,59,40.7,0,0.4,0.0,-0.4,1,17,0,0,13
2387,Djed Spence,ENG,DF,Tottenham,eng  Premier League,24-214,2000.0,10.8,600,694,86.5,8422,2339,357,380,93.9,207,238,87.0,15,30,50.0,1,1.5,0.9,-0.5,8,50,11,5,57
2388,Leonardo Spinazzola,ITA,"DF,FW",Napoli,it  Serie A,31-351,1993.0,10.0,438,542,80.8,7341,2231,216,236,91.5,170,200,85.0,42,74,56.8,1,2.2,1.9,-1.2,15,35,18,5,49
2389,Marco Sportiello,ITA,GK,Milan,it  Serie A,32-305,1992.0,1.0,39,42,92.9,953,556,8,8,100.0,21,21,100.0,10,12,83.3,0,0.0,0.0,0.0,0,1,0,0,0
2390,Anton Stach,GER,"MF,DF",Hoffenheim,de  Bundesliga,26-116,1998.0,19.8,922,1107,83.3,16737,6159,369,414,89.1,451,510,88.4,82,135,60.7,1,1.1,2.5,-0.1,18,81,24,9,107
2391,Jens Stage,DEN,MF,Werder Bremen,de  Bundesliga,28-123,1996.0,16.2,510,666,76.6,8322,2619,256,303,84.5,185,233,79.4,45,83,54.2,5,2.4,3.2,2.6,15,44,16,4,65
2392,Josip Stanišić,CRO,DF,Bayern Munich,de  Bundesliga,24-343,2000.0,2.0,160,179,89.4,2710,986,75,81,92.6,79,84,94.0,6,12,50.0,0,0.1,0.2,-0.1,2,17,1,0,18
2393,Filip Stankovic,SRB,GK,Venezia,it  Serie A,23-014,2002.0,15.2,372,513,72.5,9420,6671,65,65,100.0,211,218,96.8,96,229,41.9,0,0.0,0.0,0.0,0,2,0,0,0
2394,Jay Stansfield,ENG,MF,Fulham,eng  Premier League,22-107,2002.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2395,Carl Starfelt,SWE,DF,Celta Vigo,es  La Liga,29-283,1995.0,22.1,1308,1399,93.5,23756,8425,469,492,95.3,758,795,95.3,74,96,77.1,0,0.2,0.2,-0.2,5,42,1,0,51
2396,Niklas Stark,GER,DF,Werder Bremen,de  Bundesliga,29-331,1995.0,15.4,750,873,85.9,14781,5308,235,268,87.7,437,476,91.8,72,112,64.3,1,0.1,0.2,0.9,1,40,1,0,38
2397,Lucas Stassin,BEL,FW,Saint-Étienne,fr  Ligue 1,20-103,2004.0,15.3,267,365,73.2,3389,411,173,207,83.6,66,86,76.7,9,17,52.9,4,2.8,2.5,1.2,14,7,7,0,24
2398,Jason Steele,ENG,GK,Brighton,eng  Premier League,34-205,1990.0,2.0,101,112,90.2,2321,1556,21,21,100.0,63,65,96.9,17,26,65.4,0,0.0,0.0,0.0,0,0,0,0,0
2399,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,es  La Liga,20-194,2004.0,8.8,90,167,53.9,1014,173,64,98,65.3,20,32,62.5,0,5,0.0,0,0.2,0.3,-0.2,5,4,3,1,8
2400,Pascal Stenzel,GER,DF,Stuttgart,de  Bundesliga,28-356,1996.0,1.5,86,105,81.9,1700,513,33,35,94.3,39,45,86.7,13,22,59.1,0,0.0,0.1,0.0,0,7,1,1,6
2401,Jack Stephens,ENG,DF,Southampton,eng  Premier League,31-043,1994.0,8.9,579,623,92.9,9883,2903,232,249,93.2,315,332,94.9,20,25,80.0,0,0.1,0.2,-0.1,2,40,5,0,43
2402,Leonidas Stergiou,SUI,DF,Stuttgart,de  Bundesliga,23-008,2002.0,5.9,295,355,83.1,4675,1609,168,179,93.9,107,127,84.3,17,34,50.0,1,0.0,0.1,1.0,2,22,0,0,27
2403,Raheem Sterling,ENG,"FW,MF",Arsenal,eng  Premier League,30-093,1994.0,3.4,106,139,76.3,1320,264,74,87,85.1,25,36,69.4,2,3,66.7,1,0.3,0.4,0.7,5,3,7,2,14
2404,Enzo Sternal,FRA,"FW,MF",Marseille,fr  Ligue 1,17-287,2007.0,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
2405,Finley Stevens,WAL,DF,St. Pauli,de  Bundesliga,21-335,2003.0,0.0,1,2,50.0,8,8,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2406,Ross Stewart,SCO,"FW,MF",Southampton,eng  Premier League,28-243,1996.0,1.5,36,45,80.0,527,59,16,19,84.2,17,19,89.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1
2407,Angelo Stiller,GER,MF,Stuttgart,de  Bundesliga,23-341,2001.0,24.3,1730,1980,87.4,29363,9825,802,857,93.6,750,835,89.8,144,221,65.2,5,4.7,6.2,0.3,40,216,40,8,217
2408,Kevin Stöger,AUT,"MF,FW",Gladbach,de  Bundesliga,31-196,1993.0,14.3,733,961,76.3,12470,3871,385,426,90.4,234,305,76.7,92,169,54.4,3,5.1,3.8,-2.1,51,82,34,5,102
2409,Stoichkov,ESP,"MF,FW",Alavés,es  La Liga,31-126,1993.0,7.8,132,214,61.7,2161,697,61,82,74.4,50,73,68.5,14,33,42.4,1,1.2,0.7,-0.2,7,16,10,1,26
2410,Petar Stojanović,SVN,MF,Empoli,it  Serie A,29-155,1995.0,0.0,1,3,33.3,9,4,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2411,Jakub Stolarczyk,POL,GK,Leicester City,eng  Premier League,24-082,2000.0,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1
2412,John Stones,ENG,"DF,MF",Manchester City,eng  Premier League,30-287,1994.0,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21
2413,Jørgen Strand Larsen,NOR,FW,Wolves,eng  Premier League,25-033,2000.0,22.0,204,325,62.8,2708,499,122,179,68.2,53,83,63.9,10,13,76.9,2,1.7,0.6,0.3,16,13,4,1,21
2414,Gabriel Strefezza,BRA,"FW,MF",Como,it  Serie A,27-327,1997.0,22.6,668,885,75.5,10285,2775,374,419,89.3,188,249,75.5,59,115,51.3,3,2.8,2.9,0.2,43,54,23,7,85
2415,Cristhian Stuani,URU,FW,Girona,es  La Liga,38-150,1986.0,5.9,55,78,70.5,695,67,35,43,81.4,16,26,61.5,1,2,50.0,2,0.4,0.3,1.6,5,0,2,0,4
2416,Álex Suárez,ESP,DF,Las Palmas,es  La Liga,31-358,1993.0,21.2,901,1044,86.3,16726,6189,328,343,95.6,490,531,92.3,70,138,50.7,0,0.1,0.1,-0.1,3,38,1,0,37
2417,Denis Suárez,ESP,MF,Villarreal,es  La Liga,31-064,1994.0,4.0,114,155,73.5,1798,620,66,77,85.7,36,44,81.8,8,21,38.1,1,0.5,0.5,0.5,8,9,3,0,19
2418,Gabriel Suazo,CHI,DF,Toulouse,fr  Ligue 1,27-214,1997.0,18.1,751,938,80.1,11885,4982,401,453,88.5,285,346,82.4,42,93,45.2,5,3.1,3.2,1.9,33,55,27,10,82
2419,Luka Sučić,CRO,MF,Real Sociedad,es  La Liga,22-184,2002.0,15.7,569,690,82.5,8983,1859,304,335,90.7,200,231,86.6,45,70,64.3,1,1.6,1.8,-0.6,18,42,11,1,68
2420,Yukinari Sugawara,JPN,DF,Southampton,eng  Premier League,24-256,2000.0,15.2,641,796,80.5,10203,3157,335,380,88.2,260,310,83.9,34,67,50.7,1,2.2,1.9,-1.2,17,42,21,9,65
2421,Niklas Süle,GER,DF,Dortmund,de  Bundesliga,29-189,1995.0,6.1,514,552,93.1,8761,3563,223,233,95.7,267,281,95.0,21,29,72.4,0,0.0,0.1,0.0,1,37,0,0,31
2422,Ibrahim Sulemana,GHA,MF,Atalanta,it  Serie A,21-293,2003.0,1.4,98,111,88.3,1698,362,40,45,88.9,50,55,90.9,6,6,100.0,0,0.0,0.1,0.0,0,12,0,0,6
2423,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,eng  Premier League,23-024,2002.0,7.3,134,176,76.1,1922,288,88,99,88.9,38,50,76.0,6,14,42.9,0,0.3,0.4,-0.3,5,4,5,3,11
2424,Crysencio Summerville,NED,"FW,MF",West Ham,eng  Premier League,23-132,2001.0,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18
2425,Tomáš Suslov,SVK,"MF,FW",Hellas Verona,it  Serie A,22-277,2002.0,19.6,336,458,73.4,6517,1777,141,166,84.9,130,159,81.8,57,100,57.0,0,1.7,1.6,-1.7,24,33,21,1,75
2426,Suso,ESP,"FW,MF",Sevilla,es  La Liga,31-112,1993.0,2.0,100,126,79.4,1688,523,49,54,90.7,34,39,87.2,11,23,47.8,0,0.4,0.4,-0.4,9,14,4,1,14
2427,Zion Suzuki,JPN,GK,Parma,it  Serie A,22-202,2002.0,26.8,719,1066,67.4,19551,14295,133,135,98.5,381,388,98.2,201,537,37.4,0,0.0,0.1,0.0,0,29,1,0,0
2428,Mattias Svanberg,SWE,MF,Wolfsburg,de  Bundesliga,26-065,1999.0,12.4,243,348,69.8,3731,1460,129,154,83.8,87,116,75.0,14,45,31.1,1,1.7,1.6,-0.7,13,32,4,1,34
2429,Daniel Svensson,SWE,DF,Dortmund,de  Bundesliga,23-027,2002.0,1.5,75,95,78.9,1216,435,43,45,95.6,25,32,78.1,6,14,42.9,0,0.0,0.2,0.0,0,7,3,1,12
2430,Marin Šverko,CRO,DF,Venezia,it  Serie A,27-035,1998.0,11.6,479,581,82.4,8510,3788,200,221,90.5,234,272,86.0,37,65,56.9,0,0.3,0.3,-0.3,2,38,5,0,37
2431,Mile Svilar,SRB,GK,Roma,it  Serie A,25-196,1999.0,28.0,853,1077,79.2,21147,11918,160,160,100.0,497,499,99.6,195,416,46.9,0,0.0,0.0,0.0,0,8,0,0,2
2432,Michael Svoboda,AUT,DF,Venezia,it  Serie A,26-147,1998.0,14.6,703,829,84.8,12684,4404,259,286,90.6,396,443,89.4,41,79,51.9,0,0.6,1.2,-0.6,5,44,2,0,43
2433,Williot Swedberg,SWE,"FW,MF",Celta Vigo,es  La Liga,21-038,2004.0,11.7,218,301,72.4,3037,642,131,163,80.4,60,82,73.2,12,18,66.7,3,2.0,1.8,1.0,11,15,10,1,23
2434,Abakar Sylla,CIV,DF,Strasbourg,fr  Ligue 1,22-076,2002.0,9.2,526,594,88.6,9032,3311,201,220,91.4,300,324,92.6,20,40,50.0,0,0.0,0.1,0.0,0,17,0,0,18
2435,Issiaga Sylla,GUI,DF,Montpellier,fr  Ligue 1,31-069,1994.0,10.1,342,447,76.5,5695,2272,171,200,85.5,128,169,75.7,33,52,63.5,0,0.3,0.5,-0.3,4,36,12,7,41
2436,Mamadou Sylla,SEN,"FW,MF",Valladolid,es  La Liga,30-356,1994.0,11.8,112,179,62.6,1672,340,66,90,73.3,33,55,60.0,7,12,58.3,1,1.4,0.5,-0.4,10,9,4,0,14
2437,Wojciech Szczęsny,POL,GK,Barcelona,es  La Liga,34-327,1990.0,6.0,177,200,88.5,3957,2450,37,37,100.0,111,112,99.1,27,48,56.3,0,0.0,0.0,0.0,0,0,0,0,0
2438,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,eng  Premier League,29-168,1995.0,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18
2439,Dominik Szoboszlai,HUN,MF,Liverpool,eng  Premier League,24-137,2000.0,21.7,882,1045,84.4,13822,2804,484,547,88.5,282,315,89.5,75,105,71.4,3,5.0,4.2,-2.0,40,67,29,4,101
2440,Alexander Sørloth,NOR,FW,Atlético Madrid,es  La Liga,29-096,1995.0,11.1,159,256,62.1,2009,404,95,151,62.9,44,65,67.7,4,6,66.7,2,1.5,0.6,0.5,9,11,8,1,22
2441,Musa Al-Taamari,JOR,"FW,MF",Montpellier,fr  Ligue 1,27-274,1997.0,12.4,235,304,77.3,3364,662,140,166,84.3,63,82,76.8,16,19,84.2,1,1.5,1.1,-0.5,12,12,12,1,30
2442,Musa Al-Taamari,JOR,"MF,FW",Rennes,fr  Ligue 1,27-274,1997.0,3.1,58,68,85.3,778,102,31,33,93.9,19,24,79.2,1,1,100.0,0,0.6,0.7,-0.6,6,3,0,0,4
2443,Haris Tabakovic,BIH,"FW,MF",Hoffenheim,de  Bundesliga,30-264,1994.0,5.3,79,123,64.2,1092,194,46,69,66.7,26,40,65.0,2,2,100.0,1,1.0,0.5,0.0,6,4,1,1,5
2444,Nicolás Tagliafico,ARG,DF,Lyon,fr  Ligue 1,32-192,1992.0,15.1,841,969,86.8,13046,4131,443,482,91.9,337,381,88.5,43,66,65.2,1,0.8,0.8,0.2,4,57,5,2,70
2445,Jonathan Tah,GER,DF,Leverkusen,de  Bundesliga,29-028,1996.0,24.0,1628,1741,93.5,28949,11308,647,679,95.3,848,882,96.1,115,151,76.2,0,0.3,1.6,-0.3,3,147,5,3,119
2446,Adrien Tameze,CMR,"MF,DF",Torino,it  Serie A,31-035,1994.0,6.6,239,280,85.4,3798,852,113,132,85.6,104,113,92.0,13,18,72.2,0,0.8,0.7,-0.8,6,10,6,1,23
2447,Renato Tapia,PER,"MF,DF",Leganés,es  La Liga,29-226,1995.0,16.3,519,672,77.2,9112,2849,251,291,86.3,207,242,85.5,52,97,53.6,0,0.1,0.4,-0.1,4,43,5,0,39
2448,Edmond Tapsoba,BFA,DF,Leverkusen,de  Bundesliga,26-037,1999.0,22.4,1389,1608,86.4,23758,8549,658,700,94.0,608,676,89.9,107,198,54.0,0,0.2,1.1,-0.2,3,159,8,2,131
2449,Florian Tardieu,FRA,MF,Saint-Étienne,fr  Ligue 1,32-323,1992.0,6.3,463,540,85.7,7527,2809,241,259,93.1,170,195,87.2,40,65,61.5,2,0.6,0.8,1.4,10,66,10,0,67
2450,Mehdi Taremi,IRN,FW,Inter,it  Serie A,32-236,1992.0,6.2,139,172,80.8,1888,347,79,87,90.8,50,58,86.2,1,2,50.0,1,1.1,0.9,-0.1,12,10,5,0,22
2451,Matt Targett,ENG,DF,Newcastle Utd,eng  Premier League,29-174,1995.0,0.1,7,7,100.0,84,11,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2452,Oussama Targhalline,MAR,MF,Le Havre,fr  Ligue 1,22-295,2002.0,11.0,348,437,79.6,5782,1714,175,199,87.9,130,152,85.5,30,50,60.0,0,0.7,1.2,-0.7,6,50,13,2,66
2453,James Tarkowski,ENG,DF,Everton,eng  Premier League,32-112,1992.0,27.9,912,1118,81.6,19212,7268,298,350,85.1,455,492,92.5,149,236,63.1,1,2.2,2.0,-1.2,14,75,10,0,67
2454,César Tárrega,ESP,DF,Valencia,es  La Liga,23-013,2002.0,23.6,917,1114,82.3,18172,6173,271,299,90.6,548,600,91.3,94,185,50.8,0,0.0,0.2,0.0,2,62,1,0,59
2455,Nuno Tavares,POR,DF,Lazio,it  Serie A,25-044,2000.0,16.9,726,914,79.4,11470,4448,405,452,89.6,256,319,80.3,47,99,47.5,8,4.4,4.4,3.6,31,66,40,20,96
2456,Marcus Tavernier,ENG,"FW,MF",Bournemouth,eng  Premier League,25-354,1999.0,15.7,456,634,71.9,7773,2417,221,254,87.0,186,240,77.5,41,96,42.7,5,2.8,2.4,2.2,35,55,27,9,89
2457,Charlie Taylor,ENG,DF,Southampton,eng  Premier League,31-174,1993.0,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8
2458,Jack Taylor,IRL,MF,Ipswich Town,eng  Premier League,26-261,1998.0,5.4,234,285,82.1,4119,1199,106,121,87.6,106,124,85.5,18,30,60.0,0,0.5,0.7,-0.5,5,24,7,0,35
2459,Loum Tchaouna,FRA,"FW,MF",Lazio,it  Serie A,21-184,2003.0,6.3,146,207,70.5,2203,470,87,106,82.1,46,64,71.9,9,23,39.1,0,0.6,0.7,-0.6,10,9,8,1,16
2460,Jackson Tchatchoua,CMR,"DF,MF",Hellas Verona,it  Serie A,23-178,2001.0,25.2,614,805,76.3,9302,2880,359,409,87.8,211,264,79.9,32,80,40.0,2,1.8,1.9,0.2,25,29,15,10,52
2461,Enzo Tchato,CMR,DF,Montpellier,fr  Ligue 1,22-108,2002.0,19.6,711,943,75.4,11932,4405,318,372,85.5,318,398,79.9,55,110,50.0,0,1.5,1.2,-1.5,14,44,13,12,59
2462,Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,es  La Liga,25-043,2000.0,21.2,1398,1511,92.5,24719,8342,570,599,95.2,710,749,94.8,102,132,77.3,0,0.5,0.7,-0.5,4,141,7,1,129
2463,Álvaro Tejero,ESP,"MF,DF",Espanyol,es  La Liga,28-234,1996.0,12.8,390,549,71.0,7178,2646,165,186,88.7,168,206,81.6,46,116,39.7,4,2.7,3.1,1.3,29,23,17,10,39
2464,Martín Tejón,ESP,"MF,DF",Valencia,es  La Liga,20-333,2004.0,0.5,20,26,76.9,328,95,10,12,83.3,8,10,80.0,1,2,50.0,0,0.0,0.0,0.0,1,2,0,0,4
2465,Mathys Tel,FRA,FW,Tottenham,eng  Premier League,19-318,2005.0,2.5,25,36,69.4,374,35,16,20,80.0,8,12,66.7,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,1
2466,Mathys Tel,FRA,"FW,MF",Bayern Munich,de  Bundesliga,19-318,2005.0,2.8,108,128,84.4,1721,329,58,66,87.9,39,43,90.7,8,14,57.1,1,0.3,0.6,0.7,1,5,4,1,9
2467,Nathan Tella,NGA,"MF,FW",Leverkusen,de  Bundesliga,25-249,1999.0,10.9,198,261,75.9,2683,476,128,145,88.3,55,70,78.6,7,12,58.3,2,0.7,0.8,1.3,11,13,7,0,19
2468,Nahuel Tenaglia,ARG,DF,Alavés,es  La Liga,29-018,1996.0,23.3,675,946,71.4,11729,5315,295,353,83.6,328,421,77.9,42,118,35.6,1,1.0,1.0,0.0,12,48,13,6,65
2469,Casper Tengstedt,DEN,"FW,MF",Hellas Verona,it  Serie A,24-283,2000.0,15.0,184,266,69.2,2653,470,97,124,78.2,60,80,75.0,12,26,46.2,1,0.9,1.1,0.1,11,9,8,1,26
2470,Marc-André ter Stegen,GER,GK,Barcelona,es  La Liga,32-315,1992.0,5.5,186,203,91.6,4679,3174,17,17,100.0,125,127,98.4,44,59,74.6,0,0.0,0.0,0.0,0,1,1,0,0
2471,Filippo Terracciano,ITA,"DF,MF",Milan,it  Serie A,22-031,2003.0,5.9,224,254,88.2,3808,811,99,109,90.8,112,122,91.8,10,16,62.5,0,0.1,0.1,-0.1,2,21,1,1,14
2472,Pietro Terracciano,ITA,GK,Fiorentina,it  Serie A,35-003,1990.0,3.0,70,89,78.7,1552,957,18,18,100.0,40,40,100.0,11,30,36.7,0,0.0,0.0,0.0,0,0,0,0,0
2473,Ramón Terrats,ESP,"MF,FW",Villarreal,es  La Liga,24-144,2000.0,1.5,64,79,81.0,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7
2474,Ramón Terrats,ESP,MF,Getafe,es  La Liga,24-144,2000.0,4.7,81,136,59.6,1507,446,36,46,78.3,34,50,68.0,10,34,29.4,0,0.3,0.4,-0.3,5,15,2,0,14
2475,Martin Terrier,FRA,"MF,FW",Leverkusen,de  Bundesliga,28-007,1997.0,6.5,163,199,81.9,2144,377,109,120,90.8,40,49,81.6,6,9,66.7,1,0.9,1.7,0.1,8,6,5,1,14
2476,Tanner Tessmann,USA,MF,Lyon,fr  Ligue 1,23-168,2001.0,8.1,400,446,89.7,6782,1580,192,207,92.8,168,174,96.6,32,51,62.7,0,0.1,0.4,-0.1,3,44,3,0,37
2477,Kenny Tete,NED,DF,Fulham,eng  Premier League,29-153,1995.0,14.0,576,706,81.6,9210,3032,303,331,91.5,208,260,80.0,46,72,63.9,2,0.7,0.5,1.3,5,53,6,4,42
2478,Teddy Teuma,MLT,MF,Reims,fr  Ligue 1,31-162,1993.0,8.3,494,624,79.2,7958,2302,263,290,90.7,168,207,81.2,41,77,53.2,0,1.1,1.3,-1.1,13,41,9,4,47
2479,Jordan Teze,NED,DF,Monaco,fr  Ligue 1,25-162,1999.0,4.2,186,224,83.0,2956,1086,95,107,88.8,86,100,86.0,5,8,62.5,0,1.0,1.2,-1.0,8,18,6,0,19
2480,Florian Thauvin,FRA,"FW,MF",Udinese,it  Serie A,32-044,1993.0,21.7,544,819,66.4,9660,3359,240,289,83.0,183,276,66.3,84,169,49.7,3,3.8,4.7,-0.8,39,58,43,20,90
2481,Arthur Theate,BEL,DF,Eint Frankfurt,de  Bundesliga,24-290,2000.0,22.6,1154,1370,84.2,20522,7725,492,523,94.1,536,615,87.2,107,191,56.0,0,0.6,0.8,-0.6,8,125,13,2,119
2482,Norman Theuerkauf,GER,MF,Heidenheim,de  Bundesliga,38-046,1987.0,0.2,17,20,85.0,298,71,8,9,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2
2483,Thiago,BRA,FW,Brentford,eng  Premier League,23-258,2001.0,1.5,28,39,71.8,428,56,14,20,70.0,9,12,75.0,3,4,75.0,0,0.1,0.0,-0.1,2,1,1,0,2
2484,Malick Thiaw,GER,DF,Milan,it  Serie A,23-215,2001.0,17.2,1045,1126,92.8,20462,6918,305,321,95.0,624,652,95.7,104,129,80.6,0,0.1,0.2,-0.1,4,81,0,0,80
2485,Denis Thomalla,GER,MF,Heidenheim,de  Bundesliga,32-207,1992.0,0.0,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2486,Luke Thomas,ENG,DF,Leicester City,eng  Premier League,23-274,2001.0,3.0,124,159,78.0,1908,570,63,71,88.7,52,63,82.5,7,18,38.9,0,0.1,0.1,-0.1,1,11,1,0,10
2487,Sorba Thomas,WAL,"FW,MF",Nantes,fr  Ligue 1,25-201,1999.0,10.4,258,393,65.6,4352,1542,139,163,85.3,79,120,65.8,31,84,36.9,2,2.5,1.8,-0.5,27,23,21,14,30
2488,Adrien Thomasson,FRA,MF,Lens,fr  Ligue 1,31-091,1993.0,21.6,971,1204,80.6,15073,3823,511,585,87.4,354,424,83.5,69,107,64.5,3,4.6,3.7,-1.6,38,70,23,5,110
2489,Morten Thorsby,NOR,MF,Genoa,it  Serie A,28-310,1996.0,17.1,280,417,67.1,3673,1477,172,227,75.8,78,120,65.0,9,14,64.3,1,1.5,0.9,-0.5,22,41,9,0,52
2490,Khéphren Thuram,FRA,MF,Juventus,it  Serie A,23-350,2001.0,17.2,858,969,88.5,13360,3163,463,498,93.0,334,369,90.5,41,61,67.2,4,2.9,1.1,1.1,18,85,10,0,81
2491,Marcus Thuram,FRA,FW,Inter,it  Serie A,27-217,1997.0,21.2,333,460,72.4,4279,941,197,260,75.8,91,117,77.8,14,21,66.7,4,3.4,3.8,0.6,31,19,24,3,47
2492,Youri Tielemans,BEL,MF,Aston Villa,eng  Premier League,27-308,1997.0,27.7,1404,1713,82.0,23878,8370,658,736,89.4,613,702,87.3,111,212,52.4,4,5.7,4.9,-1.7,50,178,29,4,187
2493,Kieran Tierney,SCO,"DF,FW",Arsenal,eng  Premier League,27-279,1997.0,0.9,23,32,71.9,355,96,13,14,92.9,7,10,70.0,2,5,40.0,0,0.5,0.3,-0.5,3,2,3,1,3
2494,Phillip Tietz,GER,FW,Augsburg,de  Bundesliga,27-245,1997.0,15.0,233,378,61.6,3070,512,148,216,68.5,69,103,67.0,4,12,33.3,1,0.8,1.2,0.2,18,15,8,1,23
2495,Jurriën Timber,NED,DF,Arsenal,eng  Premier League,23-267,2001.0,23.4,1014,1193,85.0,14577,4123,588,648,90.7,385,452,85.2,23,44,52.3,2,0.8,1.1,1.2,16,91,14,2,126
2496,Jean-Clair Todibo,FRA,DF,West Ham,eng  Premier League,25-071,1999.0,11.7,528,597,88.4,9735,3173,172,187,92.0,322,337,95.5,32,61,52.5,0,0.0,0.1,0.0,2,27,0,0,22
2497,Harry Toffolo,ENG,DF,Nott'ham Forest,eng  Premier League,29-204,1995.0,0.5,25,34,73.5,338,192,18,20,90.0,7,9,77.8,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,2
2498,Umut Tohumcu,GER,MF,Hoffenheim,de  Bundesliga,20-212,2004.0,3.2,92,110,83.6,1320,332,48,54,88.9,38,44,86.4,3,7,42.9,1,0.2,0.1,0.8,2,8,0,0,11
2499,Corentin Tolisso,FRA,MF,Lyon,fr  Ligue 1,30-220,1994.0,19.7,947,1128,84.0,14377,4022,525,589,89.1,330,374,88.2,60,90,66.7,2,4.5,3.4,-2.5,26,94,29,4,117
2500,John Tolkin,USA,"DF,FW",Holstein Kiel,de  Bundesliga,22-223,2002.0,2.0,55,81,67.9,967,430,24,29,82.8,23,35,65.7,6,13,46.2,1,0.2,0.4,0.8,2,4,2,0,3
2501,Rafael Tolói,ITA,DF,Atalanta,it  Serie A,34-152,1990.0,3.8,216,243,88.9,3428,1071,108,115,93.9,96,103,93.2,10,17,58.8,0,0.2,0.5,-0.2,3,17,5,0,22
2502,Tiago Tomás,POR,"FW,MF",Wolfsburg,de  Bundesliga,22-268,2002.0,17.9,267,390,68.5,4080,1300,141,183,77.0,100,143,69.9,15,30,50.0,1,2.4,1.4,-1.4,18,30,12,2,45
2503,Takehiro Tomiyasu,JPN,DF,Arsenal,eng  Premier League,26-126,1998.0,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
2504,Fikayo Tomori,ENG,DF,Milan,it  Serie A,27-082,1997.0,10.8,639,691,92.5,11046,4317,268,278,96.4,338,356,94.9,29,45,64.4,0,0.1,0.2,-0.1,5,34,2,1,41
2505,Sandro Tonali,ITA,MF,Newcastle Utd,eng  Premier League,24-307,2000.0,19.2,805,969,83.1,12388,3187,455,507,89.7,280,327,85.6,45,81,55.6,1,0.6,1.2,0.4,10,68,14,3,79
2506,Pablo Torre,ESP,"MF,FW",Barcelona,es  La Liga,21-342,2003.0,2.9,138,170,81.2,2032,493,71,80,88.8,51,57,89.5,8,16,50.0,1,0.5,0.9,0.5,5,10,4,1,15
2507,David Torres,ESP,DF,Valladolid,es  La Liga,22-006,2003.0,14.4,548,660,83.0,10280,4162,183,193,94.8,314,349,90.0,49,101,48.5,0,0.0,0.1,0.0,1,23,1,1,37
