,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2255,Pablo Sarabia,ESP,"MF,FW",Wolves,eng  Premier League,32-304,1992.0,6.0,1,13,6,46.2,2.16,1.0,0.08,0.17,19.6,1,0,0,2.5,2.5,0.19,-1.5,-1.5
2256,Jeremy Sarmiento,ECU,MF,Brighton,eng  Premier League,22-268,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2257,Amin Sarr,SWE,FW,Hellas Verona,it  Serie A,24-000,2001.0,12.8,3,15,5,33.3,1.17,0.39,0.2,0.6,16.7,0,0,0,1.8,1.8,0.12,1.2,1.2
2258,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng  Premier League,27-014,1998.0,21.4,7,43,24,55.8,2.01,1.12,0.16,0.29,13.8,0,0,0,7.8,7.8,0.19,-0.8,-0.8
2259,Malang Sarr,FRA,DF,Lens,fr  Ligue 1,26-047,1999.0,11.3,0,4,0,0.0,0.36,0.0,0.0,,14.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2260,Mamadou Sarr,FRA,DF,Strasbourg,fr  Ligue 1,19-194,2005.0,18.5,0,4,0,0.0,0.22,0.0,0.0,,7.3,0,0,0,0.6,0.6,0.15,-0.6,-0.6
2261,Martin Satriano,URU,"FW,DF",Lens,fr  Ligue 1,24-019,2001.0,0.5,0,3,0,0.0,6.59,0.0,0.0,,8.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3
2262,Razvan Sava,ROU,GK,Udinese,it  Serie A,22-263,2002.0,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2263,Téji Savanier,FRA,MF,Montpellier,fr  Ligue 1,33-079,1991.0,21.9,2,41,12,29.3,1.88,0.55,0.0,0.0,26.9,13,2,2,3.8,2.2,0.05,-1.8,-2.2
2264,Sávio,BRA,"FW,MF",Manchester City,eng  Premier League,20-335,2004.0,16.7,1,49,18,36.7,2.93,1.07,0.02,0.06,18.0,1,0,0,4.3,4.3,0.09,-3.3,-3.3
2265,Nicolò Savona,ITA,DF,Juventus,it  Serie A,21-357,2003.0,15.6,2,6,4,66.7,0.38,0.26,0.33,0.5,14.8,0,0,0,0.5,0.5,0.08,1.5,1.5
2266,Saba Sazonov,GEO,DF,Torino,it  Serie A,23-038,2002.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2267,Joe Scally,USA,DF,Gladbach,de  Bundesliga,22-070,2002.0,21.3,0,4,1,25.0,0.19,0.05,0.0,0.0,19.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2268,Giorgio Scalvini,ITA,DF,Atalanta,it  Serie A,21-090,2003.0,3.0,0,4,0,0.0,1.32,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2269,Gianluca Scamacca,ITA,FW,Atalanta,it  Serie A,26-069,1999.0,0.1,0,1,1,100.0,15.0,15.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2270,Oliver Scarles,ENG,DF,West Ham,eng  Premier League,19-089,2005.0,4.5,0,3,0,0.0,0.67,0.0,0.0,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2271,Dane Scarlett,ENG,FW,Tottenham,eng  Premier League,20-352,2004.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2272,Kevin Schade,GER,FW,Brentford,eng  Premier League,23-104,2001.0,16.6,7,38,16,42.1,2.29,0.97,0.18,0.44,11.7,0,0,0,5.6,5.6,0.15,1.4,1.4
2273,András Schäfer,HUN,MF,Union Berlin,de  Bundesliga,25-332,1999.0,10.1,1,8,1,12.5,0.79,0.1,0.13,1.0,21.5,0,0,0,0.5,0.5,0.07,0.5,0.5
2274,Fabian Schär,SUI,DF,Newcastle Utd,eng  Premier League,33-081,1991.0,22.8,2,21,6,28.6,0.92,0.26,0.1,0.33,18.3,3,0,0,1.6,1.6,0.08,0.4,0.4
2275,Patrik Schick,CZE,FW,Leverkusen,de  Bundesliga,29-046,1996.0,11.9,16,49,26,53.1,4.12,2.18,0.33,0.62,11.2,0,0,0,9.5,9.5,0.19,6.5,6.5
2276,Stefan Schimmer,GER,"FW,MF",Heidenheim,de  Bundesliga,30-317,1994.0,2.5,0,10,2,20.0,4.05,0.81,0.0,0.0,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1
2277,Joël Schingtienne,BEL,DF,Venezia,it  Serie A,22-211,2002.0,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2278,Xaver Schlager,AUT,MF,RB Leipzig,de  Bundesliga,27-164,1997.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2279,Keven Schlotterbeck,GER,DF,Augsburg,de  Bundesliga,27-317,1997.0,13.1,3,12,4,33.3,0.92,0.31,0.25,0.75,12.7,0,0,0,0.8,0.8,0.06,2.2,2.2
2280,Nico Schlotterbeck,GER,DF,Dortmund,de  Bundesliga,25-100,1999.0,20.0,0,12,3,25.0,0.6,0.15,0.0,0.0,13.1,0,0,0,1.1,1.1,0.1,-1.1,-1.1
2281,Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,eng  Premier League,32-078,1992.0,1.1,0,4,2,50.0,3.5,1.75,0.0,0.0,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2282,Romano Schmid,AUT,MF,Werder Bremen,de  Bundesliga,25-043,2000.0,22.7,2,33,9,27.3,1.45,0.4,0.06,0.22,17.6,1,0,0,2.6,2.6,0.08,-0.6,-0.6
2283,Niklas Schmidt,GER,MF,Toulouse,fr  Ligue 1,27-010,1998.0,2.3,0,3,1,33.3,1.32,0.44,0.0,0.0,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2284,Jan Schöppner,GER,MF,Heidenheim,de  Bundesliga,25-272,1999.0,21.9,3,32,10,31.3,1.46,0.46,0.09,0.3,15.7,0,0,0,3.0,3.0,0.09,0.0,0.0
2285,Marvin Schulz,GER,"DF,MF",Holstein Kiel,de  Bundesliga,30-055,1995.0,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,28.1,0,0,0,0.0,0.0,0.01,0.0,0.0
2286,Alexander Schwolow,GER,GK,Union Berlin,de  Bundesliga,32-282,1992.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2287,Léo Scienza,BRA,"FW,MF",Heidenheim,de  Bundesliga,26-179,1998.0,10.9,3,33,14,42.4,3.02,1.28,0.09,0.21,21.1,3,0,0,1.8,1.8,0.05,1.2,1.2
2288,Alex Scott,ENG,MF,Bournemouth,eng  Premier League,21-202,2003.0,4.2,0,5,2,40.0,1.18,0.47,0.0,0.0,19.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2289,Simone Scuffet,ITA,GK,Cagliari,it  Serie A,28-284,1996.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2290,Jérémy Sebas,MTQ,"FW,MF",Strasbourg,fr  Ligue 1,21-331,2003.0,2.1,0,6,2,33.3,2.84,0.95,0.0,0.0,15.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7
2291,Aleksandar Sedlar,SRB,DF,Alavés,es  La Liga,33-088,1991.0,4.7,0,1,0,0.0,0.21,0.0,0.0,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0
2292,Jacopo Seghetti,ITA,GK,Empoli,it  Serie A,20-022,2005.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2293,Alidu Seidu,GHA,DF,Rennes,fr  Ligue 1,24-280,2000.0,8.9,0,3,0,0.0,0.34,0.0,0.0,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2294,Nicolas Seiwald,AUT,"DF,MF",RB Leipzig,de  Bundesliga,23-311,2001.0,14.5,0,2,0,0.0,0.14,0.0,0.0,,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2295,Hiroki Sekine,JPN,DF,Reims,fr  Ligue 1,22-212,2002.0,3.5,0,1,0,0.0,0.28,0.0,0.0,,13.6,0,0,0,0.0,0.0,0.03,0.0,0.0
2296,Matz Sels,BEL,GK,Nott'ham Forest,eng  Premier League,33-013,1992.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2297,Nélson Semedo,POR,DF,Wolves,eng  Premier League,31-115,1993.0,22.8,0,12,6,50.0,0.53,0.26,0.0,0.0,24.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2298,Antoine Semenyo,GHA,FW,Bournemouth,eng  Premier League,25-063,2000.0,26.4,7,97,31,32.0,3.68,1.17,0.07,0.23,16.5,0,0,0,8.1,8.1,0.08,-1.1,-1.1
2299,Marvin Senaya,TOG,DF,Strasbourg,fr  Ligue 1,24-042,2001.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.01,0.0,0.0
2300,Marcos Senesi,ARG,DF,Bournemouth,eng  Premier League,27-305,1997.0,10.2,0,2,0,0.0,0.2,0.0,0.0,,6.0,0,0,0,0.8,0.8,0.4,-0.8,-0.8
2301,Stefano Sensi,ITA,MF,Monza,it  Serie A,29-218,1995.0,2.3,1,4,1,25.0,1.71,0.43,0.0,0.0,30.8,0,1,1,0.9,0.1,0.02,0.1,-0.1
2302,Suat Serdar,GER,MF,Hellas Verona,it  Serie A,27-334,1997.0,10.4,1,26,6,23.1,2.5,0.58,0.04,0.17,20.5,0,0,0,1.7,1.7,0.07,-0.7,-0.7
2303,Sergi,ESP,DF,Leganés,es  La Liga,32-325,1992.0,24.9,2,10,3,30.0,0.4,0.12,0.2,0.67,9.6,0,0,0,1.3,1.3,0.13,0.7,0.7
2304,Nicolás Serrano,ESP,FW,Athletic Club,es  La Liga,22-006,2003.0,1.2,0,5,1,20.0,4.02,0.8,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2305,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,de  Bundesliga,21-284,2003.0,19.8,10,49,24,49.0,2.48,1.21,0.18,0.38,16.7,0,1,1,7.2,6.4,0.13,2.8,2.6
2306,Ryan Sessegnon,ENG,"DF,MF",Fulham,eng  Premier League,24-297,2000.0,1.0,1,2,2,100.0,1.96,1.96,0.5,0.5,11.6,0,0,0,0.4,0.4,0.21,0.6,0.6
2307,Stephan El Shaarawy,ITA,"DF,MF",Roma,it  Serie A,32-135,1992.0,10.4,3,23,10,43.5,2.2,0.96,0.13,0.3,19.3,1,0,0,2.3,2.3,0.1,0.7,0.7
2308,Luke Shaw,ENG,DF,Manchester Utd,eng  Premier League,29-242,1995.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2309,Alen Sherri,ALB,GK,Cagliari,it  Serie A,27-086,1997.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2310,Eldor Shomurodov,UZB,FW,Roma,it  Serie A,29-255,1995.0,6.0,2,19,8,42.1,3.15,1.33,0.11,0.25,12.5,0,0,0,2.4,2.4,0.13,-0.4,-0.4
2311,Djibril Sidibé,FRA,DF,Toulouse,fr  Ligue 1,32-225,1992.0,14.9,0,3,0,0.0,0.2,0.0,0.0,,7.7,0,0,0,0.3,0.3,0.1,-0.3,-0.3
2312,Armindo Sieb,GER,"FW,MF",Mainz 05,de  Bundesliga,22-022,2003.0,8.0,2,26,7,26.9,3.24,0.87,0.08,0.29,16.2,0,0,0,2.7,2.7,0.11,-0.7,-0.7
2313,Vincent Sierro,SUI,MF,Toulouse,fr  Ligue 1,29-154,1995.0,17.7,3,14,1,7.1,0.79,0.06,0.07,1.0,21.0,0,2,2,3.0,1.4,0.1,0.0,-0.4
2314,Tim Siersleben,GER,DF,Heidenheim,de  Bundesliga,25-002,2000.0,6.3,0,3,1,33.3,0.48,0.16,0.0,0.0,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
2315,Zain Silcott-Duberry,MSR,FW,Bournemouth,eng  Premier League,19-245,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2316,Kiliann Sildillia,FRA,DF,Freiburg,de  Bundesliga,22-299,2002.0,6.9,2,5,2,40.0,0.73,0.29,0.4,1.0,24.2,0,0,0,0.4,0.4,0.07,1.6,1.6
2317,André Silva,POR,FW,Werder Bremen,de  Bundesliga,29-125,1995.0,3.4,0,12,5,41.7,3.56,1.49,0.0,0.0,15.5,0,0,1,1.8,1.0,0.08,-1.8,-1.0
2318,André Silva,POR,"FW,MF",RB Leipzig,de  Bundesliga,29-125,1995.0,1.5,1,7,2,28.6,4.77,1.36,0.0,0.0,21.1,1,1,1,1.3,0.5,0.07,-0.3,-0.5
2319,Bernardo Silva,POR,"MF,FW",Manchester City,eng  Premier League,30-213,1994.0,22.5,2,27,9,33.3,1.2,0.4,0.07,0.22,13.0,0,0,0,3.0,3.0,0.11,-1.0,-1.0
2320,Caio Henrique Oliveira Silva,BRA,DF,Monaco,fr  Ligue 1,27-223,1997.0,12.9,0,3,1,33.3,0.23,0.08,0.0,0.0,20.2,1,0,0,0.1,0.1,0.04,-0.1,-0.1
2321,Fábio Silva,POR,FW,Las Palmas,es  La Liga,22-235,2002.0,15.9,7,39,16,41.0,2.46,1.01,0.15,0.38,14.1,0,1,2,6.8,5.2,0.13,0.2,0.8
2322,Jota Silva,POR,"FW,MF",Nott'ham Forest,eng  Premier League,25-222,1999.0,7.9,1,15,3,20.0,1.89,0.38,0.07,0.33,14.2,0,0,0,1.0,1.0,0.07,0.0,0.0
2323,Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,eng  Premier League,18-312,2006.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2324,Rui Silva,POR,GK,Betis,es  La Liga,31-032,1994.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2325,Marco Silvestri,ITA,GK,Empoli,it  Serie A,34-009,1991.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2326,Abdallah Sima,SEN,"FW,MF",Brest,fr  Ligue 1,23-267,2001.0,10.0,4,29,12,41.4,2.9,1.2,0.14,0.33,13.7,0,0,0,4.3,4.3,0.15,-0.3,-0.3
2327,Mohamed Simakan,FRA,DF,RB Leipzig,de  Bundesliga,24-312,2000.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2328,Giovanni Simeone,ARG,FW,Napoli,it  Serie A,29-249,1995.0,4.0,1,12,3,25.0,2.98,0.75,0.08,0.33,16.5,0,0,0,2.1,2.1,0.18,-1.1,-1.1
2329,Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,es  La Liga,22-083,2002.0,13.4,1,14,5,35.7,1.04,0.37,0.07,0.2,14.1,0,0,0,1.8,1.8,0.13,-0.8,-0.8
2330,Moses Simon,NGA,"FW,MF",Nantes,fr  Ligue 1,29-242,1995.0,20.3,6,33,12,36.4,1.62,0.59,0.09,0.25,19.3,1,3,3,4.5,2.2,0.07,1.5,0.8
2331,Unai Simón,ESP,GK,Athletic Club,es  La Liga,27-273,1997.0,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2332,Xavi Simons,NED,MF,RB Leipzig,de  Bundesliga,21-324,2003.0,16.2,6,30,13,43.3,1.85,0.8,0.2,0.46,18.4,0,0,0,3.1,3.1,0.1,2.9,2.9
2333,Jahmai Simpson-Pusey,ENG,DF,Manchester City,eng  Premier League,19-127,2005.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2334,Danel Sinani,LUX,"FW,MF",St. Pauli,de  Bundesliga,27-340,1997.0,5.7,1,15,6,40.0,2.65,1.06,0.07,0.17,22.8,1,0,0,0.4,0.4,0.03,0.6,0.6
2335,Lassine Sinayoko,MLI,"FW,MF",Auxerre,fr  Ligue 1,25-093,1999.0,18.0,2,38,9,23.7,2.11,0.5,0.03,0.11,17.0,0,1,1,4.6,3.8,0.1,-2.6,-2.8
2336,Wilfried Singo,CIV,DF,Monaco,fr  Ligue 1,24-076,2000.0,14.3,1,11,3,27.3,0.77,0.21,0.09,0.33,10.3,0,0,0,1.4,1.4,0.13,-0.4,-0.4
2337,Luis Sinisterra,COL,"FW,MF",Bournemouth,eng  Premier League,25-267,1999.0,2.4,1,13,6,46.2,5.37,2.48,0.08,0.17,14.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2
2338,Daley Sinkgraven,NED,DF,Las Palmas,es  La Liga,29-250,1995.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2339,Tobias Sippel,GER,GK,Gladbach,de  Bundesliga,36-354,1988.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2340,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,es  La Liga,29-185,1995.0,6.0,0,2,1,50.0,0.33,0.17,0.0,0.0,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2341,Ayanda Sishuba,BEL,FW,Rennes,fr  Ligue 1,20-037,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2342,Ibrahim Sissoko,MLI,FW,Saint-Étienne,fr  Ligue 1,29-104,1995.0,9.0,3,21,4,19.0,2.34,0.44,0.1,0.5,14.6,0,1,1,4.3,3.5,0.17,-1.3,-1.5
2343,Ibrahima Sissoko,MLI,MF,Bochum,de  Bundesliga,27-135,1997.0,21.8,2,19,5,26.3,0.87,0.23,0.11,0.4,18.3,0,0,0,1.1,1.1,0.06,0.9,0.9
2344,Niama Sissoko,MLI,"FW,MF",Reims,fr  Ligue 1,19-085,2005.0,0.5,0,3,0,0.0,5.74,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
2345,Antonio Sivera,ESP,GK,Alavés,es  La Liga,28-212,1996.0,22.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2346,Tim Skarke,GER,"FW,MF",Union Berlin,de  Bundesliga,28-185,1996.0,9.8,0,17,7,41.2,1.73,0.71,0.0,0.0,17.6,0,0,0,1.9,1.9,0.11,-1.9,-1.9
2347,Ellyes Skhiri,TUN,MF,Eint Frankfurt,de  Bundesliga,29-305,1995.0,17.1,0,9,0,0.0,0.53,0.0,0.0,,19.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2348,Oliver Skipp,ENG,MF,Leicester City,eng  Premier League,24-176,2000.0,8.7,0,3,1,33.3,0.35,0.12,0.0,0.0,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2349,Leo Skiri Østigård,NOR,DF,Rennes,fr  Ligue 1,25-103,1999.0,13.6,1,6,2,33.3,0.44,0.15,0.17,0.5,8.8,0,0,0,0.7,0.7,0.11,0.3,0.3
2350,Leo Skiri Østigård,NOR,DF,Hoffenheim,de  Bundesliga,25-103,1999.0,4.0,0,4,0,0.0,1.0,0.0,0.0,,9.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
2351,Łukasz Skorupski,POL,GK,Bologna,it  Serie A,33-310,1991.0,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2352,Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,de  Bundesliga,25-072,1999.0,3.0,0,4,0,0.0,1.35,0.0,0.0,,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2353,Robert Skov,DEN,"DF,MF",Union Berlin,de  Bundesliga,28-295,1996.0,9.5,2,16,5,31.3,1.69,0.53,0.06,0.2,22.4,2,1,1,1.7,0.9,0.06,0.3,0.1
2354,Milan Škriniar,SVK,DF,Paris S-G,fr  Ligue 1,30-028,1995.0,4.2,0,3,0,0.0,0.71,0.0,0.0,,10.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2355,Steven Skrzybski,GER,"FW,MF",Holstein Kiel,de  Bundesliga,32-113,1992.0,7.9,6,17,10,58.8,2.16,1.27,0.29,0.5,18.8,0,1,1,3.0,2.2,0.13,3.0,2.8
2356,Naatan Skyttä,FIN,FW,Toulouse,fr  Ligue 1,22-308,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2357,William Smallbone,IRL,MF,Southampton,eng  Premier League,25-018,2000.0,6.2,1,5,1,20.0,0.81,0.16,0.2,1.0,17.6,1,0,0,0.4,0.4,0.08,0.6,0.6
2358,Adam Smith,ENG,DF,Bournemouth,eng  Premier League,33-316,1991.0,11.5,0,1,0,0.0,0.09,0.0,0.0,,10.2,0,0,0,0.6,0.6,0.6,-0.6,-0.6
2359,Eric Smith,SWE,"DF,MF",St. Pauli,de  Bundesliga,28-062,1997.0,22.4,1,16,6,37.5,0.71,0.27,0.06,0.17,24.6,7,0,0,1.1,1.1,0.07,-0.1,-0.1
2360,Justin Smith,CAN,MF,Espanyol,es  La Liga,22-035,2003.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2361,Emile Smith Rowe,ENG,MF,Fulham,eng  Premier League,24-226,2000.0,18.4,5,31,8,25.8,1.69,0.44,0.16,0.63,15.2,0,0,0,4.1,4.1,0.13,0.9,0.9
2362,Ivan Smolčić,CRO,DF,Como,it  Serie A,24-206,2000.0,4.6,0,5,2,40.0,1.08,0.43,0.0,0.0,15.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2363,Eduard Sobol,UKR,DF,Strasbourg,fr  Ligue 1,29-325,1995.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2364,Simon Sohm,SUI,MF,Parma,it  Serie A,23-334,2001.0,25.5,4,26,8,30.8,1.02,0.31,0.15,0.5,19.1,0,0,0,2.6,2.6,0.1,1.4,1.4
2365,Alex Sola,ESP,"MF,FW",Getafe,es  La Liga,25-275,1999.0,11.4,0,15,2,13.3,1.31,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0
2366,Dominic Solanke,ENG,FW,Tottenham,eng  Premier League,27-178,1997.0,18.8,7,48,20,41.7,2.56,1.07,0.15,0.35,12.1,0,0,0,8.6,8.6,0.18,-1.6,-1.6
2367,Ola Solbakken,NOR,"MF,FW",Empoli,it  Serie A,26-185,1998.0,6.6,0,3,3,100.0,0.46,0.46,0.0,0.0,11.0,0,0,0,0.8,0.8,0.25,-0.8,-0.8
2368,Carlos Soler,ESP,"MF,FW",West Ham,eng  Premier League,28-068,1997.0,12.1,1,19,5,26.3,1.57,0.41,0.05,0.2,19.7,1,0,0,1.2,1.2,0.06,-0.2,-0.2
2369,Oumar Solet,FRA,DF,Udinese,it  Serie A,25-032,2000.0,8.6,0,4,0,0.0,0.47,0.0,0.0,,12.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2370,Jhon Solis,COL,MF,Girona,es  La Liga,20-159,2004.0,4.6,1,3,1,33.3,0.65,0.22,0.33,1.0,15.5,0,0,0,0.6,0.6,0.2,0.4,0.4
2371,Yann Sommer,SUI,GK,Inter,it  Serie A,36-084,1988.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2372,David Soria,ESP,GK,Getafe,es  La Liga,31-341,1993.0,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2373,Juan Soriano,ESP,GK,Leganés,es  La Liga,27-200,1997.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2374,Borna Sosa,CRO,DF,Torino,it  Serie A,27-049,1998.0,13.1,0,4,1,25.0,0.3,0.08,0.0,0.0,20.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2375,Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,eng  Premier League,25-192,1999.0,2.7,1,10,5,50.0,3.73,1.87,0.1,0.2,18.9,0,0,0,0.9,0.9,0.09,0.1,0.1
2376,Hugo Sotelo,ESP,MF,Celta Vigo,es  La Liga,21-082,2003.0,11.6,0,3,0,0.0,0.26,0.0,0.0,,23.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2377,Florian Sotoca,FRA,"FW,MF",Lens,fr  Ligue 1,34-137,1990.0,15.6,1,36,13,36.1,2.3,0.83,0.03,0.08,15.2,0,0,0,3.6,3.6,0.1,-2.6,-2.6
2378,Riccardo Sottil,ITA,"FW,MF",Fiorentina,it  Serie A,25-281,1999.0,9.3,1,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,0.1,0.1
2379,Riccardo Sottil,ITA,"FW,MF",Milan,it  Serie A,25-281,1999.0,0.9,0,2,0,0.0,2.2,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
2380,Tomáš Souček,CZE,MF,West Ham,eng  Premier League,30-012,1995.0,22.1,6,42,10,23.8,1.9,0.45,0.14,0.6,11.3,0,0,0,4.6,4.6,0.11,1.4,1.4
2381,Matìas Soulé,ARG,"MF,FW",Roma,it  Serie A,21-330,2003.0,10.7,3,24,9,37.5,2.25,0.84,0.13,0.33,20.5,1,0,0,2.0,2.0,0.08,1.0,1.0
2382,Boubakary Soumaré,FRA,MF,Leicester City,eng  Premier League,26-012,1999.0,16.7,0,5,0,0.0,0.3,0.0,0.0,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
2383,Issa Soumaré,SEN,"MF,FW",Le Havre,fr  Ligue 1,24-152,2000.0,13.4,3,25,11,44.0,1.87,0.82,0.12,0.27,16.6,0,0,0,2.5,2.5,0.1,0.5,0.5
2384,Djibril Sow,SUI,MF,Sevilla,es  La Liga,28-033,1997.0,16.6,1,15,5,33.3,0.91,0.3,0.07,0.2,19.1,0,0,0,1.9,1.9,0.12,-0.9,-0.9
2385,Saidou Sow,GUI,DF,Strasbourg,fr  Ligue 1,22-250,2002.0,11.3,0,4,1,25.0,0.35,0.09,0.0,0.0,10.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
2386,Saidou Sow,GUI,DF,Nantes,fr  Ligue 1,22-250,2002.0,6.0,0,2,0,0.0,0.33,0.0,0.0,,11.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2387,Djed Spence,ENG,DF,Tottenham,eng  Premier League,24-214,2000.0,10.8,1,6,2,33.3,0.55,0.18,0.17,0.5,25.2,0,0,0,0.3,0.3,0.04,0.7,0.7
2388,Leonardo Spinazzola,ITA,"DF,FW",Napoli,it  Serie A,31-351,1993.0,10.0,1,8,3,37.5,0.8,0.3,0.13,0.33,18.9,0,0,0,0.4,0.4,0.05,0.6,0.6
2389,Marco Sportiello,ITA,GK,Milan,it  Serie A,32-305,1992.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
2390,Anton Stach,GER,"MF,DF",Hoffenheim,de  Bundesliga,26-116,1998.0,19.8,1,23,9,39.1,1.16,0.45,0.04,0.11,20.4,0,0,0,1.3,1.3,0.06,-0.3,-0.3
2391,Jens Stage,DEN,MF,Werder Bremen,de  Bundesliga,28-123,1996.0,16.2,7,29,10,34.5,1.79,0.62,0.24,0.7,13.3,0,0,0,4.9,4.9,0.17,2.1,2.1
