,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
135,Julian Araujo,MEX,DF,Bournemouth,eng  Premier League,23-210,2001.0,3.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
136,Ronald Araújo,URU,DF,Barcelona,es  La Liga,26-004,1999.0,2.6,1,2,1,50.0,0.78,0.39,0.5,1.0,18.4,0,0,0,0.4,0.4,0.2,0.6,0.6
137,Cameron Archer,ENG,FW,Southampton,eng  Premier League,23-233,2001.0,12.9,2,25,8,32.0,1.94,0.62,0.08,0.25,13.0,0,0,1,4.9,4.1,0.16,-2.9,-2.1
138,Carlens Arcus,HAI,DF,Angers,fr  Ligue 1,28-256,1996.0,17.1,0,3,0,0.0,0.18,0.0,0.0,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0
139,Alphonse Areola,FRA,GK,West Ham,eng  Premier League,32-012,1993.0,16.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
140,Adu Ares,ESP,FW,Athletic Club,es  La Liga,23-150,2001.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
141,Jesús Areso,ESP,DF,Osasuna,es  La Liga,25-252,1999.0,22.6,0,5,0,0.0,0.22,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
142,David Argüelles,ESP,MF,Getafe,es  La Liga,23-069,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
143,Joe Aribo,NGA,"MF,DF",Southampton,eng  Premier League,28-233,1996.0,19.3,3,14,7,50.0,0.73,0.36,0.21,0.43,13.4,0,0,0,2.6,2.6,0.18,0.4,0.4
144,Adam Armstrong,ENG,"FW,MF",Southampton,eng  Premier League,28-029,1997.0,13.9,2,25,7,28.0,1.8,0.5,0.08,0.29,16.6,0,0,1,3.3,2.3,0.09,-1.3,-0.3
145,Harrison Armstrong,ENG,MF,Everton,eng  Premier League,18-051,2007.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4
146,José Arnaiz,ESP,"FW,MF",Osasuna,es  La Liga,29-330,1995.0,0.6,0,4,1,25.0,6.67,1.67,0.0,0.0,24.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2
147,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,fr  Ligue 1,21-335,2003.0,12.6,4,24,9,37.5,1.9,0.71,0.17,0.44,17.6,2,0,0,2.7,2.7,0.12,1.3,1.3
148,Marko Arnautović,AUT,FW,Inter,it  Serie A,35-326,1989.0,2.7,2,7,4,57.1,2.64,1.51,0.29,0.5,7.8,0,0,0,1.9,1.9,0.27,0.1,0.1
149,Maximilian Arnold,GER,MF,Wolfsburg,de  Bundesliga,30-288,1994.0,19.9,2,21,9,42.9,1.06,0.45,0.1,0.22,27.8,6,0,0,0.7,0.7,0.03,1.3,1.3
150,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,de  Bundesliga,25-064,2000.0,7.1,2,16,9,56.3,2.24,1.26,0.06,0.11,20.8,2,1,2,3.5,2.0,0.12,-1.5,-1.0
151,Sergio Arribas,ESP,DF,Betis,es  La Liga,22-029,2003.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
152,Kepa Arrizabalaga,ESP,GK,Bournemouth,eng  Premier League,30-159,1994.0,21.0,0,1,0,0.0,0.05,0.0,0.0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
153,Arthur,BRA,"DF,FW",Leverkusen,de  Bundesliga,21-359,2003.0,5.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
154,Takuma Asano,JPN,"FW,MF",Mallorca,es  La Liga,30-121,1994.0,8.3,1,16,5,31.3,1.93,0.6,0.06,0.2,12.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5
155,Raúl Asencio,ESP,DF,Real Madrid,es  La Liga,22-026,2003.0,10.5,0,1,0,0.0,0.09,0.0,0.0,,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0
156,Marco Asensio,ESP,"MF,FW",Aston Villa,eng  Premier League,29-049,1996.0,2.3,2,7,3,42.9,3.04,1.3,0.29,0.67,17.5,0,0,0,1.4,1.4,0.2,0.6,0.6
157,Marco Asensio,ESP,"FW,MF",Paris S-G,fr  Ligue 1,29-049,1996.0,6.9,2,26,14,53.8,3.79,2.04,0.08,0.14,14.5,2,0,0,5.6,5.6,0.22,-3.6,-3.6
158,Kristjan Asllani,ALB,MF,Inter,it  Serie A,23-002,2002.0,6.7,0,11,3,27.3,1.64,0.45,0.0,0.0,21.2,2,0,0,0.8,0.8,0.07,-0.8,-0.8
159,Iago Aspas,ESP,"FW,MF",Celta Vigo,es  La Liga,37-222,1987.0,14.7,8,35,14,40.0,2.38,0.95,0.11,0.29,22.1,2,4,5,7.3,3.4,0.1,0.7,0.6
160,Yaser Asprilla,COL,"FW,MF",Girona,es  La Liga,21-112,2003.0,9.7,2,24,6,25.0,2.47,0.62,0.08,0.33,22.7,1,0,0,1.3,1.3,0.06,0.7,0.7
161,Lorenz Assignon,TOG,"DF,MF",Rennes,fr  Ligue 1,24-262,2000.0,18.2,2,11,3,27.3,0.6,0.16,0.18,0.67,18.5,0,0,0,0.8,0.8,0.07,1.2,1.2
162,Dehmaine Assoumani,FRA,"MF,FW",Nantes,fr  Ligue 1,19-328,2005.0,0.9,0,3,2,66.7,3.33,2.22,0.0,0.0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
163,Valentin Atangana Edoa,FRA,MF,Reims,fr  Ligue 1,19-198,2005.0,22.7,0,21,2,9.5,0.92,0.09,0.0,0.0,21.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
164,Arthur Atta,FRA,"MF,FW",Udinese,it  Serie A,22-056,2003.0,5.7,0,16,4,25.0,2.79,0.7,0.0,0.0,20.3,0,0,0,0.7,0.7,0.04,-0.7,-0.7
165,Noah Atubolu,GER,GK,Freiburg,de  Bundesliga,22-290,2002.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
166,Emil Audero,ITA,GK,Como,it  Serie A,28-052,1997.0,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
167,Tommaso Augello,ITA,"DF,FW",Cagliari,it  Serie A,30-193,1994.0,21.2,0,6,0,0.0,0.28,0.0,0.0,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
168,Carlos Augusto,BRA,"DF,FW",Inter,it  Serie A,26-063,1999.0,10.5,2,10,3,30.0,0.95,0.28,0.2,0.67,11.4,0,0,0,1.1,1.1,0.11,0.9,0.9
169,Yann Aurel Bisseck,GER,DF,Inter,it  Serie A,24-102,2000.0,11.9,1,14,2,14.3,1.18,0.17,0.07,0.5,11.8,0,0,0,1.6,1.6,0.11,-0.6,-0.6
170,Brandon Austin,ENG,GK,Tottenham,eng  Premier League,26-062,1999.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
171,Ezequiel Ávila,ARG,FW,Betis,es  La Liga,31-033,1994.0,7.0,2,20,10,50.0,2.85,1.42,0.1,0.2,17.9,0,0,0,1.5,1.5,0.08,0.5,0.5
172,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng  Premier League,27-211,1997.0,3.0,1,9,4,44.4,3.03,1.35,0.11,0.25,12.6,0,0,0,2.0,2.0,0.22,-1.0,-1.0
173,Yasin Ayari,SWE,MF,Brighton,eng  Premier League,21-156,2003.0,15.9,0,18,5,27.8,1.14,0.32,0.0,0.0,20.1,1,0,0,1.5,1.5,0.08,-1.5,-1.5
174,Florian Ayé,FRA,FW,Auxerre,fr  Ligue 1,28-051,1997.0,4.5,0,5,1,20.0,1.12,0.22,0.0,0.0,14.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
175,André Ayew,GHA,FW,Le Havre,fr  Ligue 1,35-084,1989.0,11.1,4,14,6,42.9,1.26,0.54,0.29,0.67,11.5,2,0,0,2.9,2.9,0.21,1.1,1.1
176,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng  Premier League,33-181,1991.0,0.2,0,1,0,0.0,4.29,0.0,0.0,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
177,Jordan Ayew,GHA,"FW,MF",Leicester City,eng  Premier League,33-181,1991.0,14.4,4,25,7,28.0,1.73,0.49,0.12,0.43,18.4,3,1,1,2.8,2.0,0.08,1.2,1.0
178,Neil El Aynaoui,FRA,MF,Lens,fr  Ligue 1,23-252,2001.0,10.1,4,7,2,28.6,0.69,0.2,0.29,1.0,20.5,0,2,2,2.5,0.9,0.13,1.5,1.1
179,Ayman Azhil,MAR,MF,Dortmund,de  Bundesliga,23-335,2001.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
180,Adam Aznou,MAR,"DF,MF",Valladolid,es  La Liga,18-282,2006.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,14.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1
181,Adam Aznou,MAR,DF,Bayern Munich,de  Bundesliga,18-282,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
182,César Azpilicueta,ESP,DF,Atlético Madrid,es  La Liga,35-195,1989.0,6.3,0,4,1,25.0,0.63,0.16,0.0,0.0,15.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
183,Paulo Azzi,BRA,DF,Cagliari,it  Serie A,30-239,1994.0,4.7,0,8,3,37.5,1.69,0.63,0.0,0.0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
184,Oussama El Azzouzi,MAR,MF,Bologna,it  Serie A,23-286,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
185,Papa Ba,ESP,MF,Girona,es  La Liga,20-180,2004.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0
186,Shavy Babicka,GAB,"MF,FW",Toulouse,fr  Ligue 1,24-283,2000.0,10.8,4,18,8,44.4,1.67,0.74,0.22,0.5,14.7,0,0,0,3.0,3.0,0.17,1.0,1.0
187,Jacopo Bacci,ITA,MF,Empoli,it  Serie A,19-265,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
188,Aliou Badara Baldé,GUI,"MF,FW",Bochum,de  Bundesliga,22-089,2002.0,1.0,0,4,1,25.0,3.96,0.99,0.0,0.0,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
189,Loïc Bade,FRA,DF,Sevilla,es  La Liga,24-334,2000.0,21.2,1,11,4,36.4,0.52,0.19,0.09,0.25,16.2,0,0,0,0.5,0.5,0.04,0.5,0.5
190,Milan Badelj,CRO,MF,Genoa,it  Serie A,36-014,1989.0,14.9,1,14,2,14.3,0.94,0.13,0.07,0.5,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0
191,Benoît Badiashile,FRA,DF,Chelsea,eng  Premier League,23-350,2001.0,2.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
192,Alex Baena,ESP,"MF,FW",Villarreal,es  La Liga,23-234,2001.0,22.2,6,49,12,24.5,2.21,0.54,0.12,0.5,21.5,8,0,1,5.6,4.8,0.1,0.4,1.2
193,Juma Bah,SLE,DF,Valladolid,es  La Liga,18-334,2006.0,9.6,0,3,1,33.3,0.31,0.1,0.0,0.0,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
194,Juma Bah,SLE,DF,Lens,fr  Ligue 1,18-334,2006.0,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
195,Leon Bailey,JAM,"FW,MF",Aston Villa,eng  Premier League,27-214,1997.0,12.6,1,28,6,21.4,2.21,0.47,0.04,0.17,17.3,2,0,0,1.7,1.7,0.06,-0.7,-0.7
196,Eric Bailly,CIV,DF,Villarreal,es  La Liga,30-333,1994.0,6.4,0,4,0,0.0,0.62,0.0,0.0,,7.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
197,Theo Bair,CAN,FW,Auxerre,fr  Ligue 1,25-196,1999.0,8.0,2,18,12,66.7,2.25,1.5,0.11,0.17,11.7,0,0,0,2.5,2.5,0.14,-0.5,-0.5
198,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,es  La Liga,20-140,2004.0,4.5,1,2,2,100.0,0.44,0.44,0.5,0.5,21.3,0,0,0,0.2,0.2,0.11,0.8,0.8
199,Cédric Bakambu,COD,FW,Betis,es  La Liga,33-334,1991.0,5.9,1,19,8,42.1,3.23,1.36,0.05,0.13,13.4,0,0,0,2.3,2.3,0.12,-1.3,-1.3
200,Mitchel Bakker,NED,MF,Atalanta,it  Serie A,24-264,2000.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
201,Mitchel Bakker,NED,"DF,FW",Lille,fr  Ligue 1,24-264,2000.0,8.5,2,18,8,44.4,2.11,0.94,0.11,0.25,17.9,2,0,0,2.6,2.6,0.15,-0.6,-0.6
202,Darryl Bakola,FRA,DF,Marseille,fr  Ligue 1,17-101,2007.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
203,Ridle Baku,GER,"FW,MF",Wolfsburg,de  Bundesliga,26-337,1998.0,13.0,2,18,6,33.3,1.38,0.46,0.11,0.33,19.9,0,0,0,1.5,1.5,0.08,0.5,0.5
204,Ridle Baku,GER,"DF,MF",RB Leipzig,de  Bundesliga,26-337,1998.0,7.9,0,8,1,12.5,1.01,0.13,0.0,0.0,15.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7
205,Dilane Bakwa,FRA,"MF,DF",Strasbourg,fr  Ligue 1,22-197,2002.0,20.3,3,37,16,43.2,1.82,0.79,0.08,0.19,21.4,4,0,0,3.8,3.8,0.1,-0.8,-0.8
206,Tommaso Baldanzi,ITA,"MF,FW",Roma,it  Serie A,21-353,2003.0,6.7,1,17,3,17.6,2.54,0.45,0.06,0.33,18.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
207,Alejandro Balde,ESP,DF,Barcelona,es  La Liga,21-144,2003.0,19.9,0,11,2,18.2,0.55,0.1,0.0,0.0,22.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
208,Keita Baldé,SEN,"FW,MF",Monza,it  Serie A,30-003,1995.0,2.1,1,5,1,20.0,2.42,0.48,0.2,1.0,20.7,0,0,0,0.3,0.3,0.05,0.7,0.7
209,Carlos Baleba,CMR,MF,Brighton,eng  Premier League,21-067,2004.0,20.7,2,34,9,26.5,1.64,0.44,0.06,0.22,24.8,1,0,0,2.4,2.4,0.07,-0.4,-0.4
210,Leonardo Balerdi,ARG,DF,Marseille,fr  Ligue 1,26-044,1999.0,20.0,0,9,1,11.1,0.45,0.05,0.0,0.0,16.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6
211,Iván Balliu,ALB,DF,Rayo Vallecano,es  La Liga,33-069,1992.0,8.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
212,Fodé Ballo-Touré,SEN,DF,Le Havre,fr  Ligue 1,28-067,1997.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
213,Botond Balogh,HUN,DF,Parma,it  Serie A,22-278,2002.0,19.8,0,2,0,0.0,0.1,0.0,0.0,,6.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
214,Folarin Balogun,USA,FW,Monaco,fr  Ligue 1,23-251,2001.0,5.2,3,23,6,26.1,4.41,1.15,0.13,0.5,12.3,0,0,0,3.8,3.8,0.17,-0.8,-0.8
215,Mario Balotelli,ITA,"FW,MF",Genoa,it  Serie A,34-211,1990.0,0.7,0,2,0,0.0,2.9,0.0,0.0,,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0
216,Abdoulaye Bamba,CIV,DF,Angers,fr  Ligue 1,34-320,1990.0,10.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
217,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,es  La Liga,28-350,1996.0,9.0,0,13,6,46.2,1.44,0.67,0.0,0.0,18.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8
218,Mohamed Bamba,CIV,MF,Reims,fr  Ligue 1,20-154,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
219,Samuel Bamba,GER,"FW,DF",Bochum,de  Bundesliga,21-026,2004.0,0.2,0,1,1,100.0,6.43,6.43,0.0,0.0,11.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
220,Lameck Banda,ZAM,"FW,MF",Lecce,it  Serie A,24-041,2001.0,5.7,0,11,2,18.2,1.94,0.35,0.0,0.0,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
221,Daniel Bandeira,POR,MF,Hellas Verona,it  Serie A,24-334,2000.0,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
222,Mattia Bani,ITA,DF,Genoa,it  Serie A,31-091,1993.0,14.8,0,5,2,40.0,0.34,0.14,0.0,0.0,9.7,0,0,0,0.7,0.7,0.13,-0.7,-0.7
223,Noahkai Banks,USA,DF,Augsburg,de  Bundesliga,18-100,2006.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
224,Scott Banks,SCO,"FW,MF",St. Pauli,de  Bundesliga,23-166,2001.0,1.1,0,3,0,0.0,2.67,0.0,0.0,,11.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
225,Adrian Baquerin,ESP,FW,Valladolid,es  La Liga,18-007,2007.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
226,Antonín Barák,CZE,MF,Fiorentina,it  Serie A,30-098,1994.0,0.6,0,2,2,100.0,3.33,3.33,0.0,0.0,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
227,Federico Barba,ITA,DF,Como,it  Serie A,31-191,1993.0,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,8.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
228,Valentín Barco,ARG,"DF,FW",Sevilla,es  La Liga,20-231,2004.0,3.2,0,7,0,0.0,2.19,0.0,0.0,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3
229,Valentín Barco,ARG,"DF,MF",Strasbourg,fr  Ligue 1,20-231,2004.0,4.3,0,2,0,0.0,0.47,0.0,0.0,,26.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1
230,Bradley Barcola,FRA,FW,Paris S-G,fr  Ligue 1,22-190,2002.0,18.7,13,62,31,50.0,3.31,1.65,0.21,0.42,13.0,0,0,0,12.0,12.0,0.19,1.0,1.0
231,Melvin Bard,FRA,"DF,MF",Nice,fr  Ligue 1,24-125,2000.0,14.6,1,14,5,35.7,0.96,0.34,0.07,0.2,17.2,0,0,0,1.5,1.5,0.11,-0.5,-0.5
232,Nicolò Barella,ITA,MF,Inter,it  Serie A,28-032,1997.0,21.4,3,39,9,23.1,1.82,0.42,0.08,0.33,24.3,1,0,0,2.0,2.0,0.05,1.0,1.0
233,Gabriel Bares,SUI,"MF,DF",Montpellier,fr  Ligue 1,24-194,2000.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
234,Borna Barišić,CRO,DF,Leganés,es  La Liga,32-121,1992.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
235,Kike Barja,ESP,"FW,MF",Osasuna,es  La Liga,27-344,1997.0,2.7,0,4,1,25.0,1.46,0.36,0.0,0.0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
236,Ross Barkley,ENG,MF,Aston Villa,eng  Premier League,31-096,1993.0,6.2,3,14,4,28.6,2.27,0.65,0.21,0.75,13.8,0,0,0,1.7,1.7,0.12,1.3,1.3
237,Aymen Barkok,MAR,MF,Mainz 05,de  Bundesliga,26-294,1998.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
238,Harvey Barnes,ENG,FW,Newcastle Utd,eng  Premier League,27-092,1997.0,10.0,5,33,12,36.4,3.29,1.2,0.15,0.42,14.2,0,0,0,3.4,3.4,0.1,1.6,1.6
239,Enzo Barrenechea,ARG,MF,Valencia,es  La Liga,23-293,2001.0,15.5,1,10,2,20.0,0.64,0.13,0.1,0.5,15.9,0,0,0,1.1,1.1,0.11,-0.1,-0.1
240,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,es  La Liga,23-074,2001.0,10.1,1,19,5,26.3,1.89,0.5,0.05,0.2,14.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4
241,Pablo Barrios,ESP,MF,Atlético Madrid,es  La Liga,21-269,2003.0,17.8,0,23,5,21.7,1.29,0.28,0.0,0.0,24.0,0,0,0,0.9,0.9,0.04,-0.9,-0.9
242,Thierno Barry,FRA,FW,Villarreal,es  La Liga,22-141,2002.0,17.5,8,50,16,32.0,2.86,0.91,0.14,0.44,12.0,0,1,1,9.2,8.4,0.17,-1.2,-1.4
243,Davide Bartesaghi,ITA,DF,Milan,it  Serie A,19-072,2005.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
244,Marc Bartra,ESP,DF,Betis,es  La Liga,34-055,1991.0,14.3,2,14,4,28.6,0.98,0.28,0.14,0.5,17.9,1,0,0,1.1,1.1,0.08,0.9,0.9
245,Federico Baschirotto,ITA,DF,Lecce,it  Serie A,28-172,1996.0,28.0,0,12,4,33.3,0.43,0.14,0.0,0.0,11.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
246,Daniele Baselli,ITA,MF,Como,it  Serie A,32-364,1992.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
247,Calvin Bassey,NGA,DF,Fulham,eng  Premier League,25-070,1999.0,26.2,1,13,4,30.8,0.5,0.15,0.08,0.25,15.0,0,0,0,1.0,1.0,0.08,0.0,0.0
248,Aboubacar Bassinga,CIV,MF,Las Palmas,es  La Liga,19-241,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
249,Alessandro Bastoni,ITA,DF,Inter,it  Serie A,25-332,1999.0,22.4,1,10,2,20.0,0.45,0.09,0.1,0.5,13.1,0,0,0,0.6,0.6,0.06,0.4,0.4
250,Augusto Batalla,ARG,GK,Rayo Vallecano,es  La Liga,28-315,1996.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
251,Michy Batshuayi,BEL,"FW,DF",Eint Frankfurt,de  Bundesliga,31-160,1993.0,1.7,1,2,1,50.0,1.19,0.6,0.5,1.0,9.5,0,0,0,0.5,0.5,0.26,0.5,0.5
252,Dylan Batubinsika,COD,DF,Saint-Étienne,fr  Ligue 1,29-024,1996.0,20.9,0,5,1,20.0,0.24,0.05,0.0,0.0,11.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5
253,Maximilian Bauer,GER,DF,Augsburg,de  Bundesliga,25-030,2000.0,7.3,0,1,1,100.0,0.14,0.14,0.0,0.0,7.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2
254,Oliver Baumann,GER,GK,Hoffenheim,de  Bundesliga,34-282,1990.0,20.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
255,Christoph Baumgartner,AUT,MF,RB Leipzig,de  Bundesliga,25-222,1999.0,12.9,2,23,11,47.8,1.78,0.85,0.09,0.18,13.6,0,0,0,2.7,2.7,0.12,-0.7,-0.7
256,Rafael Bauza,ESP,MF,Espanyol,es  La Liga,20-040,2005.0,2.0,0,3,0,0.0,1.48,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
257,Adrian Beck,GER,"MF,FW",Heidenheim,de  Bundesliga,27-275,1997.0,9.6,2,22,6,27.3,2.3,0.63,0.09,0.33,18.6,0,0,0,2.0,2.0,0.09,0.0,0.0
258,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,es  La Liga,30-030,1995.0,10.8,2,22,13,59.1,2.04,1.2,0.09,0.15,19.1,0,0,0,2.0,2.0,0.09,0.0,0.0
259,Timo Becker,GER,DF,Holstein Kiel,de  Bundesliga,27-351,1997.0,19.1,0,13,4,30.8,0.68,0.21,0.0,0.0,18.0,1,0,0,1.2,1.2,0.1,-1.2,-1.2
260,Jan Bednarek,POL,DF,Southampton,eng  Premier League,28-333,1996.0,21.1,2,5,2,40.0,0.24,0.09,0.4,1.0,16.0,0,0,0,0.7,0.7,0.13,1.3,1.3
261,Donny van de Beek,NED,MF,Girona,es  La Liga,27-327,1997.0,14.0,2,14,4,28.6,1.0,0.29,0.14,0.5,13.7,0,0,0,1.3,1.2,0.09,0.7,0.8
262,Hannes Behrens,GER,DF,Hoffenheim,de  Bundesliga,,,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
263,Kevin Behrens,GER,FW,Wolfsburg,de  Bundesliga,34-036,1991.0,1.5,1,6,2,33.3,4.09,1.36,0.17,0.5,11.6,0,0,0,1.3,1.3,0.21,-0.3,-0.3
264,Maximilian Beier,GER,"FW,MF",Dortmund,de  Bundesliga,22-145,2002.0,13.7,5,29,8,27.6,2.11,0.58,0.17,0.63,13.6,0,0,0,4.5,4.5,0.15,0.5,0.5
265,Luken Beitia,ESP,DF,Real Sociedad,es  La Liga,20-254,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
266,Ismael Bekhoucha,MAR,MF,Getafe,es  La Liga,20-111,2004.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
267,Reda Belahyane,MAR,MF,Hellas Verona,it  Serie A,20-283,2004.0,18.4,0,6,2,33.3,0.33,0.11,0.0,0.0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
268,Reda Belahyane,MAR,MF,Lazio,it  Serie A,20-283,2004.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
269,Haris Belkebla,ALG,MF,Angers,fr  Ligue 1,31-042,1994.0,18.6,0,3,0,0.0,0.16,0.0,0.0,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
270,Yassin Belkhdim,FRA,"MF,FW",Angers,fr  Ligue 1,23-025,2002.0,9.5,0,6,3,50.0,0.63,0.32,0.0,0.0,18.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5
271,Stefan Bell,GER,DF,Mainz 05,de  Bundesliga,33-199,1991.0,13.1,0,8,2,25.0,0.61,0.15,0.0,0.0,11.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6
272,Armel Bella Kotchap,GER,DF,Southampton,eng  Premier League,23-090,2001.0,2.7,0,1,0,0.0,0.37,0.0,0.0,,9.1,0,0,0,0.3,0.3,0.32,-0.3,-0.3
273,Raoul Bellanova,ITA,DF,Torino,it  Serie A,24-298,2000.0,1.0,0,1,0,0.0,1.03,0.0,0.0,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0
274,Raoul Bellanova,ITA,DF,Atalanta,it  Serie A,24-298,2000.0,18.6,0,16,5,31.3,0.86,0.27,0.0,0.0,15.1,0,0,0,1.0,1.0,0.06,-1.0,-1.0
