,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
934,James Garner,ENG,"MF,DF",Everton,eng  Premier League,23-363,2001.0,8.7,20,2.3,14,6,0,0,0,0,4,0.46,3,1,0,0,0,0
935,Yarek Gasiorowski,ESP,DF,Valencia,es  La Liga,20-058,2005.0,10.4,7,0.67,5,1,0,0,1,0,0,0.0,0,0,0,0,0,0
936,Federico Gatti,ITA,DF,Juventus,it  Serie A,26-260,1998.0,23.8,25,1.05,16,0,1,5,1,2,2,0.08,0,0,0,1,1,0
937,Gavi,ESP,MF,Barcelona,es  La Liga,20-218,2004.0,4.9,16,3.24,15,0,1,0,0,0,1,0.2,1,0,0,0,0,0
938,Paulo Gazzaniga,ARG,GK,Girona,es  La Liga,33-068,1992.0,26.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
939,Jean-Philippe Gbamin,CIV,MF,Nantes,fr  Ligue 1,29-167,1995.0,2.4,4,1.67,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
940,Mory Gbane,CIV,"DF,MF",Reims,fr  Ligue 1,24-076,2000.0,4.5,5,1.11,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
941,Yann Gboho,FRA,"MF,FW",Toulouse,fr  Ligue 1,24-056,2001.0,18.5,66,3.57,44,0,11,4,6,1,3,0.16,2,0,0,1,0,0
942,David de Gea,ESP,GK,Fiorentina,it  Serie A,34-124,1990.0,25.0,7,0.28,5,2,0,0,0,0,3,0.12,2,1,0,0,0,0
943,Viggo Gebel,GER,MF,RB Leipzig,de  Bundesliga,17-109,2007.0,0.2,1,6.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
944,Lutsharel Geertruida,NED,DF,RB Leipzig,de  Bundesliga,24-236,2000.0,13.6,20,1.47,17,1,0,0,0,2,0,0.0,0,0,0,0,0,0
945,Dennis Geiger,GER,"MF,FW",Hoffenheim,de  Bundesliga,26-274,1998.0,5.6,17,3.0,16,0,0,0,1,0,0,0.0,0,0,0,0,0,0
946,Valentin Gendrey,FRA,DF,Lecce,it  Serie A,24-263,2000.0,2.0,3,1.5,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
947,Valentin Gendrey,FRA,DF,Hoffenheim,de  Bundesliga,24-263,2000.0,12.5,33,2.64,26,4,1,1,1,0,3,0.24,1,2,0,0,0,0
948,Denis Genreau,AUS,MF,Toulouse,fr  Ligue 1,25-294,1999.0,2.5,8,3.24,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
949,Tyrique George,ENG,FW,Chelsea,eng  Premier League,19-035,2006.0,0.8,5,6.08,4,0,1,0,0,0,1,1.22,1,0,0,0,0,0
950,Yannick Gerhardt,GER,"MF,DF",Wolfsburg,de  Bundesliga,30-363,1994.0,11.5,18,1.56,13,0,1,1,3,0,1,0.09,1,0,0,0,0,0
951,Max Geschwill,GER,DF,Holstein Kiel,de  Bundesliga,23-247,2001.0,13.5,23,1.7,17,2,0,2,0,2,2,0.15,1,0,0,0,0,1
952,Daniele Ghilardi,ITA,DF,Hellas Verona,it  Serie A,22-064,2003.0,13.6,11,0.81,7,0,0,0,3,1,1,0.07,1,0,0,0,0,0
953,Lautaro Gianetti,ARG,DF,Udinese,it  Serie A,31-118,1993.0,9.3,4,0.43,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
954,Dimitris Giannoulis,GRE,DF,Augsburg,de  Bundesliga,29-145,1995.0,20.8,47,2.26,39,2,2,2,1,1,6,0.29,5,0,0,1,0,0
955,Morgan Gibbs-White,ENG,MF,Nott'ham Forest,eng  Premier League,25-043,2000.0,21.4,82,3.82,68,0,2,6,4,2,14,0.65,10,0,0,3,1,0
956,Samuel Gigot,FRA,DF,Lazio,it  Serie A,31-150,1993.0,3.8,3,0.78,3,0,0,0,0,0,1,0.26,1,0,0,0,0,0
957,Armin Gigovic,BIH,MF,Holstein Kiel,de  Bundesliga,22-339,2002.0,15.1,27,1.79,18,2,1,1,5,0,4,0.27,0,1,1,0,2,0
958,Bryan Gil,ESP,"FW,MF",Girona,es  La Liga,24-028,2001.0,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0
959,Mario Gila,ESP,DF,Lazio,it  Serie A,24-194,2000.0,23.2,25,1.08,23,0,0,1,0,1,1,0.04,1,0,0,0,0,0
960,Billy Gilmour,SCO,MF,Brighton,eng  Premier League,23-273,2001.0,1.1,3,2.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
961,Billy Gilmour,SCO,MF,Napoli,it  Serie A,23-273,2001.0,6.5,17,2.62,13,2,1,1,0,0,2,0.31,2,0,0,0,0,0
962,Benedikt Gimber,GER,DF,Heidenheim,de  Bundesliga,28-020,1997.0,21.7,11,0.51,9,0,0,1,0,1,0,0.0,0,0,0,0,0,0
963,Santiago Giménez,MEX,FW,Milan,it  Serie A,23-327,2001.0,4.9,10,2.05,7,0,2,1,0,0,2,0.41,1,0,1,0,0,0
964,Gvidas Gineitis,LTU,MF,Torino,it  Serie A,20-330,2004.0,9.7,31,3.19,19,6,0,3,2,1,2,0.21,1,0,0,0,0,1
965,Matthias Ginter,GER,DF,Freiburg,de  Bundesliga,31-051,1994.0,20.5,20,0.98,14,2,0,2,2,0,2,0.1,1,0,0,0,1,0
966,Jamie Gittens,ENG,"FW,MF",Dortmund,de  Bundesliga,20-215,2004.0,17.7,66,3.73,33,0,26,5,2,0,10,0.56,4,0,6,0,0,0
967,Serge Gnabry,GER,"FW,MF",Bayern Munich,de  Bundesliga,29-240,1995.0,8.5,33,3.88,25,0,5,2,0,1,7,0.82,4,0,2,0,0,1
968,Ben Godfrey,ENG,DF,Ipswich Town,eng  Premier League,27-055,1998.0,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
969,Ben Godfrey,ENG,DF,Atalanta,it  Serie A,27-055,1998.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
970,Martial Godo,ENG,FW,Fulham,eng  Premier League,21-362,2003.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
971,Saba Goglichidze,GEO,DF,Empoli,it  Serie A,20-259,2004.0,21.6,8,0.37,7,0,0,0,0,1,0,0.0,0,0,0,0,0,0
972,Edoardo Goldaniga,ITA,DF,Como,it  Serie A,31-129,1993.0,19.1,16,0.84,11,2,0,3,0,0,2,0.1,1,0,0,1,0,0
973,Pierluigi Gollini,ITA,GK,Genoa,it  Serie A,29-358,1995.0,7.0,4,0.57,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
974,Aleksandr Golovin,RUS,"MF,FW",Monaco,fr  Ligue 1,28-285,1996.0,12.6,47,3.72,35,3,4,4,1,0,1,0.08,1,0,0,0,0,0
975,André Gomes,POR,MF,Lille,fr  Ligue 1,31-224,1993.0,8.7,22,2.54,21,0,1,0,0,0,0,0.0,0,0,0,0,0,0
976,Angel Gomes,ENG,MF,Lille,fr  Ligue 1,24-192,2000.0,8.2,28,3.42,24,2,0,0,2,0,3,0.37,3,0,0,0,0,0
977,João Gomes,BRA,MF,Wolves,eng  Premier League,24-027,2001.0,24.0,49,2.04,39,1,4,1,2,2,3,0.13,3,0,0,0,0,0
978,Rodrigo Gomes,POR,"DF,FW",Wolves,eng  Premier League,21-247,2003.0,6.3,14,2.22,12,0,1,1,0,0,0,0.0,0,0,0,0,0,0
979,Toti Gomes,POR,DF,Wolves,eng  Premier League,26-054,1999.0,19.0,14,0.74,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
980,Carlos Gómez,COL,"MF,FW",Rennes,fr  Ligue 1,22-180,2002.0,3.5,12,3.39,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0
981,Dani Gómez,ESP,FW,Valencia,es  La Liga,26-224,1998.0,5.9,6,1.02,4,0,0,1,0,1,0,0.0,0,0,0,0,0,0
982,Diego Gómez,PAR,MF,Brighton,eng  Premier League,21-349,2003.0,2.0,7,3.5,6,0,0,1,0,0,1,0.5,1,0,0,0,0,0
983,Joe Gomez,ENG,DF,Liverpool,eng  Premier League,27-292,1997.0,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
984,Moi Gómez,ESP,"MF,FW",Osasuna,es  La Liga,30-261,1994.0,7.4,17,2.3,14,3,0,0,0,0,0,0.0,0,0,0,0,0,0
985,Sergi Gómez,ESP,DF,Espanyol,es  La Liga,32-348,1992.0,7.2,4,0.55,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
986,Sergio Gómez,ESP,"MF,DF",Real Sociedad,es  La Liga,24-188,2000.0,22.2,76,3.42,40,30,1,3,1,1,7,0.32,6,1,0,0,0,0
987,Unai Gómez,ESP,"MF,FW",Athletic Club,es  La Liga,21-290,2003.0,8.4,18,2.16,12,3,1,1,1,0,2,0.24,1,0,0,1,0,0
988,Tidiam Gomis,FRA,MF,RB Leipzig,de  Bundesliga,18-215,2006.0,0.0,2,60.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
989,Fabio González,ESP,MF,Las Palmas,es  La Liga,28-027,1997.0,0.6,2,3.4,2,0,0,0,0,0,1,1.7,1,0,0,0,0,0
990,Nicolás González,ESP,MF,Manchester City,eng  Premier League,23-067,2002.0,3.3,10,2.99,10,0,0,0,0,0,1,0.3,1,0,0,0,0,0
991,Nicolás González,ARG,FW,Juventus,it  Serie A,26-339,1998.0,11.3,24,2.12,18,0,1,2,2,1,4,0.35,3,0,0,1,0,0
992,Urko González,ESP,MF,Espanyol,es  La Liga,23-356,2001.0,3.7,3,0.81,3,0,0,0,0,0,1,0.27,1,0,0,0,0,0
993,Urko González,ESP,MF,Real Sociedad,es  La Liga,23-356,2001.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
994,Anthony Gordon,ENG,FW,Newcastle Utd,eng  Premier League,24-015,2001.0,23.4,96,4.1,69,10,7,3,7,0,12,0.51,9,1,1,0,1,0
995,Leon Goretzka,GER,MF,Bayern Munich,de  Bundesliga,30-033,1995.0,10.9,22,2.02,16,0,2,2,1,1,2,0.18,2,0,0,0,0,0
996,Mathieu Gorgelin,FRA,GK,Le Havre,fr  Ligue 1,34-218,1990.0,8.0,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
997,Andoni Gorosabel,ESP,DF,Athletic Club,es  La Liga,28-219,1996.0,10.2,23,2.26,22,1,0,0,0,0,2,0.2,2,0,0,0,0,0
998,Robin Gosens,GER,DF,Fiorentina,it  Serie A,30-249,1994.0,21.9,54,2.47,41,5,2,4,1,1,10,0.46,6,1,0,3,0,0
999,Robin Gosens,GER,DF,Union Berlin,de  Bundesliga,30-249,1994.0,1.0,5,5.0,3,0,0,1,0,1,1,1.0,1,0,0,0,0,0
1000,Mario Götze,GER,"MF,FW",Eint Frankfurt,de  Bundesliga,32-281,1992.0,14.1,42,2.98,41,1,0,0,0,0,2,0.14,2,0,0,0,0,0
1001,Amine Gouiri,ALG,"FW,MF",Marseille,fr  Ligue 1,25-023,2000.0,5.1,34,6.7,15,10,1,8,0,0,5,0.98,2,1,0,2,0,0
1002,Amine Gouiri,ALG,"MF,FW",Rennes,fr  Ligue 1,25-023,2000.0,11.5,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
1003,Lucas Gourna-Douath,FRA,MF,Roma,it  Serie A,21-218,2003.0,1.5,1,0.66,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1004,Jeffrey Gouweleeuw,NED,DF,Augsburg,de  Bundesliga,33-244,1991.0,23.7,25,1.05,21,3,0,0,0,1,4,0.17,3,0,0,0,0,1
1005,Kamil Grabara,POL,GK,Wolfsburg,de  Bundesliga,26-062,1999.0,19.7,6,0.3,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1006,Jonathan Gradit,FRA,DF,Lens,fr  Ligue 1,32-107,1992.0,16.5,19,1.15,17,0,1,1,0,0,0,0.0,0,0,0,0,0,0
1007,José Gragera,ESP,MF,Espanyol,es  La Liga,24-101,2000.0,6.3,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0
1008,Samuel Grandsir,FRA,"MF,FW",Le Havre,fr  Ligue 1,28-209,1996.0,0.9,4,4.29,2,1,0,0,0,1,0,0.0,0,0,0,0,0,0
1009,Alberto Grassi,ITA,MF,Empoli,it  Serie A,30-004,1995.0,15.9,16,1.01,14,0,0,0,1,1,1,0.06,0,0,0,0,1,0
1010,Ryan Gravenberch,NED,MF,Liverpool,eng  Premier League,22-299,2002.0,27.5,52,1.89,46,0,3,2,0,1,6,0.22,6,0,0,0,0,0
1011,Archie Gray,ENG,DF,Tottenham,eng  Premier League,18-364,2006.0,12.8,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1012,Jack Grealish,ENG,"FW,MF",Manchester City,eng  Premier League,29-182,1995.0,6.8,40,5.9,35,1,3,0,0,1,2,0.3,1,0,0,0,0,1
1013,Jacob Greaves,ENG,DF,Ipswich Town,eng  Premier League,24-180,2000.0,18.0,11,0.61,10,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1014,Mason Greenwood,ENG,"FW,MF",Marseille,fr  Ligue 1,23-161,2001.0,23.0,94,4.08,57,10,9,11,7,0,16,0.69,12,0,1,2,1,0
1015,Michael Gregoritsch,AUT,FW,Freiburg,de  Bundesliga,30-327,1994.0,4.7,15,3.19,12,0,0,2,0,1,5,1.06,3,0,0,2,0,0
1016,Dominik Greif,SVK,GK,Mallorca,es  La Liga,27-339,1997.0,22.0,4,0.18,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1017,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,es  La Liga,33-355,1991.0,21.5,74,3.44,55,13,0,3,2,1,10,0.47,9,0,0,1,0,0
1018,Vincenzo Grifo,ITA,"FW,MF",Freiburg,de  Bundesliga,31-338,1993.0,19.2,89,4.63,49,24,6,9,1,0,10,0.52,5,4,1,0,0,0
1019,Florian Grillitsch,AUT,MF,Valladolid,es  La Liga,29-216,1995.0,2.7,15,5.51,13,0,1,0,1,0,1,0.37,1,0,0,0,0,0
1020,Florian Grillitsch,AUT,MF,Hoffenheim,de  Bundesliga,29-216,1995.0,6.7,17,2.55,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1021,Álex Grimaldo,ESP,DF,Leverkusen,de  Bundesliga,29-172,1995.0,21.6,108,5.0,56,36,6,7,3,0,9,0.42,4,3,0,1,1,0
1022,Pascal Groß,GER,"MF,DF",Dortmund,de  Bundesliga,33-269,1991.0,19.1,72,3.78,42,25,0,3,1,1,10,0.53,9,0,0,0,0,1
1023,Brajan Gruda,GER,"FW,MF",Brighton,eng  Premier League,20-284,2004.0,4.2,18,4.26,13,2,2,0,1,0,2,0.47,1,1,0,0,0,0
1024,Marco Grüll,AUT,"FW,MF",Werder Bremen,de  Bundesliga,26-248,1998.0,11.4,32,2.81,23,0,2,4,3,0,3,0.26,2,0,0,1,0,0
1025,Albert Grønbaek,DEN,"MF,FW",Southampton,eng  Premier League,23-292,2001.0,1.5,2,1.33,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
1026,Albert Grønbaek,DEN,"MF,FW",Rennes,fr  Ligue 1,23-292,2001.0,9.0,29,3.21,17,5,3,2,2,0,5,0.55,1,1,2,0,1,0
1027,Vicente Guaita,ESP,GK,Celta Vigo,es  La Liga,38-060,1987.0,23.0,1,0.04,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1028,Sergi Guardiola,ESP,FW,Rayo Vallecano,es  La Liga,33-286,1991.0,2.9,9,3.13,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1029,Nemanja Gudelj,SRB,"DF,MF",Sevilla,es  La Liga,33-115,1991.0,20.8,28,1.35,14,11,0,0,1,2,2,0.1,0,2,0,0,0,0
1030,Gabriel Gudmundsson,SWE,DF,Lille,fr  Ligue 1,25-316,1999.0,16.6,25,1.51,19,2,1,1,2,0,0,0.0,0,0,0,0,0,0
1031,Gonçalo Guedes,POR,"MF,FW",Wolves,eng  Premier League,28-102,1996.0,8.3,22,2.65,20,0,1,0,1,0,8,0.96,7,0,1,0,0,0
1032,Axel Gueguin,FRA,FW,Montpellier,fr  Ligue 1,19-352,2005.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1033,Marc Guéhi,ENG,DF,Crystal Palace,eng  Premier League,24-241,2000.0,27.0,28,1.04,23,0,0,3,2,0,3,0.11,3,0,0,0,0,0
1034,Mattéo Guendouzi,FRA,MF,Lazio,it  Serie A,25-331,1999.0,27.5,88,3.2,78,3,2,3,1,1,7,0.25,7,0,0,0,0,0
1035,Javier Guerra,ESP,MF,Valencia,es  La Liga,22-069,2003.0,19.4,50,2.57,35,5,3,3,3,1,5,0.26,3,0,0,2,0,0
1036,Raphaël Guerreiro,POR,"DF,MF",Bayern Munich,de  Bundesliga,31-079,1993.0,13.8,48,3.47,44,3,0,1,0,0,8,0.58,7,0,0,1,0,0
1037,Evann Guessand,CIV,"FW,MF",Nice,fr  Ligue 1,23-253,2001.0,23.7,81,3.42,52,0,12,6,7,4,15,0.63,9,0,2,2,1,1
1038,Ander Guevara,ESP,MF,Alavés,es  La Liga,27-247,1997.0,15.8,28,1.77,26,1,1,0,0,0,5,0.32,5,0,0,0,0,0
1039,Pape Gueye,SEN,"MF,FW",Villarreal,es  La Liga,26-046,1999.0,18.6,36,1.93,29,2,0,2,1,2,6,0.32,4,1,0,1,0,0
1040,Morgan Guilavogui,GUI,"FW,MF",St. Pauli,de  Bundesliga,27-001,1998.0,14.5,41,2.82,29,0,6,2,2,2,2,0.14,1,0,1,0,0,0
1041,Frederic Guilbert,FRA,DF,Lecce,it  Serie A,30-077,1994.0,20.6,28,1.36,19,7,0,0,0,2,2,0.1,2,0,0,0,0,0
1042,Luis Guilherme,BRA,"MF,FW",West Ham,eng  Premier League,19-030,2006.0,0.6,6,9.47,3,1,0,1,1,0,0,0.0,0,0,0,0,0,0
1043,Hugo Guillamón,ESP,MF,Valencia,es  La Liga,25-039,2000.0,4.0,7,1.73,6,0,1,0,0,0,1,0.25,1,0,0,0,0,0
1044,Bruno Guimarães,BRA,MF,Newcastle Utd,eng  Premier League,27-115,1997.0,26.9,91,3.38,80,3,2,0,4,2,14,0.52,13,1,0,0,0,0
1045,Carlos Guirao,ESP,MF,Betis,es  La Liga,21-318,2003.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1046,Bahereba Guirassy,FRA,"FW,MF",Nantes,fr  Ligue 1,18-194,2006.0,3.5,9,2.56,6,0,2,0,1,0,2,0.57,0,0,2,0,0,0
1047,Serhou Guirassy,GUI,FW,Dortmund,de  Bundesliga,28-364,1996.0,21.7,33,1.52,21,0,1,6,5,0,5,0.23,2,0,0,1,2,0
1048,Marc Guiu,ESP,FW,Chelsea,eng  Premier League,19-066,2006.0,0.8,1,1.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1049,Péter Gulácsi,HUN,GK,RB Leipzig,de  Bundesliga,34-309,1990.0,23.5,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1050,Arda Güler,TUR,"MF,FW",Real Madrid,es  La Liga,20-014,2005.0,7.1,36,5.06,25,3,4,3,0,1,6,0.84,3,1,0,2,0,0
1051,Gerard Gumbau,ESP,MF,Rayo Vallecano,es  La Liga,30-083,1994.0,6.8,24,3.54,14,9,1,0,0,0,1,0.15,1,0,0,0,0,0
1052,Robert Gumny,POL,DF,Augsburg,de  Bundesliga,26-280,1998.0,1.6,5,3.06,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1053,İlkay Gündoğan,GER,MF,Manchester City,eng  Premier League,34-138,1990.0,16.1,50,3.11,42,4,3,1,0,0,6,0.37,5,1,0,0,0,0
1054,Christian Günter,GER,DF,Freiburg,de  Bundesliga,32-011,1993.0,22.8,44,1.93,34,5,0,3,2,0,3,0.13,2,1,0,0,0,0
1055,Jon Guridi,ESP,"MF,FW",Alavés,es  La Liga,30-011,1995.0,15.9,32,2.01,23,3,1,3,1,1,6,0.38,4,0,1,1,0,0
1056,Gorka Guruzeta,ESP,FW,Athletic Club,es  La Liga,28-180,1996.0,14.4,20,1.39,14,1,0,4,0,1,1,0.07,1,0,0,0,0,0
1057,Malo Gusto,FRA,DF,Chelsea,eng  Premier League,21-296,2003.0,17.2,44,2.56,43,0,0,1,0,0,4,0.23,4,0,0,0,0,0
1058,Miguel Gutiérrez,ESP,"DF,MF",Girona,es  La Liga,23-227,2001.0,22.5,63,2.8,49,10,0,3,1,0,7,0.31,5,1,0,1,0,0
1059,Albert Guðmundsson,ISL,"MF,FW",Fiorentina,it  Serie A,27-269,1997.0,8.6,24,2.78,15,2,1,3,3,0,2,0.23,0,0,0,0,2,0
1060,Joško Gvardiol,CRO,DF,Manchester City,eng  Premier League,23-047,2002.0,26.4,60,2.27,56,1,2,1,0,0,6,0.23,5,0,1,0,0,0
1061,Emmanuel Gyasi,GHA,"DF,FW",Empoli,it  Serie A,31-059,1994.0,27.1,22,0.81,18,3,0,0,1,0,3,0.11,2,1,0,0,0,0
1062,Christian Gytkjær,DEN,FW,Venezia,it  Serie A,34-309,1990.0,3.6,4,1.11,3,0,0,1,0,0,1,0.28,0,0,0,1,0,0
1063,Erling Haaland,NOR,FW,Manchester City,eng  Premier League,24-233,2000.0,26.6,61,2.3,42,0,8,10,1,0,8,0.3,5,0,2,1,0,0
1064,Nicolas Haas,SUI,MF,Empoli,it  Serie A,29-047,1996.0,3.2,8,2.51,6,0,0,0,0,2,0,0.0,0,0,0,0,0,0
1065,Janik Haberer,GER,"MF,DF",Union Berlin,de  Bundesliga,30-343,1994.0,10.9,22,2.02,17,1,0,2,2,0,0,0.0,0,0,0,0,0,0
1066,Robin Hack,GER,FW,Gladbach,de  Bundesliga,26-196,1998.0,16.8,45,2.67,35,2,2,3,2,1,7,0.42,7,0,0,0,0,0
1067,Saad El Haddad,MAR,MF,Venezia,it  Serie A,19-230,2005.0,0.3,2,6.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1068,Munir El Haddadi,MAR,"FW,MF",Leganés,es  La Liga,29-191,1995.0,5.7,8,1.41,4,0,1,1,2,0,1,0.18,0,0,0,1,0,0
1069,Amadou Haidara,MLI,MF,RB Leipzig,de  Bundesliga,27-039,1998.0,12.3,24,1.96,21,0,0,2,1,0,3,0.24,2,0,0,1,0,0
1070,Massadio Haïdara,MLI,DF,Brest,fr  Ligue 1,32-099,1992.0,11.7,14,1.19,10,1,0,0,3,0,1,0.09,1,0,0,0,0,0
1071,Antoine Hainaut,FRA,"DF,MF",Parma,it  Serie A,23-021,2002.0,9.1,13,1.43,10,0,1,1,1,0,2,0.22,2,0,0,0,0,0
1072,Mohamed Haj,TUN,MF,Parma,it  Serie A,19-350,2005.0,4.7,20,4.21,16,1,1,1,1,0,2,0.42,1,0,0,1,0,0
1073,Achraf Hakimi,MAR,DF,Paris S-G,fr  Ligue 1,26-127,1998.0,18.3,88,4.81,79,2,3,0,3,1,10,0.55,9,0,1,0,0,0
1074,Lewis Hall,ENG,DF,Newcastle Utd,eng  Premier League,20-184,2004.0,24.3,63,2.59,44,18,0,0,1,0,6,0.25,5,1,0,0,0,0
1075,Sébastien Haller,CIV,FW,Leganés,es  La Liga,30-262,1994.0,4.5,4,0.89,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
1076,Ali Al Hamadi,IRQ,FW,Ipswich Town,eng  Premier League,23-010,2002.0,1.5,8,5.37,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0
1077,Andreas Hanche-Olsen,NOR,DF,Mainz 05,de  Bundesliga,28-053,1997.0,7.6,4,0.53,3,0,0,1,0,0,1,0.13,1,0,0,0,0,0
1078,Florent Hanin,ALG,DF,Angers,fr  Ligue 1,35-035,1990.0,21.1,49,2.32,38,5,0,1,3,2,7,0.33,7,0,0,0,0,0
1079,Ridgeciano Haps,SUR,DF,Venezia,it  Serie A,31-272,1993.0,11.3,16,1.42,12,0,1,2,1,0,0,0.0,0,0,0,0,0,0
1080,Amine Harit,MAR,MF,Marseille,fr  Ligue 1,27-266,1997.0,5.2,27,5.15,22,2,1,0,1,1,7,1.33,6,0,0,0,1,0
1081,Marcus Harness,ENG,MF,Ipswich Town,eng  Premier League,29-015,1996.0,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1082,Phil Harres,GER,FW,Holstein Kiel,de  Bundesliga,22-351,2002.0,14.5,19,1.31,12,0,0,3,4,0,5,0.35,1,0,0,2,2,0
1083,Jack Harrison,ENG,FW,Everton,eng  Premier League,28-111,1996.0,15.8,42,2.65,29,5,3,2,3,0,3,0.19,1,0,0,1,1,0
1084,Abdou Harroui,NED,"MF,FW",Hellas Verona,it  Serie A,27-057,1998.0,5.1,15,2.92,13,0,2,0,0,0,3,0.58,3,0,0,0,0,0
1085,Taylor Harwood-Bellis,ENG,DF,Southampton,eng  Premier League,23-040,2002.0,22.6,29,1.29,24,0,0,3,1,1,2,0.09,1,0,0,1,0,0
1086,Hans Hateboer,NED,DF,Rennes,fr  Ligue 1,31-061,1994.0,16.7,26,1.56,25,0,0,1,0,0,1,0.06,1,0,0,0,0,0
1087,Kjetil Haug,NOR,GK,Toulouse,fr  Ligue 1,26-272,1998.0,4.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1088,Kai Havertz,GER,"FW,MF",Arsenal,eng  Premier League,25-273,1999.0,20.4,41,2.01,34,0,1,6,0,0,3,0.15,2,0,0,1,0,0
1089,Ayden Heaven,ENG,DF,Manchester Utd,eng  Premier League,18-170,2006.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1090,Jan Paul van Hecke,NED,DF,Brighton,eng  Premier League,24-276,2000.0,24.9,43,1.73,38,2,0,3,0,0,3,0.12,3,0,0,0,0,0
1091,Hwang Hee-chan,KOR,"MF,FW",Wolves,eng  Premier League,29-044,1996.0,7.1,9,1.27,8,0,0,1,0,0,1,0.14,1,0,0,0,0,0
1092,Dean Henderson,ENG,GK,Crystal Palace,eng  Premier League,27-364,1997.0,28.0,2,0.07,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
1093,Liam Henderson,SCO,MF,Empoli,it  Serie A,28-320,1996.0,18.9,45,2.38,37,7,1,0,0,0,3,0.16,3,0,0,0,0,0
1094,Ramon Hendriks,NED,DF,Stuttgart,de  Bundesliga,23-236,2001.0,8.7,8,0.92,4,2,1,1,0,0,0,0.0,0,0,0,0,0,0
1095,Paul Hennrich,GER,MF,Hoffenheim,de  Bundesliga,20-005,2005.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1096,Benjamin Henrichs,GER,DF,RB Leipzig,de  Bundesliga,28-016,1997.0,10.4,20,1.93,18,1,0,1,0,0,4,0.39,4,0,0,0,0,0
1097,Luis Henrique,BRA,"DF,FW",Marseille,fr  Ligue 1,23-087,2001.0,21.8,86,3.95,69,6,7,4,0,0,11,0.51,11,0,0,0,0,0
1098,Rico Henry,ENG,DF,Brentford,eng  Premier League,27-246,1997.0,0.0,1,22.5,1,0,0,0,0,0,1,22.5,1,0,0,0,0,0
1099,Mads Hermansen,DEN,GK,Leicester City,eng  Premier League,24-243,2000.0,20.5,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1100,Mario Hermoso,ESP,DF,Roma,it  Serie A,29-266,1995.0,2.8,4,1.43,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
