,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
2092,Marcus Rashford,ENG,FW,Aston Villa,eng  Premier League,27-131,1997.0,2.2,17,7.57,10,1,3,1,2,0,3,1.34,2,0,0,1,0,0
2093,Giacomo Raspadori,ITA,"FW,MF",Napoli,it  Serie A,25-021,2000.0,7.3,33,4.49,19,8,2,3,1,0,2,0.27,1,0,0,0,1,0
2094,Andrei Ratiu,ROU,DF,Rayo Vallecano,es  La Liga,26-264,1998.0,24.2,61,2.52,44,3,6,5,1,2,4,0.17,2,0,0,2,0,0
2095,Raúl,ESP,"FW,MF",Osasuna,es  La Liga,24-128,2000.0,6.6,11,1.67,4,0,3,2,2,0,1,0.15,0,0,1,0,0,0
2096,David Raum,GER,DF,RB Leipzig,de  Bundesliga,26-323,1998.0,14.9,56,3.75,31,21,2,0,0,2,4,0.27,3,1,0,0,0,0
2097,Federico Ravaglia,ITA,GK,Bologna,it  Serie A,25-120,1999.0,8.0,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2098,Rayan Raveloson,MAD,"MF,DF",Auxerre,fr  Ligue 1,28-054,1997.0,8.0,17,2.11,12,2,0,2,1,0,0,0.0,0,0,0,0,0,0
2099,David Raya,ESP,GK,Arsenal,eng  Premier League,29-177,1995.0,28.0,3,0.11,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2100,Abderrahman Rebbach,ALG,"FW,MF",Alavés,es  La Liga,26-212,1998.0,4.3,10,2.34,7,0,1,2,0,0,0,0.0,0,0,0,0,0,0
2101,Ante Rebić,CRO,"FW,MF",Lecce,it  Serie A,31-171,1993.0,6.6,26,3.93,15,6,3,0,2,0,0,0.0,0,0,0,0,0,0
2102,Harrison Reed,ENG,MF,Fulham,eng  Premier League,30-043,1995.0,0.9,1,1.15,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2103,Remy Rees-Dottin,ENG,FW,Bournemouth,eng  Premier League,19-005,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2104,Sergio Reguilón,ESP,DF,Tottenham,eng  Premier League,28-085,1996.0,1.4,1,0.73,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2105,Bobby Reid,JAM,"FW,MF",Leicester City,eng  Premier League,32-037,1993.0,7.1,12,1.69,8,0,0,2,2,0,3,0.42,1,0,0,1,1,0
2106,Tijjani Reijnders,NED,MF,Milan,it  Serie A,26-225,1998.0,24.8,90,3.64,59,13,10,6,2,0,8,0.32,4,1,1,2,0,0
2107,Pepe Reina,ESP,GK,Como,it  Serie A,42-192,1982.0,10.0,1,0.1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2108,Rocco Reitz,GER,MF,Gladbach,de  Bundesliga,22-286,2002.0,13.9,33,2.37,25,0,1,0,2,5,4,0.29,4,0,0,0,0,0
2109,Nicolai Remberg,GER,MF,Holstein Kiel,de  Bundesliga,24-265,2000.0,19.2,23,1.2,20,0,0,2,1,0,3,0.16,3,0,0,0,0,0
2110,Álex Remiro,ESP,GK,Real Sociedad,es  La Liga,29-352,1995.0,26.0,6,0.23,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2111,Devyne Rensch,NED,DF,Roma,it  Serie A,22-052,2003.0,2.9,6,2.09,2,1,0,1,2,0,1,0.35,1,0,0,0,0,0
2112,Guillaume Restes,FRA,GK,Toulouse,fr  Ligue 1,20-000,2005.0,20.3,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2113,Mateo Retegui,ITA,FW,Atalanta,it  Serie A,25-316,1999.0,17.7,51,2.88,41,0,1,5,4,0,10,0.56,7,0,0,2,1,0
2114,Elvis Rexhbeçaj,KVX,MF,Augsburg,de  Bundesliga,27-130,1997.0,16.1,43,2.66,25,10,0,5,3,0,4,0.25,4,0,0,0,0,0
2115,Gio Reyna,USA,MF,Dortmund,de  Bundesliga,22-118,2002.0,3.6,6,1.64,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
2116,Chadi Riad,MAR,DF,Crystal Palace,eng  Premier League,21-267,2003.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2117,Alexsandro Ribeiro,BRA,DF,Lille,fr  Ligue 1,25-214,1999.0,22.0,28,1.27,26,0,0,1,0,1,4,0.18,4,0,0,0,0,0
2118,Samuele Ricci,ITA,MF,Torino,it  Serie A,23-202,2001.0,25.3,39,1.54,35,2,0,0,2,0,4,0.16,4,0,0,0,0,0
2119,Declan Rice,ENG,MF,Arsenal,eng  Premier League,26-056,1999.0,23.0,84,3.66,44,27,3,3,5,2,7,0.3,4,2,0,1,0,0
2120,Chris Richards,USA,DF,Crystal Palace,eng  Premier League,24-348,2000.0,14.9,6,0.4,3,0,0,2,0,1,2,0.13,0,0,0,2,0,0
2121,Amir Richardson,MAR,MF,Fiorentina,it  Serie A,23-046,2002.0,8.0,14,1.75,12,0,1,0,1,0,3,0.38,2,0,0,0,1,0
2122,Richarlison,BRA,FW,Tottenham,eng  Premier League,27-305,1997.0,3.1,8,2.57,5,0,0,2,1,0,1,0.32,1,0,0,0,0,0
2123,Diego Rico,ESP,DF,Getafe,es  La Liga,32-016,1993.0,24.0,64,2.67,40,19,1,2,2,0,7,0.29,2,2,1,1,1,0
2124,Fabian Rieder,SUI,"MF,FW",Stuttgart,de  Bundesliga,23-023,2002.0,7.5,28,3.76,15,4,2,4,3,0,5,0.67,2,1,1,0,1,0
2125,Luis Rioja,ESP,FW,Alavés,es  La Liga,31-146,1993.0,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2126,Luis Rioja,ESP,"MF,FW",Valencia,es  La Liga,31-146,1993.0,23.9,56,2.34,44,5,4,1,1,1,8,0.33,6,1,0,1,0,0
2127,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es  La Liga,24-343,2000.0,4.6,20,4.34,19,1,0,0,0,0,1,0.22,1,0,0,0,0,0
2128,Alberto Risco,ESP,"MF,FW",Getafe,es  La Liga,19-193,2005.0,0.8,6,7.71,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2129,Mihailo Ristić,SRB,"MF,DF",Celta Vigo,es  La Liga,29-131,1995.0,2.2,2,0.89,1,1,0,0,0,0,1,0.45,1,0,0,0,0,0
2130,Lars Ritzka,GER,"DF,MF",St. Pauli,de  Bundesliga,26-308,1998.0,7.7,10,1.3,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2131,Gorka Rivera Alonso,ESP,"DF,MF",Getafe,es  La Liga,20-222,2004.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2132,Sergi Roberto,ESP,MF,Como,it  Serie A,33-032,1992.0,6.9,23,3.34,19,3,0,1,0,0,1,0.15,1,0,0,0,0,0
2133,Andrew Robertson,SCO,DF,Liverpool,eng  Premier League,31-000,1994.0,22.4,65,2.9,54,9,0,1,0,1,3,0.13,3,0,0,0,0,0
2134,Antonee Robinson,USA,DF,Fulham,eng  Premier League,27-215,1997.0,27.2,68,2.5,63,1,1,2,0,1,11,0.4,11,0,0,0,0,0
2135,Marc Roca,ESP,MF,Betis,es  La Liga,28-105,1996.0,10.1,24,2.38,19,1,2,1,0,1,1,0.1,1,0,0,0,0,0
2136,Rodri,ESP,MF,Manchester City,eng  Premier League,28-262,1996.0,0.7,2,2.77,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2137,Rodri,ESP,FW,Betis,es  La Liga,24-299,2000.0,1.3,11,8.39,7,2,0,1,0,1,0,0.0,0,0,0,0,0,0
2138,Adrian Rodriguez,ESP,GK,Alavés,es  La Liga,24-089,2000.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2139,Álvaro Rodríguez,URU,FW,Getafe,es  La Liga,20-240,2004.0,6.8,6,0.89,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2140,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,es  La Liga,26-256,1998.0,11.0,32,2.91,20,4,3,2,2,1,5,0.45,3,1,0,0,0,1
2141,Damián Rodríguez,ESP,MF,Celta Vigo,es  La Liga,21-359,2003.0,7.9,17,2.14,11,6,0,0,0,0,2,0.25,2,0,0,0,0,0
2142,Dani Rodríguez,ESP,"MF,FW",Mallorca,es  La Liga,36-278,1988.0,17.7,47,2.65,24,19,0,3,1,0,9,0.51,7,2,0,0,0,0
2143,Guido Rodríguez,ARG,MF,West Ham,eng  Premier League,30-333,1994.0,11.3,10,0.88,8,0,0,2,0,0,0,0.0,0,0,0,0,0,0
2144,James Rodríguez,COL,"MF,FW",Rayo Vallecano,es  La Liga,33-242,1991.0,1.6,6,3.86,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0
2145,Javi Rodríguez,ESP,DF,Celta Vigo,es  La Liga,21-258,2003.0,18.6,24,1.29,19,0,1,1,3,0,3,0.16,3,0,0,0,0,0
2146,Jesus Rodríguez,ESP,FW,Betis,es  La Liga,19-110,2005.0,7.5,21,2.81,9,0,6,1,5,0,4,0.54,2,0,0,1,1,0
2147,Kirian Rodríguez,ESP,MF,Las Palmas,es  La Liga,29-006,1996.0,19.5,49,2.51,43,2,1,0,2,1,7,0.36,7,0,0,0,0,0
2148,Ricardo Rodríguez,SUI,DF,Betis,es  La Liga,32-198,1992.0,9.7,19,1.97,15,1,0,2,0,1,1,0.1,1,0,0,0,0,0
2149,Rodrygo,BRA,"FW,MF",Real Madrid,es  La Liga,24-061,2001.0,18.3,94,5.14,60,17,9,2,5,1,9,0.49,7,0,1,0,1,0
2150,Mads Roerslev,DEN,DF,Brentford,eng  Premier League,25-260,1999.0,12.2,21,1.72,18,0,1,1,1,0,2,0.16,2,0,0,0,0,0
2151,Mads Roerslev,DEN,DF,Wolfsburg,de  Bundesliga,25-260,1999.0,2.8,6,2.13,5,0,0,0,1,0,2,0.71,2,0,0,0,0,0
2152,Morgan Rogers,ENG,"MF,FW",Aston Villa,eng  Premier League,22-228,2002.0,26.0,80,3.08,61,0,8,7,4,0,9,0.35,7,0,1,0,1,0
2153,Merlin Röhl,GER,"MF,FW",Freiburg,de  Bundesliga,22-249,2002.0,10.1,24,2.37,18,0,1,2,2,1,3,0.3,1,0,0,1,1,0
2154,Alessio Romagnoli,ITA,DF,Lazio,it  Serie A,30-058,1995.0,20.7,14,0.68,12,0,0,2,0,0,1,0.05,1,0,0,0,0,0
2155,Leo Román,ESP,GK,Mallorca,es  La Liga,24-248,2000.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2156,Carlos Romero,ESP,"DF,MF",Espanyol,es  La Liga,23-133,2001.0,16.5,31,1.88,20,9,2,0,0,0,2,0.12,1,1,0,0,0,0
2157,Cristian Romero,ARG,DF,Tottenham,eng  Premier League,26-318,1998.0,11.5,16,1.39,13,0,0,3,0,0,2,0.17,2,0,0,0,0,0
2158,Isaac Romero,ESP,FW,Sevilla,es  La Liga,24-297,2000.0,20.0,34,1.7,23,1,4,2,4,0,6,0.3,4,0,1,1,0,0
2159,Luka Romero,ARG,"FW,MF",Alavés,es  La Liga,20-113,2004.0,2.2,8,3.62,4,1,1,0,1,1,1,0.45,1,0,0,0,0,0
2160,Oriol Romeu,ESP,MF,Girona,es  La Liga,33-168,1991.0,11.8,11,0.93,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2161,Valentin Rongier,FRA,"MF,DF",Marseille,fr  Ligue 1,30-094,1994.0,10.5,24,2.29,21,0,0,2,0,1,4,0.38,4,0,0,0,0,0
2162,Marten de Roon,NED,"MF,DF",Atalanta,it  Serie A,33-347,1991.0,25.0,55,2.2,44,9,0,0,0,2,13,0.52,11,2,0,0,0,0
2163,Vitor Roque,BRA,FW,Betis,es  La Liga,20-011,2005.0,13.7,34,2.48,19,0,5,5,5,0,4,0.29,0,0,0,1,3,0
2164,Pablo Rosario,NED,"MF,DF",Nice,fr  Ligue 1,28-063,1997.0,14.3,27,1.89,23,0,1,1,0,2,2,0.14,2,0,0,0,0,0
2165,Lasse Rosenboom,GER,DF,Holstein Kiel,de  Bundesliga,23-051,2002.0,12.0,18,1.49,16,0,0,1,1,0,1,0.08,1,0,0,0,0,0
2166,Max Rosenfelder,GER,DF,Freiburg,de  Bundesliga,22-029,2003.0,9.4,11,1.16,7,0,2,0,1,1,0,0.0,0,0,0,0,0,0
2167,Valentin Rosier,FRA,DF,Leganés,es  La Liga,28-204,1996.0,21.1,22,1.04,15,4,3,0,0,0,5,0.24,4,0,1,0,0,0
2168,Tom Rothe,GER,"DF,MF",Union Berlin,de  Bundesliga,20-133,2004.0,13.6,29,2.14,19,4,0,3,3,0,5,0.37,3,0,0,1,1,0
2169,Anthony Rouault,FRA,DF,Rennes,fr  Ligue 1,23-286,2001.0,1.8,2,1.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2170,Anthony Rouault,FRA,DF,Stuttgart,de  Bundesliga,23-286,2001.0,13.5,11,0.82,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0
2171,Jonas Rouhi,SWE,DF,Juventus,it  Serie A,21-063,2004.0,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2172,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,de  Bundesliga,32-064,1993.0,1.2,1,0.81,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2173,Nicolò Rovella,ITA,MF,Lazio,it  Serie A,23-097,2001.0,21.3,53,2.49,42,4,2,0,3,2,2,0.09,2,0,0,0,0,0
2174,Jon Rowe,ENG,"FW,MF",Marseille,fr  Ligue 1,21-315,2003.0,5.8,22,3.82,11,2,5,4,0,0,5,0.87,2,0,1,2,0,0
2175,Amir Rrahmani,KVX,DF,Napoli,it  Serie A,31-015,1994.0,28.0,31,1.11,25,2,0,4,0,0,3,0.11,1,1,0,1,0,0
2176,Tommaso Rubino,ITA,MF,Fiorentina,it  Serie A,18-121,2006.0,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2177,Antonio Rüdiger,GER,DF,Real Madrid,es  La Liga,32-008,1993.0,21.1,24,1.14,16,0,0,5,3,0,2,0.09,1,0,0,0,1,0
2178,Matteo Ruggeri,ITA,DF,Atalanta,it  Serie A,22-243,2002.0,16.4,30,1.83,26,1,1,2,0,0,3,0.18,3,0,0,0,0,0
2179,Aitor Ruibal,ESP,"FW,DF",Betis,es  La Liga,28-354,1996.0,7.5,24,3.18,20,2,1,1,0,0,2,0.27,2,0,0,0,0,0
2180,Abel Ruiz,ESP,FW,Girona,es  La Liga,25-042,2000.0,12.2,9,0.74,5,0,0,3,1,0,1,0.08,0,0,0,1,0,0
2181,Ferrán Ruiz,ESP,MF,Girona,es  La Liga,21-319,2003.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2182,Fabián Ruiz Peña,ESP,MF,Paris S-G,fr  Ligue 1,28-342,1996.0,15.8,64,4.04,56,0,2,5,0,1,8,0.5,7,0,0,1,0,0
2183,Gerónimo Rulli,ARG,GK,Marseille,fr  Ligue 1,32-295,1992.0,25.0,5,0.2,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0
2184,Georginio Rutter,FRA,"MF,FW",Brighton,eng  Premier League,22-325,2002.0,17.6,58,3.3,33,0,8,7,8,2,6,0.34,3,0,2,1,0,0
2185,Mathew Ryan,AUS,GK,Lens,fr  Ligue 1,32-337,1992.0,5.0,1,0.2,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2186,Julian Ryerson,NOR,DF,Dortmund,de  Bundesliga,27-114,1997.0,17.2,39,2.27,31,5,3,0,0,0,3,0.17,2,0,1,0,0,0
2187,Frederik Rønnow,DEN,GK,Union Berlin,de  Bundesliga,32-219,1992.0,20.0,5,0.25,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2188,José Sá,POR,GK,Wolves,eng  Premier League,32-053,1993.0,21.0,4,0.19,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2189,Elias Saad,TUN,"FW,MF",St. Pauli,de  Bundesliga,25-074,1999.0,6.8,27,4.0,13,0,4,4,5,1,4,0.59,1,0,2,1,0,0
2190,Youssouf Sabaly,SEN,DF,Betis,es  La Liga,32-006,1993.0,14.1,16,1.14,14,1,1,0,0,0,2,0.14,2,0,0,0,0,0
2191,Emmanuel Sabbi,USA,"FW,MF",Le Havre,fr  Ligue 1,27-077,1997.0,7.3,20,2.76,10,0,4,2,3,1,2,0.28,1,0,0,1,0,0
2192,Stefano Sabelli,ITA,DF,Genoa,it  Serie A,32-057,1993.0,16.4,24,1.46,22,1,0,0,1,0,1,0.06,1,0,0,0,0,0
2193,Marcel Sabitzer,AUT,"MF,FW",Dortmund,de  Bundesliga,30-359,1994.0,16.0,34,2.13,22,3,1,3,1,4,5,0.31,2,0,0,0,1,2
2194,Falaye Sacko,MLI,DF,Montpellier,fr  Ligue 1,29-314,1995.0,10.6,19,1.79,19,0,0,0,0,0,1,0.09,1,0,0,0,0,0
2195,Umar Sadiq,NGA,FW,Valencia,es  La Liga,28-037,1997.0,4.1,8,1.96,4,0,2,1,0,1,1,0.24,0,0,1,0,0,0
2196,Umar Sadiq,NGA,FW,Real Sociedad,es  La Liga,28-037,1997.0,2.5,3,1.19,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2197,Alexis Saelemaekers,BEL,"DF,FW",Roma,it  Serie A,25-257,1999.0,9.8,34,3.47,27,0,2,3,2,0,6,0.61,2,0,1,2,1,0
2198,Alexis Saelemaekers,BEL,"DF,FW",Milan,it  Serie A,25-257,1999.0,1.0,9,9.0,6,3,0,0,0,0,0,0.0,0,0,0,0,0,0
2199,Jorge Sáenz,ESP,DF,Leganés,es  La Liga,28-114,1996.0,10.9,8,0.73,6,0,0,0,1,1,0,0.0,0,0,0,0,0,0
2200,Matvei Safonov,RUS,GK,Paris S-G,fr  Ligue 1,26-014,1999.0,6.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2201,Modibo Sagnan,MLI,DF,Montpellier,fr  Ligue 1,25-331,1999.0,19.8,12,0.61,9,0,2,0,1,0,2,0.1,1,0,1,0,0,0
2202,Richie Sagrado,BEL,DF,Venezia,it  Serie A,21-040,2004.0,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2203,Osame Sahraoui,MAR,"FW,MF",Lille,fr  Ligue 1,23-273,2001.0,11.7,58,4.94,49,1,4,3,1,0,6,0.51,5,0,0,1,0,0
2204,Wesley Saïd,FRA,"FW,MF",Lens,fr  Ligue 1,29-326,1995.0,7.0,21,3.0,13,0,5,1,2,0,0,0.0,0,0,0,0,0,0
2205,Théo Sainte-Luce,FRA,DF,Montpellier,fr  Ligue 1,26-142,1998.0,7.2,9,1.25,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0
2206,Bukayo Saka,ENG,"FW,MF",Arsenal,eng  Premier League,23-187,2001.0,14.1,89,6.32,52,17,9,8,3,0,21,1.49,12,5,2,1,1,0
2207,Faik Sakar,GER,MF,RB Leipzig,de  Bundesliga,17-056,2008.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2208,Marco Sala,ITA,DF,Como,it  Serie A,25-280,1999.0,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2209,Marco Sala,ITA,DF,Lecce,it  Serie A,25-280,1999.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2210,Ibrahim Salah,MAR,FW,Brest,fr  Ligue 1,23-193,2001.0,4.0,11,2.76,8,0,2,1,0,0,2,0.5,1,0,0,1,0,0
2211,Mohamed Salah,EGY,FW,Liverpool,eng  Premier League,32-269,1992.0,28.5,131,4.59,96,1,17,11,4,2,23,0.81,17,0,4,2,0,0
2212,Anass Salah-Eddine,NED,DF,Roma,it  Serie A,23-052,2002.0,1.7,4,2.37,4,0,0,0,0,0,1,0.59,1,0,0,0,0,0
2213,Amine Salama,FRA,FW,Reims,fr  Ligue 1,24-236,2000.0,4.1,8,1.93,5,0,0,2,0,1,0,0.0,0,0,0,0,0,0
2214,Jan Salas,ESP,MF,Mallorca,es  La Liga,19-213,2005.0,0.2,1,4.74,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2215,Kike Salas,ESP,DF,Sevilla,es  La Liga,22-322,2002.0,15.4,15,0.97,12,0,0,3,0,0,4,0.26,4,0,0,0,0,0
2216,Manolis Saliakas,GRE,"MF,DF",St. Pauli,de  Bundesliga,28-180,1996.0,17.1,46,2.69,33,8,1,2,2,0,3,0.18,2,0,0,0,1,0
2217,William Saliba,FRA,DF,Arsenal,eng  Premier League,23-352,2001.0,25.3,20,0.79,19,0,0,0,0,1,1,0.04,1,0,0,0,0,0
2218,Mohammed Salisu,GHA,DF,Monaco,fr  Ligue 1,25-328,1999.0,11.3,14,1.24,11,0,0,2,0,1,1,0.09,1,0,0,0,0,0
2219,Roland Sallai,HUN,"FW,MF",Freiburg,de  Bundesliga,27-293,1997.0,0.5,3,5.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
2220,Yoann Salmier,GUF,DF,Le Havre,fr  Ligue 1,32-110,1992.0,8.9,3,0.34,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0
2221,Lazar Samardzic,SRB,"MF,FW",Atalanta,it  Serie A,23-015,2002.0,10.8,67,6.18,40,12,8,6,0,1,6,0.55,5,0,0,1,0,0
2222,Diadie Samassékou,MLI,MF,Hoffenheim,de  Bundesliga,29-059,1996.0,3.2,4,1.24,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
2223,Mama Samba Baldé,GNB,FW,Lyon,fr  Ligue 1,29-125,1995.0,0.4,1,2.73,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2224,Mama Samba Baldé,GNB,FW,Brest,fr  Ligue 1,29-125,1995.0,11.0,39,3.55,27,0,3,2,5,2,5,0.45,4,0,0,0,1,0
2225,Brice Samba,FRA,GK,Rennes,fr  Ligue 1,30-320,1994.0,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2226,Brice Samba,FRA,GK,Lens,fr  Ligue 1,30-320,1994.0,15.0,4,0.27,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2227,Albert Sambi Lokonga,BEL,MF,Sevilla,es  La Liga,25-140,1999.0,12.6,22,1.74,21,0,0,1,0,0,2,0.16,2,0,0,0,0,0
2228,Junior Sambia,FRA,"DF,FW",Empoli,it  Serie A,28-185,1996.0,1.9,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2229,Chuky san jose,ESP,"MF,FW",Valladolid,es  La Liga,20-316,2004.0,3.5,6,1.7,3,2,0,0,1,0,0,0.0,0,0,0,0,0,0
2230,Antonio Sanabria,PAR,FW,Torino,it  Serie A,29-007,1996.0,12.5,19,1.53,13,1,0,2,3,0,3,0.24,1,1,0,0,1,0
2231,Oihan Sancet,ESP,MF,Athletic Club,es  La Liga,24-320,2000.0,15.0,40,2.67,31,0,4,4,1,0,7,0.47,4,0,1,2,0,0
2232,Alexis Sánchez,CHI,FW,Udinese,it  Serie A,36-082,1988.0,3.4,13,3.84,9,0,0,2,2,0,0,0.0,0,0,0,0,0,0
2233,Antonio Sánchez,ESP,"MF,DF",Mallorca,es  La Liga,28-069,1997.0,10.3,15,1.46,9,2,1,2,1,0,0,0.0,0,0,0,0,0,0
2234,Iván Sánchez,ESP,"MF,FW",Valladolid,es  La Liga,32-169,1992.0,10.3,35,3.42,23,5,2,0,4,1,4,0.39,4,0,0,0,0,0
2235,Javi Sánchez,ESP,DF,Valladolid,es  La Liga,27-362,1997.0,18.4,12,0.65,11,0,0,1,0,0,1,0.05,0,0,0,1,0,0
2236,Juanlu Sánchez,ESP,"MF,DF",Sevilla,es  La Liga,21-208,2003.0,12.5,23,1.84,21,0,0,2,0,0,3,0.24,3,0,0,0,0,0
2237,Manu Sánchez,ESP,DF,Alavés,es  La Liga,24-199,2000.0,19.7,29,1.47,19,3,0,5,2,0,2,0.1,1,0,0,1,0,0
2238,Robert Sánchez,ESP,GK,Chelsea,eng  Premier League,27-113,1997.0,22.0,4,0.18,3,1,0,0,0,0,2,0.09,1,1,0,0,0,0
2239,Jadon Sancho,ENG,FW,Chelsea,eng  Premier League,24-351,2000.0,15.1,55,3.65,48,0,3,1,3,0,10,0.66,9,0,0,0,1,0
2240,Philipp Sander,GER,MF,Gladbach,de  Bundesliga,27-018,1998.0,12.9,23,1.78,15,4,1,3,0,0,1,0.08,1,0,0,0,0,0
2241,James Sands,USA,"MF,DF",St. Pauli,de  Bundesliga,24-248,2000.0,5.0,7,1.39,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2242,Leroy Sané,GER,FW,Bayern Munich,de  Bundesliga,29-059,1996.0,12.3,52,4.22,37,1,4,3,5,2,7,0.57,6,0,0,0,0,1
2243,Arouna Sangante,SEN,DF,Le Havre,fr  Ligue 1,22-333,2002.0,8.8,11,1.25,9,2,0,0,0,0,0,0.0,0,0,0,0,0,0
2244,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng  Premier League,27-099,1997.0,3.0,4,1.31,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
2245,Nhoa Sangui,FRA,"DF,MF",Reims,fr  Ligue 1,19-012,2006.0,10.5,13,1.23,11,2,0,0,0,0,3,0.28,2,1,0,0,0,0
2246,Maroan Sannadi,ESP,FW,Athletic Club,es  La Liga,24-038,2001.0,2.4,8,3.32,4,0,2,2,0,0,0,0.0,0,0,0,0,0,0
2247,Kaishu Sano,JPN,MF,Mainz 05,de  Bundesliga,24-071,2000.0,24.8,48,1.93,41,0,1,2,2,2,5,0.2,4,0,0,0,0,1
2248,Nicola Sansone,ITA,"MF,FW",Lecce,it  Serie A,33-182,1991.0,0.7,5,6.92,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0
2249,Baptiste Santamaria,FRA,MF,Nice,fr  Ligue 1,30-002,1995.0,6.7,13,1.95,9,0,0,3,1,0,1,0.15,1,0,0,0,0,0
2250,Baptiste Santamaria,FRA,MF,Rennes,fr  Ligue 1,30-002,1995.0,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0
2251,Jesús Santiago,ESP,MF,Getafe,es  La Liga,20-290,2004.0,3.5,4,1.14,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
2252,Andrey Santos,BRA,MF,Strasbourg,fr  Ligue 1,20-312,2004.0,22.7,42,1.85,33,0,1,1,2,5,3,0.13,1,0,0,0,1,1
2253,Kauã Santos,BRA,GK,Eint Frankfurt,de  Bundesliga,21-334,2003.0,4.5,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2254,Tiago Santos,POR,DF,Lille,fr  Ligue 1,22-231,2002.0,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0
2255,Pablo Sarabia,ESP,"MF,FW",Wolves,eng  Premier League,32-304,1992.0,6.0,17,2.82,12,4,1,0,0,0,2,0.33,1,0,1,0,0,0
2256,Jeremy Sarmiento,ECU,MF,Brighton,eng  Premier League,22-268,2002.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2257,Amin Sarr,SWE,FW,Hellas Verona,it  Serie A,24-000,2001.0,12.8,31,2.43,27,0,2,2,0,0,2,0.16,1,0,0,1,0,0
2258,Ismaila Sarr,SEN,"MF,FW",Crystal Palace,eng  Premier League,27-014,1998.0,21.4,88,4.1,62,0,6,7,13,0,8,0.37,5,0,1,0,2,0
