,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
1991,Théo Pellenard,FRA,DF,Auxerre,fr  Ligue 1,31-007,1994.0,0.5,20,11,8,2,0,0,2,6,0,0,0,0,15,1,0
1992,Andy Pelmard,FRA,DF,Lecce,it  Serie A,24-364,2000.0,1.4,34,25,9,1,0,0,0,8,0,0,0,0,27,0,1
1993,Andy Pelmard,FRA,DF,Las Palmas,es  La Liga,24-364,2000.0,2.3,115,97,18,3,0,0,2,15,0,0,0,0,98,0,3
1994,Timothee Pembele,FRA,DF,Le Havre,fr  Ligue 1,22-183,2002.0,7.7,316,277,38,8,0,1,24,30,0,0,0,0,247,1,20
1995,Faris Pemi Moumbagna,CMR,FW,Marseille,fr  Ligue 1,24-253,2000.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Iñaki Peña,ESP,GK,Barcelona,es  La Liga,26-009,1999.0,14.5,588,484,104,27,0,0,0,0,0,0,0,0,521,0,0
1997,Rubén Peña,ESP,"FW,DF",Osasuna,es  La Liga,33-236,1991.0,7.1,249,222,26,1,0,1,42,21,4,2,1,0,147,1,16
1998,Nicolas Pépé,CIV,"FW,MF",Villarreal,es  La Liga,29-286,1995.0,9.5,387,357,26,5,3,2,15,4,8,3,0,0,309,4,15
1999,Peque,ESP,"FW,MF",Sevilla,es  La Liga,22-158,2002.0,8.9,240,224,16,0,4,0,6,0,3,1,0,0,191,0,11
2000,Óscar Perea,COL,MF,Strasbourg,fr  Ligue 1,19-165,2005.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
2001,Andreas Pereira,BRA,MF,Fulham,eng  Premier League,29-069,1996.0,16.5,771,612,156,39,4,8,123,6,81,35,37,0,540,3,17
2002,Mathias Pereira Lage,POR,"FW,MF",Brest,fr  Ligue 1,28-101,1996.0,9.3,259,217,40,13,1,0,57,2,25,10,15,0,157,2,14
2003,Pedro Pereira,POR,DF,Monza,it  Serie A,27-048,1998.0,21.1,727,632,94,3,1,1,49,91,0,0,0,0,555,1,22
2004,Ricardo Pereira,POR,DF,Leicester City,eng  Premier League,31-156,1993.0,1.7,103,88,15,2,0,0,1,13,0,0,0,0,90,0,1
2005,Gastón Pereiro,URU,MF,Genoa,it  Serie A,29-273,1995.0,0.3,15,13,2,1,0,0,1,0,1,1,0,0,11,0,1
2006,Daniel Peretz,ISR,GK,Bayern Munich,de  Bundesliga,24-244,2000.0,3.0,103,94,9,2,1,0,0,0,0,0,0,0,79,0,0
2007,Ayoze Pérez,ESP,FW,Villarreal,es  La Liga,31-225,1993.0,13.0,228,202,24,2,3,0,11,1,0,0,0,0,175,2,8
2008,Carles Pérez,ESP,"MF,FW",Getafe,es  La Liga,27-023,1998.0,14.3,292,273,17,9,1,0,39,1,7,4,1,0,190,2,9
2009,Francisco Perez,ESP,"FW,MF",Valencia,es  La Liga,22-183,2002.0,4.0,148,142,6,0,1,2,18,5,1,0,0,0,111,0,9
2010,Kike Pérez,ESP,MF,Venezia,it  Serie A,28-025,1997.0,5.1,270,225,43,20,2,3,26,8,15,11,1,0,194,2,6
2011,Kike Pérez,ESP,MF,Valladolid,es  La Liga,28-025,1997.0,13.2,564,481,78,37,2,13,33,5,18,4,10,0,440,5,7
2012,Luis Pérez,ESP,DF,Valladolid,es  La Liga,30-035,1995.0,24.9,1049,837,208,21,2,6,90,187,0,0,0,0,792,4,25
2013,Nehuén Pérez,ARG,DF,Udinese,it  Serie A,24-260,2000.0,2.0,60,51,9,7,0,2,0,0,0,0,0,0,49,0,1
2014,Simone Perilli,ITA,GK,Hellas Verona,it  Serie A,30-063,1995.0,1.0,23,12,11,5,0,0,0,0,0,0,0,0,9,0,0
2015,Mattia Perin,ITA,GK,Juventus,it  Serie A,32-121,1992.0,5.0,182,165,17,5,0,0,0,0,0,0,0,0,145,0,0
2016,Romain Perraud,FRA,DF,Betis,es  La Liga,27-170,1997.0,15.7,844,661,179,26,0,3,52,153,0,0,0,0,661,4,38
2017,Lucas Perri,BRA,GK,Lyon,fr  Ligue 1,27-091,1997.0,25.0,812,636,172,45,0,3,0,0,0,0,0,0,601,4,1
2018,Gaëtan Perrin,FRA,"MF,FW",Auxerre,fr  Ligue 1,28-277,1996.0,21.0,695,548,141,38,5,5,116,6,79,27,42,0,483,6,23
2019,Máximo Perrone,ARG,MF,Como,it  Serie A,22-063,2003.0,14.0,878,847,29,25,3,4,3,3,1,0,0,0,788,2,9
2020,Noah Pesch,CRO,FW,Gladbach,de  Bundesliga,19-297,2005.0,0.1,4,3,1,0,0,0,0,1,0,0,0,0,2,0,0
2021,Matteo Pessina,ITA,MF,Monza,it  Serie A,27-324,1997.0,9.5,490,462,26,14,0,1,6,0,0,0,0,0,424,2,3
2022,Andrea Petagna,ITA,FW,Monza,it  Serie A,29-254,1995.0,2.9,60,54,6,0,0,1,1,0,0,0,0,0,38,0,2
2023,Léo Pétrot,FRA,DF,Saint-Étienne,fr  Ligue 1,27-330,1997.0,20.3,997,836,159,14,1,2,35,140,5,5,0,0,790,2,24
2024,Đorđe Petrović,SRB,GK,Strasbourg,fr  Ligue 1,25-154,1999.0,22.0,1106,982,123,46,0,1,0,0,0,0,0,0,897,1,1
2025,Giuseppe Pezzella,ITA,"DF,FW",Empoli,it  Serie A,27-102,1997.0,23.0,939,686,248,19,2,0,136,207,19,5,10,0,624,5,46
2026,Valentín Pezzolesi,ESP,DF,Las Palmas,es  La Liga,17-329,2007.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0
2027,Luca Philipp,GER,GK,Hoffenheim,de  Bundesliga,24-103,2000.0,5.0,169,116,52,21,0,0,0,0,0,0,0,0,109,1,0
2028,Maximilian Philipp,GER,"MF,FW",Freiburg,de  Bundesliga,31-010,1994.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
2029,Kalvin Phillips,ENG,MF,Ipswich Town,eng  Premier League,29-099,1995.0,12.4,495,460,34,21,1,6,18,2,11,8,2,1,394,1,8
2030,Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,eng  Premier League,23-031,2002.0,3.7,86,85,1,0,1,0,4,1,0,0,0,0,63,0,9
2031,Jaden Philogene Bidace,ENG,"FW,DF",Ipswich Town,eng  Premier League,23-031,2002.0,4.2,112,110,1,0,0,1,13,1,0,0,0,0,85,1,4
2032,Pica,ESP,DF,Alavés,es  La Liga,23-069,2002.0,5.4,198,185,12,4,0,1,2,1,0,0,0,0,152,1,2
2033,Roberto Piccoli,ITA,FW,Cagliari,it  Serie A,24-043,2001.0,26.1,398,350,45,0,0,2,5,3,0,0,0,0,268,3,13
2034,Benedikt Pichler,AUT,FW,Holstein Kiel,de  Bundesliga,27-234,1997.0,8.3,199,182,17,0,2,0,9,0,0,0,0,0,125,0,9
2035,Jordan Pickford,ENG,GK,Everton,eng  Premier League,31-004,1994.0,28.0,1173,825,339,153,0,5,0,0,0,0,0,0,764,9,0
2036,Amos Pieper,GER,DF,Werder Bremen,de  Bundesliga,27-053,1998.0,8.0,441,411,29,13,0,5,4,5,0,0,0,0,365,1,4
2037,Marvin Pieringer,GER,"FW,MF",Heidenheim,de  Bundesliga,25-158,1999.0,16.4,371,355,15,1,2,0,8,3,0,0,0,0,238,1,17
2038,Nicholas Pierini,ITA,MF,Venezia,it  Serie A,26-217,1998.0,0.9,20,18,2,0,0,0,3,0,2,0,2,0,15,0,0
2039,Santiago Pierotti,ARG,FW,Lecce,it  Serie A,23-342,2001.0,15.5,313,300,10,2,2,2,14,7,0,0,0,0,223,3,17
2040,Balthazar Pierret,FRA,MF,Lecce,it  Serie A,24-300,2000.0,14.5,646,628,17,13,0,6,8,0,4,3,1,0,547,1,5
2041,Andrea Pinamonti,ITA,FW,Genoa,it  Serie A,25-296,1999.0,24.0,508,465,40,1,3,2,14,1,0,0,0,0,318,3,21
2042,Ethan Pinnock,JAM,DF,Brentford,eng  Premier League,31-286,1993.0,19.3,1016,895,121,14,0,0,9,39,0,0,0,0,871,0,8
2043,Yeremi Pino,ESP,MF,Villarreal,es  La Liga,22-142,2002.0,14.6,467,459,8,1,4,1,35,6,1,0,0,0,338,0,29
2044,Niccolò Pisilli,ITA,MF,Roma,it  Serie A,20-169,2004.0,12.1,521,512,5,3,3,2,10,1,1,0,0,0,442,4,4
2045,Semuel Pizzignacco,ITA,GK,Monza,it  Serie A,23-191,2001.0,4.3,142,101,41,12,0,1,0,1,0,0,0,0,108,0,0
2046,Alassane Pléa,FRA,"MF,FW",Gladbach,de  Bundesliga,32-001,1993.0,14.6,586,553,26,1,14,7,31,5,1,0,0,0,422,7,30
2047,Tommaso Pobega,ITA,MF,Bologna,it  Serie A,25-239,1999.0,9.8,327,319,4,3,1,2,4,1,0,0,0,0,271,4,2
2048,Daniel Podence,POR,"MF,FW",Wolves,eng  Premier League,29-141,1995.0,0.5,16,15,1,1,0,0,1,0,0,0,0,0,11,0,2
2049,Joel Pohjanpalo,FIN,FW,Venezia,it  Serie A,30-179,1994.0,17.8,350,315,32,0,3,1,3,0,0,0,0,0,211,3,5
2050,Matteo Politano,ITA,"FW,MF",Napoli,it  Serie A,31-220,1993.0,21.9,910,816,89,13,1,8,166,20,55,46,2,1,628,5,44
2051,Alfie Pond,ENG,DF,Wolves,eng  Premier League,21-010,2004.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2052,Marin Pongračić,CRO,DF,Fiorentina,it  Serie A,27-181,1997.0,7.2,317,297,20,16,0,0,1,2,0,0,0,0,278,0,3
2053,Nick Pope,ENG,GK,Newcastle Utd,eng  Premier League,32-326,1992.0,18.0,520,342,178,43,0,0,0,0,0,0,0,0,367,0,0
2054,Finn Porath,GER,"DF,MF",Holstein Kiel,de  Bundesliga,28-016,1997.0,18.2,603,486,112,15,0,3,67,82,6,4,1,0,398,5,22
2055,Pedro Porro,ESP,DF,Tottenham,eng  Premier League,25-179,1999.0,25.3,1626,1322,298,46,4,11,157,212,40,3,33,0,1194,6,63
2056,Portu,ESP,"FW,MF",Girona,es  La Liga,32-294,1992.0,3.4,114,100,12,3,0,0,16,0,8,5,2,0,81,2,5
2057,Stefan Posch,AUT,DF,Bologna,it  Serie A,27-301,1997.0,7.9,505,406,97,23,0,4,18,74,0,0,0,0,396,2,12
2058,Stefan Posch,AUT,DF,Atalanta,it  Serie A,27-301,1997.0,3.8,217,207,10,7,0,0,5,3,0,0,0,0,179,0,6
2059,Tom Pouilly,FRA,DF,Lens,fr  Ligue 1,21-266,2003.0,0.7,56,44,12,2,0,1,4,10,0,0,0,0,40,0,2
2060,Yussuf Poulsen,DEN,"FW,MF",RB Leipzig,de  Bundesliga,30-269,1994.0,3.1,102,100,1,1,0,0,1,0,0,0,0,0,61,1,6
2061,Beñat Prados,ESP,MF,Athletic Club,es  La Liga,24-031,2001.0,13.1,589,578,10,7,3,2,8,3,0,0,0,0,485,1,6
2062,Alexander Prass,AUT,DF,Hoffenheim,de  Bundesliga,23-289,2001.0,16.9,956,793,158,14,3,2,53,143,1,0,1,0,695,5,29
2063,Matteo Prati,ITA,MF,Cagliari,it  Serie A,21-073,2003.0,3.0,123,116,7,4,0,0,5,1,2,1,1,0,92,0,3
2064,Abdón Prats,ESP,"FW,MF",Mallorca,es  La Liga,32-094,1992.0,2.8,51,47,4,0,0,0,0,0,0,0,0,0,35,0,1
2065,Grischa Prömel,GER,MF,Hoffenheim,de  Bundesliga,30-061,1995.0,1.9,95,89,6,4,0,0,2,1,0,0,0,0,80,0,1
2066,Ivan Provedel,ITA,GK,Lazio,it  Serie A,30-359,1994.0,27.0,1017,854,160,57,0,3,0,0,0,0,0,0,783,3,1
2067,Ivan Prtajin,CRO,FW,Union Berlin,de  Bundesliga,28-301,1996.0,1.8,48,47,1,0,0,0,3,0,0,0,0,0,18,0,2
2068,Javi Puado,ESP,"FW,MF",Espanyol,es  La Liga,26-290,1998.0,22.8,451,431,18,0,4,4,18,3,1,0,0,0,337,2,12
2069,Tymoteusz Puchacz,POL,DF,Holstein Kiel,de  Bundesliga,26-047,1999.0,4.4,195,148,47,6,0,1,37,28,13,4,8,0,137,0,6
2070,Diego Pugno,ITA,FW,Juventus,it  Serie A,18-247,2006.0,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
2071,Christian Pulisic,USA,"FW,MF",Milan,it  Serie A,26-174,1998.0,18.2,750,667,78,16,11,1,94,12,50,35,4,0,571,5,18
2072,Jarell Quansah,ENG,DF,Liverpool,eng  Premier League,22-041,2003.0,3.2,221,203,18,7,0,1,2,11,0,0,0,0,201,0,1
2073,Leopold Querfeld,AUT,DF,Union Berlin,de  Bundesliga,21-081,2003.0,10.4,460,434,24,17,1,6,0,1,0,0,0,0,371,2,5
2074,Dani Raba,ESP,"FW,MF",Leganés,es  La Liga,29-133,1995.0,12.6,413,329,78,31,10,2,58,2,29,9,14,0,267,6,12
2075,Adrien Rabiot,FRA,MF,Marseille,fr  Ligue 1,29-342,1995.0,18.6,1107,1083,22,14,5,0,26,7,0,0,0,0,952,2,25
2076,Ionuț Radu,ROU,GK,Venezia,it  Serie A,27-287,1997.0,5.0,195,170,24,9,0,0,0,0,0,0,0,0,114,1,0
2077,Hamza Rafia,TUN,MF,Lecce,it  Serie A,25-343,1999.0,11.8,527,455,70,28,2,1,45,1,25,9,10,0,409,2,11
2078,Hákon Rafn Valdimarsson,ISL,GK,Brentford,eng  Premier League,23-149,2001.0,1.6,70,50,20,4,0,0,0,0,0,0,0,0,46,0,0
2079,Antonio Raillo,ESP,DF,Mallorca,es  La Liga,33-154,1991.0,25.6,1249,1127,121,45,1,2,2,1,0,0,0,0,1103,1,3
2080,Antonio Raimondo,ITA,"FW,DF",Venezia,it  Serie A,20-358,2004.0,1.0,26,24,2,0,1,0,1,1,0,0,0,0,17,0,0
2081,Ylber Ramadani,ALB,MF,Lecce,it  Serie A,28-333,1996.0,16.3,740,719,17,14,2,3,4,1,1,1,0,0,615,4,10
2082,Benito Ramírez,ESP,"DF,MF",Las Palmas,es  La Liga,29-243,1995.0,4.3,268,231,36,5,0,0,30,29,2,0,1,0,214,1,10
2083,Sandro Ramírez,ESP,"FW,MF",Las Palmas,es  La Liga,29-245,1995.0,17.2,492,423,64,16,1,3,88,3,45,13,25,0,313,5,17
2084,Gonçalo Ramos,POR,FW,Paris S-G,fr  Ligue 1,23-264,2001.0,6.5,135,134,1,0,1,0,0,1,0,0,0,0,107,0,6
2085,Aaron Ramsdale,ENG,GK,Southampton,eng  Premier League,26-301,1998.0,20.0,854,679,170,54,0,3,0,0,0,0,0,0,554,5,0
2086,Jacob Ramsey,ENG,"FW,MF",Aston Villa,eng  Premier League,23-287,2001.0,13.9,464,460,1,0,2,2,9,1,0,0,0,0,393,3,13
2087,Luca Ranieri,ITA,DF,Fiorentina,it  Serie A,25-322,1999.0,25.7,1341,1254,77,55,0,8,6,5,0,0,0,0,1164,10,8
2088,Grant Ranos,ARM,FW,Gladbach,de  Bundesliga,21-234,2003.0,0.2,12,11,1,0,0,0,0,1,0,0,0,0,8,0,0
2089,Lilian Raolisoa,FRA,"DF,FW",Angers,fr  Ligue 1,24-268,2000.0,8.8,369,287,79,14,2,3,46,54,11,2,5,1,259,3,13
2090,Raphinha,BRA,"FW,MF",Barcelona,es  La Liga,28-087,1996.0,23.6,1112,917,183,40,7,13,166,13,114,32,37,0,768,12,31
2091,Marcus Rashford,ENG,"FW,MF",Manchester Utd,eng  Premier League,27-131,1997.0,10.9,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10
2092,Marcus Rashford,ENG,FW,Aston Villa,eng  Premier League,27-131,1997.0,2.2,104,88,15,2,2,0,17,1,12,7,0,0,72,1,5
2093,Giacomo Raspadori,ITA,"FW,MF",Napoli,it  Serie A,25-021,2000.0,7.3,268,220,48,11,1,2,46,1,27,16,9,0,178,0,14
2094,Andrei Ratiu,ROU,DF,Rayo Vallecano,es  La Liga,26-264,1998.0,24.2,1231,994,229,5,3,1,57,224,0,0,0,0,997,8,39
2095,Raúl,ESP,"FW,MF",Osasuna,es  La Liga,24-128,2000.0,6.6,135,126,7,0,0,1,5,0,0,0,0,0,90,2,7
2096,David Raum,GER,DF,RB Leipzig,de  Bundesliga,26-323,1998.0,14.9,908,689,216,33,1,5,137,138,45,24,15,0,641,3,25
2097,Federico Ravaglia,ITA,GK,Bologna,it  Serie A,25-120,1999.0,8.0,312,262,50,21,0,1,0,0,0,0,0,0,251,0,0
2098,Rayan Raveloson,MAD,"MF,DF",Auxerre,fr  Ligue 1,28-054,1997.0,8.0,313,290,23,15,1,6,8,2,4,1,3,0,271,0,9
2099,David Raya,ESP,GK,Arsenal,eng  Premier League,29-177,1995.0,28.0,1022,844,175,66,0,1,0,0,0,0,0,0,756,3,0
2100,Abderrahman Rebbach,ALG,"FW,MF",Alavés,es  La Liga,26-212,1998.0,4.3,118,108,10,1,0,1,17,2,7,4,0,0,74,0,6
2101,Ante Rebić,CRO,"FW,MF",Lecce,it  Serie A,31-171,1993.0,6.6,236,217,18,0,2,0,29,2,8,5,3,0,147,1,20
2102,Harrison Reed,ENG,MF,Fulham,eng  Premier League,30-043,1995.0,0.9,49,42,6,3,0,0,5,0,1,0,1,0,36,1,3
2103,Remy Rees-Dottin,ENG,FW,Bournemouth,eng  Premier League,19-005,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Sergio Reguilón,ESP,DF,Tottenham,eng  Premier League,28-085,1996.0,1.4,105,88,16,1,0,0,10,13,2,1,1,0,73,1,4
2105,Bobby Reid,JAM,"FW,MF",Leicester City,eng  Premier League,32-037,1993.0,7.1,190,183,7,1,0,0,15,5,0,0,0,0,134,0,14
2106,Tijjani Reijnders,NED,MF,Milan,it  Serie A,26-225,1998.0,24.8,1114,1029,82,43,10,2,42,6,28,16,5,0,970,3,12
2107,Pepe Reina,ESP,GK,Como,it  Serie A,42-192,1982.0,10.0,311,259,52,26,0,0,0,0,0,0,0,0,234,0,0
2108,Rocco Reitz,GER,MF,Gladbach,de  Bundesliga,22-286,2002.0,13.9,644,617,24,18,8,2,14,4,0,0,0,0,518,3,10
2109,Nicolai Remberg,GER,MF,Holstein Kiel,de  Bundesliga,24-265,2000.0,19.2,719,703,14,12,0,6,8,2,0,0,0,0,553,2,11
2110,Álex Remiro,ESP,GK,Real Sociedad,es  La Liga,29-352,1995.0,26.0,920,664,253,80,0,2,0,0,0,0,0,0,671,3,1
2111,Devyne Rensch,NED,DF,Roma,it  Serie A,22-052,2003.0,2.9,124,109,15,3,0,0,4,12,0,0,0,0,102,0,2
2112,Guillaume Restes,FRA,GK,Toulouse,fr  Ligue 1,20-000,2005.0,20.3,590,443,147,52,0,0,0,0,0,0,0,0,439,0,0
2113,Mateo Retegui,ITA,FW,Atalanta,it  Serie A,25-316,1999.0,17.7,404,376,26,0,1,4,11,1,0,0,0,0,316,2,12
2114,Elvis Rexhbeçaj,KVX,MF,Augsburg,de  Bundesliga,27-130,1997.0,16.1,524,451,70,25,3,3,63,6,28,12,14,0,360,3,30
2115,Gio Reyna,USA,MF,Dortmund,de  Bundesliga,22-118,2002.0,3.6,176,164,12,1,0,0,13,7,3,1,1,0,136,0,3
2116,Chadi Riad,MAR,DF,Crystal Palace,eng  Premier League,21-267,2003.0,1.0,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2
2117,Alexsandro Ribeiro,BRA,DF,Lille,fr  Ligue 1,25-214,1999.0,22.0,1707,1603,104,48,2,8,5,9,0,0,0,0,1550,0,7
2118,Samuele Ricci,ITA,MF,Torino,it  Serie A,23-202,2001.0,25.3,1078,1000,75,51,3,6,23,6,7,4,2,0,947,3,11
2119,Declan Rice,ENG,MF,Arsenal,eng  Premier League,26-056,1999.0,23.0,1291,1116,171,65,3,16,134,3,78,72,3,0,1079,4,8
2120,Chris Richards,USA,DF,Crystal Palace,eng  Premier League,24-348,2000.0,14.9,636,615,19,13,1,3,1,6,0,0,0,0,512,2,9
2121,Amir Richardson,MAR,MF,Fiorentina,it  Serie A,23-046,2002.0,8.0,401,389,11,9,0,1,2,2,0,0,0,0,348,1,6
2122,Richarlison,BRA,FW,Tottenham,eng  Premier League,27-305,1997.0,3.1,75,73,2,1,0,1,7,0,0,0,0,0,49,0,3
2123,Diego Rico,ESP,DF,Getafe,es  La Liga,32-016,1993.0,24.0,1189,829,349,37,0,9,117,301,11,0,11,0,791,11,35
2124,Fabian Rieder,SUI,"MF,FW",Stuttgart,de  Bundesliga,23-023,2002.0,7.5,322,279,41,7,2,0,34,6,26,11,10,0,229,2,15
2125,Luis Rioja,ESP,FW,Alavés,es  La Liga,31-146,1993.0,0.3,11,9,2,1,0,0,6,1,0,0,0,0,5,0,0
2126,Luis Rioja,ESP,"MF,FW",Valencia,es  La Liga,31-146,1993.0,23.9,920,814,103,20,4,12,164,42,41,23,11,0,614,3,53
2127,Rodrigo Riquelme,ESP,"DF,MF",Atlético Madrid,es  La Liga,24-343,2000.0,4.6,206,190,16,2,0,0,21,6,8,3,3,0,166,0,4
2128,Alberto Risco,ESP,"MF,FW",Getafe,es  La Liga,19-193,2005.0,0.8,34,33,0,0,0,0,4,0,0,0,0,0,25,1,1
2129,Mihailo Ristić,SRB,"MF,DF",Celta Vigo,es  La Liga,29-131,1995.0,2.2,121,92,29,1,0,0,4,28,0,0,0,0,91,0,4
2130,Lars Ritzka,GER,"DF,MF",St. Pauli,de  Bundesliga,26-308,1998.0,7.7,320,254,66,4,0,1,15,58,1,0,0,0,236,0,14
2131,Gorka Rivera Alonso,ESP,"DF,MF",Getafe,es  La Liga,20-222,2004.0,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0
2132,Sergi Roberto,ESP,MF,Como,it  Serie A,33-032,1992.0,6.9,440,422,17,12,1,0,5,2,3,1,2,0,399,1,10
2133,Andrew Robertson,SCO,DF,Liverpool,eng  Premier League,31-000,1994.0,22.4,1563,1315,243,41,4,5,123,147,55,37,11,0,1306,5,25
2134,Antonee Robinson,USA,DF,Fulham,eng  Premier League,27-215,1997.0,27.2,1657,1410,243,13,0,3,135,230,0,0,0,0,1267,4,37
2135,Marc Roca,ESP,MF,Betis,es  La Liga,28-105,1996.0,10.1,538,510,26,24,0,4,10,0,1,0,1,0,465,2,10
2136,Rodri,ESP,MF,Manchester City,eng  Premier League,28-262,1996.0,0.7,61,60,1,1,0,0,0,0,0,0,0,0,57,0,0
2137,Rodri,ESP,FW,Betis,es  La Liga,24-299,2000.0,1.3,66,61,5,1,0,1,6,1,3,2,1,0,56,0,3
2138,Adrian Rodriguez,ESP,GK,Alavés,es  La Liga,24-089,2000.0,0.4,17,2,15,4,0,0,0,0,0,0,0,0,5,0,0
2139,Álvaro Rodríguez,URU,FW,Getafe,es  La Liga,20-240,2004.0,6.8,158,156,0,0,1,1,3,0,0,0,0,0,79,2,0
2140,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,es  La Liga,26-256,1998.0,11.0,423,380,39,17,2,12,35,1,18,7,10,0,309,4,8
2141,Damián Rodríguez,ESP,MF,Celta Vigo,es  La Liga,21-359,2003.0,7.9,593,537,55,33,0,3,23,0,22,4,11,0,523,1,9
2142,Dani Rodríguez,ESP,"MF,FW",Mallorca,es  La Liga,36-278,1988.0,17.7,559,471,86,24,6,7,99,3,46,22,22,0,380,2,16
2143,Guido Rodríguez,ARG,MF,West Ham,eng  Premier League,30-333,1994.0,11.3,498,484,14,13,1,5,4,1,0,0,0,0,419,0,12
2144,James Rodríguez,COL,"MF,FW",Rayo Vallecano,es  La Liga,33-242,1991.0,1.6,98,84,14,4,1,0,13,2,6,4,2,0,78,0,0
2145,Javi Rodríguez,ESP,DF,Celta Vigo,es  La Liga,21-258,2003.0,18.6,1173,1114,59,23,2,8,2,36,0,0,0,0,1006,0,15
2146,Jesus Rodríguez,ESP,FW,Betis,es  La Liga,19-110,2005.0,7.5,191,184,6,0,0,0,13,3,3,0,1,0,137,1,9
2147,Kirian Rodríguez,ESP,MF,Las Palmas,es  La Liga,29-006,1996.0,19.5,1204,1154,43,34,8,4,18,2,6,2,3,0,1026,7,15
2148,Ricardo Rodríguez,SUI,DF,Betis,es  La Liga,32-198,1992.0,9.7,524,430,93,10,0,1,14,83,0,0,0,0,421,1,6
2149,Rodrygo,BRA,"FW,MF",Real Madrid,es  La Liga,24-061,2001.0,18.3,945,850,91,23,1,2,67,14,49,19,20,0,818,4,11
2150,Mads Roerslev,DEN,DF,Brentford,eng  Premier League,25-260,1999.0,12.2,536,471,63,2,0,1,31,61,0,0,0,0,422,2,11
2151,Mads Roerslev,DEN,DF,Wolfsburg,de  Bundesliga,25-260,1999.0,2.8,147,127,20,1,0,0,7,19,0,0,0,0,122,0,5
2152,Morgan Rogers,ENG,"MF,FW",Aston Villa,eng  Premier League,22-228,2002.0,26.0,708,658,45,2,15,4,17,7,0,0,0,0,518,5,36
2153,Merlin Röhl,GER,"MF,FW",Freiburg,de  Bundesliga,22-249,2002.0,10.1,231,229,1,0,0,0,10,1,0,0,0,0,177,1,11
2154,Alessio Romagnoli,ITA,DF,Lazio,it  Serie A,30-058,1995.0,20.7,1235,1116,116,41,0,0,0,8,0,0,0,0,1139,3,3
2155,Leo Román,ESP,GK,Mallorca,es  La Liga,24-248,2000.0,5.0,170,127,43,13,0,0,0,0,0,0,0,0,104,0,0
2156,Carlos Romero,ESP,"DF,MF",Espanyol,es  La Liga,23-133,2001.0,16.5,563,456,106,14,1,2,53,79,13,4,5,0,388,1,21
2157,Cristian Romero,ARG,DF,Tottenham,eng  Premier League,26-318,1998.0,11.5,931,850,79,62,4,1,3,3,0,0,0,0,831,2,6
2158,Isaac Romero,ESP,FW,Sevilla,es  La Liga,24-297,2000.0,20.0,368,326,39,0,1,0,15,0,0,0,0,0,260,3,16
2159,Luka Romero,ARG,"FW,MF",Alavés,es  La Liga,20-113,2004.0,2.2,49,43,6,1,0,0,10,0,4,0,3,0,34,0,1
2160,Oriol Romeu,ESP,MF,Girona,es  La Liga,33-168,1991.0,11.8,687,677,10,10,1,7,6,0,0,0,0,0,619,0,9
2161,Valentin Rongier,FRA,"MF,DF",Marseille,fr  Ligue 1,30-094,1994.0,10.5,903,878,24,13,1,0,2,11,0,0,0,0,826,1,12
2162,Marten de Roon,NED,"MF,DF",Atalanta,it  Serie A,33-347,1991.0,25.0,1724,1636,87,65,0,11,24,21,0,0,0,0,1499,1,12
2163,Vitor Roque,BRA,FW,Betis,es  La Liga,20-011,2005.0,13.7,195,163,32,0,1,0,6,1,1,0,0,0,142,0,7
2164,Pablo Rosario,NED,"MF,DF",Nice,fr  Ligue 1,28-063,1997.0,14.3,559,548,11,10,3,1,2,0,0,0,0,0,480,0,6
2165,Lasse Rosenboom,GER,DF,Holstein Kiel,de  Bundesliga,23-051,2002.0,12.0,332,264,66,2,0,1,10,64,0,0,0,0,218,2,17
2166,Max Rosenfelder,GER,DF,Freiburg,de  Bundesliga,22-029,2003.0,9.4,430,400,30,11,0,0,3,9,0,0,0,0,366,0,14
2167,Valentin Rosier,FRA,DF,Leganés,es  La Liga,28-204,1996.0,21.1,895,721,172,11,0,2,26,161,0,0,0,0,690,2,20
2168,Tom Rothe,GER,"DF,MF",Union Berlin,de  Bundesliga,20-133,2004.0,13.6,620,473,145,5,1,4,40,140,0,0,0,0,421,2,28
2169,Anthony Rouault,FRA,DF,Rennes,fr  Ligue 1,23-286,2001.0,1.8,89,85,4,2,0,0,0,0,0,0,0,0,78,0,2
2170,Anthony Rouault,FRA,DF,Stuttgart,de  Bundesliga,23-286,2001.0,13.5,874,843,30,18,1,0,1,3,0,0,0,0,787,1,3
